id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
7448,R7448,2919,315,3,30,3
7449,R7449,2596,137,23,162,33
7450,R7450,2290,324,20,255,120
7451,R7451,3014,89,13,474,13
7452,R7452,2751,13,18,153,18
7453,R7453,3209,32,7,646,65
7454,R7454,3307,328,21,691,179
7455,R7455,2989,57,16,285,-17
7456,R7456,3024,131,9,108,8
7457,R7457,2115,266,28,180,82
7458,R7458,3179,23,14,335,40
7459,R7459,2614,348,8,330,96
7460,R7460,2950,82,5,95,7
7461,R7461,2064,287,40,150,65
7462,R7462,3053,198,12,458,84
7463,R7463,3064,323,7,335,42
7464,R7464,3188,38,8,451,46
7465,R7465,2900,56,22,390,117
7466,R7466,3230,351,33,648,134
7467,R7467,2176,256,18,228,129
7468,R7468,3188,81,13,417,-6
7469,R7469,3037,30,13,366,62
7470,R7470,2849,90,7,108,-2
7471,R7471,3200,46,17,162,45
7472,R7472,2457,278,14,484,204
7473,R7473,3247,230,7,306,34
7474,R7474,2768,77,6,0,0
7475,R7475,3146,41,22,750,-40
7476,R7476,3009,83,15,30,10
7477,R7477,3113,13,8,201,16
7478,R7478,3087,220,11,335,73
7479,R7479,2781,62,11,150,33
7480,R7480,2309,338,18,0,0
7481,R7481,3090,61,24,85,40
7482,R7482,2765,22,27,30,6
7483,R7483,3000,299,6,30,4
7484,R7484,2989,69,12,85,0
7485,R7485,3325,325,15,658,178
7486,R7486,3355,3,20,234,61
7487,R7487,3360,28,5,576,69
7488,R7488,3002,10,13,30,7
7489,R7489,3005,294,20,330,76
7490,R7490,3032,204,5,60,-11
7491,R7491,2929,107,19,484,133
7492,R7492,3214,203,7,170,5
7493,R7493,3335,152,17,210,30
7494,R7494,2914,43,18,228,62
7495,R7495,2674,20,14,270,32
7496,R7496,2953,10,16,700,181
7497,R7497,2947,12,15,402,5
7498,R7498,3121,27,11,361,40
7499,R7499,2932,36,8,0,0
7500,R7500,3103,0,1,30,0
7501,R7501,2991,18,6,30,0
7502,R7502,3188,25,11,404,71
7503,R7503,2862,237,23,300,105
7504,R7504,2719,53,5,295,6
7505,R7505,3223,6,7,150,9
7506,R7506,2679,153,15,127,8
7507,R7507,2966,1,12,127,11
7508,R7508,3180,315,4,0,0
7509,R7509,2143,286,28,124,40
7510,R7510,3136,186,21,1036,153
7511,R7511,2738,163,16,120,8
7512,R7512,3260,262,2,361,44
7513,R7513,2804,264,44,270,170
7514,R7514,2973,14,9,234,50
7515,R7515,3103,341,11,95,14
7516,R7516,3240,139,4,524,57
7517,R7517,3190,78,16,256,31
7518,R7518,2591,231,14,30,-3
7519,R7519,2557,1,14,0,0
7520,R7520,3101,107,19,127,18
7521,R7521,3170,129,15,277,80
7522,R7522,3116,124,19,108,10
7523,R7523,3294,289,9,626,143
7524,R7524,2424,273,14,283,53
7525,R7525,2129,289,33,170,34
7526,R7526,2819,200,15,30,0
7527,R7527,2615,8,12,0,0
7528,R7528,3025,68,10,162,11
7529,R7529,2783,76,16,268,33
7530,R7530,3324,163,6,309,56
7531,R7531,2998,1,38,242,22
7532,R7532,2634,96,6,339,101
7533,R7533,3307,94,23,531,141
7534,R7534,3191,18,17,402,56
7535,R7535,2877,351,6,319,66
7536,R7536,2726,54,15,524,126
7537,R7537,2900,61,9,306,87
7538,R7538,3030,247,9,90,18
7539,R7539,3098,191,1,30,1
7540,R7540,2200,77,25,210,149
7541,R7541,3283,354,11,95,20
7542,R7542,2657,71,9,268,45
7543,R7543,3215,351,6,60,-5
7544,R7544,2939,139,10,283,65
7545,R7545,2562,34,21,162,-3
7546,R7546,2598,20,6,120,-29
7547,R7547,2868,114,12,90,0
7548,R7548,2750,229,25,90,23
7549,R7549,3063,17,10,618,204
7550,R7550,3173,52,14,382,35
7551,R7551,2907,12,21,190,64
7552,R7552,2570,344,18,30,8
7553,R7553,2893,325,18,268,77
7554,R7554,2915,87,14,120,27
7555,R7555,3072,86,32,210,97
7556,R7556,3062,296,9,484,38
7557,R7557,3154,239,10,30,-4
7558,R7558,2950,315,9,175,48
7559,R7559,3445,0,8,481,106
7560,R7560,3234,135,3,577,52
7561,R7561,2723,12,10,474,45
7562,R7562,2186,238,19,242,167
7563,R7563,3283,0,11,190,44
7564,R7564,2804,102,13,255,42
7565,R7565,2572,250,18,108,20
7566,R7566,2646,271,36,134,57
7567,R7567,2903,169,16,805,128
7568,R7568,2734,314,19,366,157
7569,R7569,2858,171,11,212,30
7570,R7570,2880,276,15,90,12
7571,R7571,3412,39,7,201,36
7572,R7572,3213,159,12,295,34
7573,R7573,3256,76,7,577,-12
7574,R7574,3090,21,4,60,0
7575,R7575,2910,290,36,787,536
7576,R7576,2864,276,21,450,-19
7577,R7577,3209,57,15,30,-3
7578,R7578,3002,349,6,379,63
7579,R7579,2994,226,22,532,174
7580,R7580,3078,305,8,685,118
7581,R7581,3097,298,9,85,-2
7582,R7582,2837,27,14,30,-2
7583,R7583,3071,337,5,384,21
7584,R7584,3201,5,10,825,184
7585,R7585,3098,313,16,175,-3
7586,R7586,2202,149,33,175,30
7587,R7587,3180,67,17,480,62
7588,R7588,2873,19,19,127,28
7589,R7589,2694,43,11,351,8
7590,R7590,3133,320,14,120,25
7591,R7591,2846,108,28,201,104
7592,R7592,2390,39,10,60,5
7593,R7593,3391,11,4,350,109
7594,R7594,3011,43,22,371,95
7595,R7595,3162,66,20,108,24
7596,R7596,3248,163,13,306,72
7597,R7597,3054,76,19,552,185
7598,R7598,2613,245,22,390,187
7599,R7599,3165,25,16,780,-9
7600,R7600,2813,62,10,216,15
7601,R7601,2848,238,6,30,-1
7602,R7602,3395,71,17,457,161
7603,R7603,3220,52,5,0,0
7604,R7604,2682,92,15,216,69
7605,R7605,3315,203,28,417,122
7606,R7606,2913,89,28,170,-8
7607,R7607,2911,48,13,655,121
7608,R7608,3179,197,7,0,0
7609,R7609,3312,8,7,426,82
7610,R7610,3454,315,31,150,91
7611,R7611,3013,165,20,182,0
7612,R7612,3184,100,27,240,147
7613,R7613,2958,324,14,85,7
7614,R7614,3041,338,7,450,-79
7615,R7615,2898,66,11,408,153
7616,R7616,2271,289,23,270,159
7617,R7617,2247,140,23,150,84
7618,R7618,3152,332,14,60,16
7619,R7619,2921,39,20,85,17
7620,R7620,2456,219,28,60,30
7621,R7621,2937,136,15,240,74
7622,R7622,3032,97,12,124,25
7623,R7623,3287,347,15,371,35
7624,R7624,2985,315,10,382,145
7625,R7625,2872,301,20,67,9
7626,R7626,3298,191,10,330,72
7627,R7627,3012,273,19,342,101
7628,R7628,3191,189,17,295,94
7629,R7629,3226,301,17,190,47
7630,R7630,3260,117,22,85,22
7631,R7631,3128,324,16,384,65
7632,R7632,2922,311,10,108,7
7633,R7633,2975,146,2,90,0
7634,R7634,2271,326,19,150,40
7635,R7635,2437,294,29,277,155
7636,R7636,2829,66,8,30,-2
7637,R7637,2311,290,20,256,124
7638,R7638,3281,298,9,624,110
7639,R7639,2343,328,32,120,47
7640,R7640,3018,288,31,240,92
7641,R7641,2969,227,12,216,81
7642,R7642,3219,26,12,30,4
7643,R7643,3025,153,25,175,31
7644,R7644,2551,134,33,30,-12
7645,R7645,3299,345,17,30,6
7646,R7646,2900,77,27,67,5
7647,R7647,2689,128,10,95,11
7648,R7648,2855,95,31,228,50
7649,R7649,2952,82,14,0,0
7650,R7650,3259,22,8,732,111
7651,R7651,3202,82,18,108,15
7652,R7652,2783,118,21,268,50
7653,R7653,2954,179,16,700,122
7654,R7654,3013,114,30,335,120
7655,R7655,3390,285,15,872,140
7656,R7656,2877,100,18,108,16
7657,R7657,2442,351,17,443,237
7658,R7658,3317,72,22,210,-31
7659,R7659,2055,134,31,192,49
7660,R7660,3102,336,11,108,7
7661,R7661,2052,83,32,247,93
7662,R7662,3068,242,5,210,12
7663,R7663,2916,18,26,120,-6
7664,R7664,3126,178,9,85,2
7665,R7665,2355,336,17,443,230
7666,R7666,2978,31,21,408,151
7667,R7667,3115,336,19,120,21
7668,R7668,3215,174,7,618,1
7669,R7669,3183,232,17,551,102
7670,R7670,3287,72,15,451,159
7671,R7671,3177,108,8,390,115
7672,R7672,3010,327,8,384,33
7673,R7673,2687,68,15,192,38
7674,R7674,3211,53,2,30,0
7675,R7675,3716,357,13,1092,270
7676,R7676,3228,230,11,60,5
7677,R7677,2787,90,14,0,0
7678,R7678,2901,190,25,351,125
7679,R7679,2938,83,20,242,124
7680,R7680,2978,61,16,277,10
7681,R7681,2903,64,13,330,24
7682,R7682,3149,26,10,150,10
7683,R7683,2633,84,10,95,2
7684,R7684,3242,328,18,402,24
7685,R7685,3115,38,13,134,7
7686,R7686,3354,179,12,150,9
7687,R7687,2558,122,6,108,6
7688,R7688,2604,61,12,190,25
7689,R7689,3086,179,10,216,28
7690,R7690,3083,101,7,480,-25
7691,R7691,2916,347,14,295,3
7692,R7692,3031,103,5,175,4
7693,R7693,3095,243,27,750,4
7694,R7694,3206,189,12,674,-4
7695,R7695,3162,24,9,400,20
7696,R7696,3235,153,12,360,48
7697,R7697,3064,78,14,534,33
7698,R7698,3056,315,8,150,42
7699,R7699,3051,240,8,488,51
7700,R7700,2828,117,10,361,62
7701,R7701,2612,70,7,192,68
7702,R7702,3113,25,9,182,29
7703,R7703,2893,267,41,330,184
7704,R7704,2811,43,11,362,-11
7705,R7705,3008,139,14,794,89
7706,R7706,3273,319,5,240,30
7707,R7707,2793,40,15,277,52
7708,R7708,2392,319,14,60,6
7709,R7709,2954,189,14,537,73
7710,R7710,2370,103,9,150,0
7711,R7711,3130,342,15,85,16
7712,R7712,2975,41,5,180,26
7713,R7713,2609,172,14,60,5
7714,R7714,2679,324,21,60,22
7715,R7715,2825,26,13,258,34
7716,R7716,2800,202,31,390,-42
7717,R7717,2596,45,3,295,3
7718,R7718,2965,53,2,30,-3
7719,R7719,3286,300,17,540,105
7720,R7720,3185,83,8,120,10
7721,R7721,2992,321,19,108,37
7722,R7722,3031,71,17,242,56
7723,R7723,3318,1,18,175,34
7724,R7724,2963,103,13,124,21
7725,R7725,3004,110,9,474,42
7726,R7726,3062,219,6,150,33
7727,R7727,2952,257,13,402,46
7728,R7728,3053,24,11,134,26
7729,R7729,3267,23,10,443,46
7730,R7730,2892,24,20,408,87
7731,R7731,3139,94,10,362,16
7732,R7732,2857,122,16,60,-3
7733,R7733,2810,75,12,42,5
7734,R7734,3032,33,7,0,0
7735,R7735,2891,119,13,150,14
7736,R7736,3356,232,22,306,101
7737,R7737,2203,294,34,67,41
7738,R7738,2648,56,7,190,1
7739,R7739,3000,12,11,366,69
7740,R7740,2561,1,12,60,6
7741,R7741,3172,17,13,390,47
7742,R7742,2717,18,8,95,9
7743,R7743,3201,34,5,30,2
7744,R7744,3194,1,18,443,39
7745,R7745,3181,306,9,603,44
7746,R7746,3084,166,12,175,10
7747,R7747,2969,16,12,210,34
7748,R7748,2905,335,28,234,63
7749,R7749,3011,336,13,162,36
7750,R7750,3302,179,25,743,32
7751,R7751,2362,61,9,124,-5
7752,R7752,3315,94,27,335,117
7753,R7753,3192,274,27,830,271
7754,R7754,3386,198,7,60,-3
7755,R7755,2985,172,18,240,22
7756,R7756,3145,20,22,283,69
7757,R7757,2407,185,14,361,77
7758,R7758,3216,276,2,404,97
7759,R7759,2913,216,14,295,20
7760,R7760,2781,79,6,127,32
7761,R7761,3254,248,4,430,-19
7762,R7762,2612,229,14,30,0
7763,R7763,3054,308,10,85,12
7764,R7764,2985,215,11,492,76
7765,R7765,3363,229,21,335,108
7766,R7766,2981,35,8,268,45
7767,R7767,2570,337,2,212,20
7768,R7768,3072,340,15,268,78
7769,R7769,3136,333,4,90,16
7770,R7770,2891,2,24,85,8
7771,R7771,2989,238,17,0,0
7772,R7772,3101,339,26,85,31
7773,R7773,3346,201,6,240,31
7774,R7774,2991,76,4,433,6
7775,R7775,3191,123,16,297,86
7776,R7776,2917,308,15,216,48
7777,R7777,3075,91,18,780,270
7778,R7778,2205,27,12,60,30
7779,R7779,2789,225,1,242,12
7780,R7780,3139,215,8,212,9
7781,R7781,2918,126,11,162,25
7782,R7782,2828,333,27,268,72
7783,R7783,3166,327,13,95,6
7784,R7784,3178,292,19,371,68
7785,R7785,2890,131,5,60,-3
7786,R7786,3184,111,16,693,248
7787,R7787,3093,26,8,201,27
7788,R7788,3366,63,12,604,84
7789,R7789,3065,106,9,484,-5
7790,R7790,3076,266,9,234,24
7791,R7791,2965,27,3,210,20
7792,R7792,2890,313,9,210,35
7793,R7793,2492,144,4,30,-11
7794,R7794,2921,130,18,108,29
7795,R7795,3072,233,10,564,107
7796,R7796,2867,263,34,153,96
7797,R7797,2928,47,15,268,108
7798,R7798,3421,4,19,573,223
7799,R7799,2972,40,8,108,5
7800,R7800,3025,117,1,30,0
7801,R7801,2962,334,11,85,12
7802,R7802,3150,359,35,268,74
7803,R7803,3204,142,20,234,66
7804,R7804,2308,295,15,67,5
7805,R7805,2799,27,14,67,4
7806,R7806,3050,50,8,60,-1
7807,R7807,2976,24,8,30,3
7808,R7808,3210,302,4,150,11
7809,R7809,2851,125,16,85,18
7810,R7810,3031,282,35,270,110
7811,R7811,2912,336,16,170,45
7812,R7812,3175,156,5,1224,157
7813,R7813,3119,307,7,446,55
7814,R7814,3135,172,13,671,98
7815,R7815,3037,40,11,379,-6
7816,R7816,3615,30,19,659,203
7817,R7817,3344,188,14,716,74
7818,R7818,3423,227,10,774,155
7819,R7819,2843,309,20,212,52
7820,R7820,2520,2,29,150,54
7821,R7821,2731,356,21,108,21
7822,R7822,2581,12,17,60,23
7823,R7823,3140,72,17,124,17
7824,R7824,2496,70,15,67,13
7825,R7825,2967,191,29,845,193
7826,R7826,2973,34,13,60,-3
7827,R7827,3136,34,2,256,1
7828,R7828,3077,54,15,60,4
7829,R7829,2360,65,7,127,21
7830,R7830,2666,315,11,190,37
7831,R7831,3146,37,10,30,9
7832,R7832,2850,348,10,42,-1
7833,R7833,3344,112,13,404,59
7834,R7834,3273,339,20,67,20
7835,R7835,3113,275,8,402,-7
7836,R7836,2574,105,3,361,21
7837,R7837,2270,59,17,85,3
7838,R7838,2830,11,13,42,8
7839,R7839,3012,220,20,0,0
7840,R7840,3032,286,21,270,35
7841,R7841,2926,126,21,295,125
7842,R7842,2844,71,32,351,157
7843,R7843,2898,11,15,342,100
7844,R7844,2881,212,33,127,44
7845,R7845,2808,87,33,240,111
7846,R7846,2935,70,13,90,19
7847,R7847,2529,117,11,30,-6
7848,R7848,3022,259,1,258,16
7849,R7849,2804,58,12,731,16
7850,R7850,2593,205,26,268,154
7851,R7851,3208,317,13,566,64
7852,R7852,3194,218,3,67,3
7853,R7853,2644,324,8,42,12
7854,R7854,2958,153,6,120,21
7855,R7855,2303,324,17,0,0
7856,R7856,2895,15,17,85,-7
7857,R7857,3232,39,3,60,3
7858,R7858,3208,38,11,190,23
7859,R7859,3148,119,19,350,70
7860,R7860,2324,94,15,30,8
7861,R7861,3285,263,8,601,101
7862,R7862,3372,68,25,150,32
7863,R7863,3224,160,6,120,21
7864,R7864,2762,356,23,30,17
7865,R7865,2707,63,5,256,12
7866,R7866,3102,16,8,0,0
7867,R7867,2544,27,23,108,24
7868,R7868,3172,72,15,67,5
7869,R7869,2959,102,12,350,-38
7870,R7870,2931,266,11,60,20
7871,R7871,3041,197,15,360,-25
7872,R7872,3026,124,10,660,43
7873,R7873,3111,238,6,371,-6
7874,R7874,2893,164,17,390,39
7875,R7875,2993,317,8,150,46
7876,R7876,3011,88,7,234,40
7877,R7877,2968,63,7,391,71
7878,R7878,2446,85,24,150,59
7879,R7879,3438,96,14,30,-6
7880,R7880,2798,50,20,319,32
7881,R7881,2463,88,12,514,107
7882,R7882,3008,32,10,573,89
7883,R7883,2794,9,14,150,17
7884,R7884,3260,205,12,437,57
7885,R7885,2864,185,17,277,85
7886,R7886,3249,167,17,524,133
7887,R7887,3214,294,22,60,7
7888,R7888,3040,100,21,201,48
7889,R7889,2900,257,13,671,254
7890,R7890,2731,300,21,30,16
7891,R7891,3418,182,21,90,7
7892,R7892,2783,175,20,295,140
7893,R7893,2660,70,12,30,7
7894,R7894,2972,0,11,272,145
7895,R7895,2541,311,22,366,159
7896,R7896,3164,93,14,67,3
7897,R7897,3283,62,11,42,0
7898,R7898,3331,35,13,511,40
7899,R7899,2695,276,16,175,39
7900,R7900,3248,108,8,67,8
7901,R7901,2363,338,12,481,139
7902,R7902,3139,126,10,228,41
7903,R7903,3180,291,22,430,84
7904,R7904,2943,9,6,0,0
7905,R7905,3433,102,8,661,148
7906,R7906,2710,349,4,192,21
7907,R7907,3150,309,12,633,104
7908,R7908,3002,40,8,277,54
7909,R7909,3425,6,13,849,226
7910,R7910,3101,45,4,0,0
7911,R7911,3192,122,4,503,44
7912,R7912,2296,59,15,60,22
7913,R7913,3282,274,6,175,14
7914,R7914,2824,135,5,218,6
7915,R7915,2984,23,12,433,-20
7916,R7916,2709,45,14,30,-3
7917,R7917,2932,56,18,60,13
7918,R7918,2810,270,1,30,-2
7919,R7919,2959,129,15,309,67
7920,R7920,2581,166,8,228,41
7921,R7921,2758,7,10,582,80
7922,R7922,3107,174,11,342,11
7923,R7923,3416,359,10,474,77
7924,R7924,3077,150,11,192,-2
7925,R7925,2948,50,24,309,124
7926,R7926,2887,53,18,443,200
7927,R7927,2734,313,11,60,6
7928,R7928,3020,315,3,175,0
7929,R7929,2665,88,17,418,121
7930,R7930,2763,16,26,120,32
7931,R7931,2989,327,15,150,39
7932,R7932,3282,83,6,268,-8
7933,R7933,2916,270,14,365,16
7934,R7934,3186,270,2,153,0
7935,R7935,3060,61,5,242,26
7936,R7936,3044,71,13,331,53
7937,R7937,2361,280,22,430,109
7938,R7938,3224,12,22,124,33
7939,R7939,3022,112,11,446,59
7940,R7940,2702,143,12,95,4
7941,R7941,3319,175,19,454,113
7942,R7942,2708,287,20,150,41
7943,R7943,3203,164,10,400,86
7944,R7944,2922,223,12,0,0
7945,R7945,3440,331,19,360,160
7946,R7946,3182,12,6,216,15
7947,R7947,3019,41,21,240,71
7948,R7948,3172,65,13,210,-2
7949,R7949,2556,48,14,60,-2
7950,R7950,3229,198,6,300,46
7951,R7951,3115,42,13,301,20
7952,R7952,2948,112,24,451,143
7953,R7953,2968,158,10,30,3
7954,R7954,3270,98,5,497,65
7955,R7955,2940,9,17,212,28
7956,R7956,2768,17,13,30,4
7957,R7957,2956,7,24,258,77
7958,R7958,2673,105,11,524,73
7959,R7959,2936,71,26,42,19
7960,R7960,2413,188,32,95,57
7961,R7961,2676,98,5,30,5
7962,R7962,2906,71,18,30,9
7963,R7963,3446,343,10,735,77
7964,R7964,3106,70,19,752,190
7965,R7965,3352,178,18,540,146
7966,R7966,3009,307,9,421,-25
7967,R7967,3154,146,5,0,0
7968,R7968,2832,68,11,240,44
7969,R7969,3197,45,12,560,111
7970,R7970,3241,114,8,30,-3
7971,R7971,2762,37,12,511,66
7972,R7972,2724,0,3,150,29
7973,R7973,2916,112,25,42,-7
7974,R7974,2582,306,12,323,56
7975,R7975,2358,78,16,124,-4
7976,R7976,3431,109,9,480,146
7977,R7977,3204,2,26,295,88
7978,R7978,2945,17,6,297,9
7979,R7979,2103,26,29,42,12
7980,R7980,3375,38,13,108,26
7981,R7981,3092,210,13,433,116
7982,R7982,2428,308,25,443,201
7983,R7983,3145,29,16,417,127
7984,R7984,2641,330,12,446,82
7985,R7985,3321,167,9,331,121
7986,R7986,3085,232,11,175,-22
7987,R7987,3213,323,27,255,37
7988,R7988,3054,15,13,127,19
7989,R7989,3251,331,15,379,25
7990,R7990,2765,45,5,210,-1
7991,R7991,3363,90,4,395,41
7992,R7992,2685,65,16,247,79
7993,R7993,3028,29,8,469,132
7994,R7994,2958,259,34,541,309
7995,R7995,2860,75,27,484,142
7996,R7996,3294,183,13,418,54
7997,R7997,2787,21,16,0,0
7998,R7998,2896,314,16,95,-4
7999,R7999,2962,60,15,607,116
8000,R8000,3184,85,8,60,2
8001,R8001,3277,225,10,60,-1
8002,R8002,2794,277,23,541,249
8003,R8003,2569,163,16,525,115
8004,R8004,3077,135,9,95,8
8005,R8005,2641,26,29,108,34
8006,R8006,3252,294,6,430,114
8007,R8007,2899,338,20,319,41
8008,R8008,2270,218,23,95,39
8009,R8009,3155,62,4,426,42
8010,R8010,3133,148,9,90,6
8011,R8011,3151,16,19,331,80
8012,R8012,2822,9,14,418,92
8013,R8013,2991,187,16,42,7
8014,R8014,3123,30,16,350,105
8015,R8015,3076,111,25,234,60
8016,R8016,2164,338,26,351,162
8017,R8017,2881,31,11,216,12
8018,R8018,3088,351,17,108,23
8019,R8019,3027,300,9,541,-93
8020,R8020,2729,97,13,361,45
8021,R8021,3002,28,14,108,16
8022,R8022,3056,57,5,633,-126
8023,R8023,3059,336,10,591,160
8024,R8024,2796,294,30,108,46
8025,R8025,3209,274,29,859,288
8026,R8026,3152,79,7,342,39
8027,R8027,2358,350,13,458,233
8028,R8028,2683,114,11,30,-9
8029,R8029,2894,40,15,95,9
8030,R8030,2960,50,12,127,19
8031,R8031,3287,276,19,301,69
8032,R8032,3127,245,7,67,6
8033,R8033,2841,338,4,30,-6
8034,R8034,2849,101,15,108,20
8035,R8035,3396,283,14,256,86
8036,R8036,3037,51,18,300,36
8037,R8037,3361,74,14,618,79
8038,R8038,2868,338,13,150,55
8039,R8039,3152,6,10,295,46
8040,R8040,3381,203,12,607,181
8041,R8041,3149,52,3,300,55
8042,R8042,2941,50,20,190,24
8043,R8043,3519,220,4,510,26
8044,R8044,2913,355,9,309,40
8045,R8045,2818,107,7,180,27
8046,R8046,3093,77,12,90,10
8047,R8047,3014,99,10,424,49
8048,R8048,2813,217,25,124,34
8049,R8049,3209,318,13,759,6
8050,R8050,2866,182,20,466,200
8051,R8051,2788,73,6,300,39
8052,R8052,2939,57,15,0,0
8053,R8053,3064,73,10,216,13
8054,R8054,2965,223,16,212,89
8055,R8055,3157,113,7,395,24
8056,R8056,2873,279,6,362,105
8057,R8057,2920,309,16,90,21
8058,R8058,2340,39,21,272,133
8059,R8059,3227,61,18,616,151
8060,R8060,3462,262,10,816,-30
8061,R8061,3027,75,10,926,208
8062,R8062,2991,286,29,182,54
8063,R8063,2456,226,18,420,48
8064,R8064,3278,150,19,467,106
8065,R8065,2717,29,26,255,68
8066,R8066,3056,173,8,711,-2
8067,R8067,2893,124,12,134,23
8068,R8068,3321,168,14,301,56
8069,R8069,2346,327,25,67,25
8070,R8070,2850,41,21,270,47
8071,R8071,2813,315,3,60,3
8072,R8072,2941,111,8,313,117
8073,R8073,3217,289,19,180,53
8074,R8074,3337,344,20,426,119
8075,R8075,3104,36,8,390,41
8076,R8076,3142,220,11,424,69
8077,R8077,3395,101,14,875,32
8078,R8078,2589,87,18,242,70
8079,R8079,2998,280,12,646,100
8080,R8080,3126,126,11,85,-3
8081,R8081,3455,34,17,638,240
8082,R8082,2932,40,12,150,13
8083,R8083,2757,17,19,42,-2
8084,R8084,2737,130,34,170,104
8085,R8085,3125,55,23,180,59
8086,R8086,2467,178,18,510,197
8087,R8087,3153,218,8,551,116
8088,R8088,2784,11,12,30,4
8089,R8089,3012,337,25,510,174
8090,R8090,2451,128,18,350,95
8091,R8091,2962,219,13,379,56
8092,R8092,2332,281,26,201,79
8093,R8093,3386,207,15,295,41
8094,R8094,2977,260,14,272,15
8095,R8095,2154,295,9,30,2
8096,R8096,3211,123,23,342,106
8097,R8097,3209,31,13,547,133
8098,R8098,2613,75,35,134,86
8099,R8099,2497,135,8,85,8
8100,R8100,3260,121,22,124,22
8101,R8101,2912,292,8,120,37
8102,R8102,3253,19,9,95,2
8103,R8103,2932,187,9,450,44
8104,R8104,3203,123,24,309,49
8105,R8105,2724,85,6,228,-3
8106,R8106,3313,60,14,153,-8
8107,R8107,2534,49,5,190,-8
8108,R8108,3107,345,7,240,-8
8109,R8109,2978,290,6,390,106
8110,R8110,2374,38,24,134,82
8111,R8111,3337,219,13,769,135
8112,R8112,2344,68,23,277,31
8113,R8113,3598,25,15,765,186
8114,R8114,2525,108,23,170,21
8115,R8115,2989,8,12,0,0
8116,R8116,3262,44,14,323,98
8117,R8117,2762,141,28,182,95
8118,R8118,2510,186,27,60,35
8119,R8119,2772,18,2,408,49
8120,R8120,2923,39,6,150,10
8121,R8121,3216,62,7,30,0
8122,R8122,2176,181,32,313,157
8123,R8123,2836,110,15,30,2
8124,R8124,3356,22,10,342,10
8125,R8125,3006,319,9,0,0
8126,R8126,3323,147,13,408,123
8127,R8127,2877,3,14,67,14
8128,R8128,3426,148,23,256,107
8129,R8129,3166,3,9,330,49
8130,R8130,2971,104,23,124,45
8131,R8131,2963,214,21,283,122
8132,R8132,3088,298,10,120,22
8133,R8133,3146,63,7,513,33
8134,R8134,2673,180,7,190,27
8135,R8135,3004,350,9,108,13
8136,R8136,2965,45,4,0,0
8137,R8137,2958,12,9,90,19
8138,R8138,2748,149,12,90,3
8139,R8139,3192,311,10,272,17
8140,R8140,3020,311,5,342,-2
8141,R8141,3065,319,9,180,14
8142,R8142,2614,134,20,42,12
8143,R8143,2775,51,16,256,62
8144,R8144,3044,37,5,362,25
8145,R8145,2847,154,18,446,228
8146,R8146,3137,292,17,351,-9
8147,R8147,2861,94,14,256,38
8148,R8148,3124,77,12,1292,206
8149,R8149,2994,23,12,60,17
8150,R8150,2523,237,32,124,60
8151,R8151,2558,68,16,90,42
8152,R8152,2863,299,15,150,33
8153,R8153,2587,22,10,0,0
8154,R8154,2945,243,11,518,45
8155,R8155,2896,105,23,108,23
8156,R8156,3017,59,17,342,79
8157,R8157,2601,202,20,335,94
8158,R8158,2532,190,16,120,-17
8159,R8159,2713,34,19,120,17
8160,R8160,2972,318,14,30,-5
8161,R8161,3073,315,8,571,74
8162,R8162,3036,40,8,162,-8
8163,R8163,2990,358,26,636,-35
8164,R8164,2943,294,22,295,74
8165,R8165,2781,328,25,210,86
8166,R8166,2652,66,11,323,5
8167,R8167,3292,276,9,977,182
8168,R8168,3224,277,6,175,10
8169,R8169,3043,103,17,85,22
8170,R8170,2904,6,23,90,31
8171,R8171,2819,71,10,124,21
8172,R8172,2764,66,3,323,31
8173,R8173,2688,0,5,0,0
8174,R8174,2845,103,9,553,115
8175,R8175,2803,7,4,437,195
8176,R8176,3383,325,10,402,83
8177,R8177,3294,322,9,60,5
8178,R8178,2982,315,10,459,67
8179,R8179,3058,342,14,108,12
8180,R8180,2950,183,17,335,19
8181,R8181,3355,166,18,90,2
8182,R8182,3255,70,5,630,11
8183,R8183,3151,5,25,335,84
8184,R8184,3056,8,10,134,31
8185,R8185,2759,85,11,339,0
8186,R8186,3353,116,18,228,72
8187,R8187,3137,18,3,228,2
8188,R8188,3078,150,15,457,78
8189,R8189,3405,200,12,713,11
8190,R8190,2997,342,6,242,20
8191,R8191,2850,352,19,201,15
8192,R8192,3000,211,6,589,68
8193,R8193,2987,95,23,30,0
8194,R8194,3076,250,25,120,32
8195,R8195,2834,149,1,218,33
8196,R8196,3307,81,12,600,93
8197,R8197,2756,30,23,256,-9
8198,R8198,3045,84,7,362,47
8199,R8199,2663,336,12,272,68
8200,R8200,3002,232,19,42,4
8201,R8201,2893,180,26,124,46
8202,R8202,3050,293,19,446,120
8203,R8203,2760,8,13,42,5
8204,R8204,2649,23,39,324,174
8205,R8205,3146,347,8,300,7
8206,R8206,2528,74,6,60,-2
8207,R8207,2503,139,15,30,-7
8208,R8208,2750,353,8,120,17
8209,R8209,3098,133,10,201,-7
8210,R8210,2861,238,16,85,21
8211,R8211,2985,154,23,95,26
8212,R8212,3373,119,12,60,0
8213,R8213,3398,325,16,499,73
8214,R8214,2582,2,7,240,32
8215,R8215,2976,344,19,150,44
8216,R8216,3195,131,16,382,50
