id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
11482,R11482,3100,54,13,0,0
11483,R11483,3222,127,16,30,-3
11484,R11484,3362,171,14,210,50
11485,R11485,3038,328,6,30,3
11486,R11486,3191,101,8,488,19
11487,R11487,3467,36,18,680,252
11488,R11488,2878,131,13,108,38
11489,R11489,3085,206,12,400,-68
11490,R11490,3024,10,12,376,3
11491,R11491,2884,69,22,60,7
11492,R11492,2806,57,27,362,132
11493,R11493,2865,45,13,85,-1
11494,R11494,2720,81,6,361,25
11495,R11495,2570,147,28,90,22
11496,R11496,2758,89,11,67,0
11497,R11497,2815,95,18,313,60
11498,R11498,2749,240,36,488,243
11499,R11499,3410,25,13,626,171
11500,R11500,2424,73,18,42,6
11501,R11501,3015,36,8,150,28
11502,R11502,3290,158,5,400,187
11503,R11503,2781,156,22,272,76
11504,R11504,3249,45,3,516,209
11505,R11505,2770,52,23,256,105
11506,R11506,2984,7,15,379,87
11507,R11507,3300,11,11,576,123
11508,R11508,2916,44,22,42,17
11509,R11509,2908,315,2,0,0
11510,R11510,3154,346,10,85,17
11511,R11511,2958,76,15,216,38
11512,R11512,2879,43,23,218,97
11513,R11513,3369,284,4,360,30
11514,R11514,2793,176,23,60,21
11515,R11515,2937,65,21,124,-29
11516,R11516,2355,113,22,153,68
11517,R11517,2707,30,18,120,11
11518,R11518,3354,207,16,242,9
11519,R11519,3053,118,12,841,36
11520,R11520,2617,282,25,60,21
11521,R11521,2688,53,14,277,6
11522,R11522,3123,51,9,342,63
11523,R11523,2578,25,8,42,0
11524,R11524,3113,43,17,175,9
11525,R11525,3144,45,21,466,218
11526,R11526,2835,350,4,42,-1
11527,R11527,2860,59,12,150,-11
11528,R11528,3101,247,16,708,64
11529,R11529,2774,56,5,60,-2
11530,R11530,3006,249,14,30,10
11531,R11531,2932,343,10,564,19
11532,R11532,2944,88,24,295,-9
11533,R11533,3085,266,7,30,3
11534,R11534,2397,142,16,192,56
11535,R11535,3021,250,17,300,103
11536,R11536,2283,265,24,382,107
11537,R11537,2081,341,23,323,161
11538,R11538,2971,12,10,424,51
11539,R11539,2936,229,14,361,30
11540,R11540,2847,297,31,277,-12
11541,R11541,3251,115,16,150,37
11542,R11542,2906,143,7,216,34
11543,R11543,3112,84,19,201,14
11544,R11544,2787,274,26,153,66
11545,R11545,3407,119,5,642,174
11546,R11546,3144,55,8,1295,200
11547,R11547,3125,70,11,408,60
11548,R11548,2137,24,21,30,7
11549,R11549,3060,259,12,638,-60
11550,R11550,2734,350,13,268,67
11551,R11551,3300,168,13,484,77
11552,R11552,2963,148,20,60,20
11553,R11553,2775,24,6,277,19
11554,R11554,2953,130,27,309,149
11555,R11555,2803,85,19,95,18
11556,R11556,2738,37,17,42,12
11557,R11557,2692,70,9,443,45
11558,R11558,3011,258,7,849,115
11559,R11559,2669,78,8,190,22
11560,R11560,2893,236,18,212,67
11561,R11561,3164,77,8,376,48
11562,R11562,2318,58,11,268,74
11563,R11563,3382,282,8,342,35
11564,R11564,2867,21,8,228,15
11565,R11565,2933,147,15,192,43
11566,R11566,2940,85,8,350,9
11567,R11567,3037,76,8,85,7
11568,R11568,3130,108,12,408,51
11569,R11569,2749,51,10,150,36
11570,R11570,3136,126,4,30,-1
11571,R11571,3095,248,9,242,29
11572,R11572,2963,342,14,42,10
11573,R11573,2163,25,29,510,203
11574,R11574,3225,110,15,0,0
11575,R11575,3063,48,14,150,6
11576,R11576,2844,97,20,124,44
11577,R11577,3188,146,10,323,-18
11578,R11578,2836,23,10,234,25
11579,R11579,3115,27,11,30,0
11580,R11580,2761,159,16,256,31
11581,R11581,3004,66,3,404,67
11582,R11582,3340,37,17,495,84
11583,R11583,2543,62,6,216,30
11584,R11584,3084,58,14,42,12
11585,R11585,3377,169,11,693,171
11586,R11586,3139,8,7,175,9
11587,R11587,3138,179,23,418,55
11588,R11588,2352,338,13,242,43
11589,R11589,2632,158,17,30,4
11590,R11590,3148,148,9,362,94
11591,R11591,3226,358,14,366,131
11592,R11592,3247,259,18,693,146
11593,R11593,3219,18,3,30,1
11594,R11594,3225,272,17,210,22
11595,R11595,3178,237,5,366,53
11596,R11596,3161,338,16,42,10
11597,R11597,3129,308,15,150,29
11598,R11598,3028,301,10,85,22
11599,R11599,3251,87,9,400,138
11600,R11600,3187,225,20,330,110
11601,R11601,3194,16,14,42,3
11602,R11602,2666,202,8,30,1
11603,R11603,3035,94,4,67,10
11604,R11604,3015,182,19,1091,156
11605,R11605,3159,0,1,365,-2
11606,R11606,3019,62,6,283,75
11607,R11607,2627,139,20,313,68
11608,R11608,2325,260,13,418,-114
11609,R11609,3001,256,13,598,95
11610,R11610,2606,352,7,175,5
11611,R11611,3133,172,3,350,23
11612,R11612,3427,241,12,600,-25
11613,R11613,2968,301,18,242,78
11614,R11614,3202,93,8,641,192
11615,R11615,3279,60,13,511,100
11616,R11616,2624,41,10,210,15
11617,R11617,3198,56,14,212,5
11618,R11618,2953,77,17,108,34
11619,R11619,2055,281,24,218,-2
11620,R11620,2826,123,22,541,49
11621,R11621,2709,50,19,182,45
11622,R11622,2965,72,9,67,0
11623,R11623,2898,81,11,532,155
11624,R11624,3187,41,23,124,37
11625,R11625,2810,315,2,30,0
11626,R11626,2594,131,9,240,16
11627,R11627,2899,32,12,488,75
11628,R11628,3112,18,9,228,10
11629,R11629,3139,11,8,390,29
11630,R11630,2968,166,13,604,87
11631,R11631,2926,324,15,150,66
11632,R11632,3106,238,30,677,15
11633,R11633,3015,8,13,67,7
11634,R11634,3164,306,13,390,64
11635,R11635,2769,117,17,67,19
11636,R11636,2945,340,18,150,49
11637,R11637,3129,161,15,330,77
11638,R11638,2921,41,16,484,139
11639,R11639,2828,63,27,323,141
11640,R11640,2569,76,15,242,56
11641,R11641,2896,94,10,201,50
11642,R11642,3039,161,9,30,1
11643,R11643,2879,332,17,30,8
11644,R11644,3077,40,7,277,63
11645,R11645,3253,287,19,258,37
11646,R11646,3077,301,10,170,-21
11647,R11647,2772,288,20,95,31
11648,R11648,2932,216,10,150,13
11649,R11649,2915,123,18,192,69
11650,R11650,3211,29,12,624,36
11651,R11651,2979,17,13,90,15
11652,R11652,3100,203,19,972,100
11653,R11653,3016,18,18,794,147
11654,R11654,2884,32,7,42,1
11655,R11655,2971,52,28,418,155
11656,R11656,2903,285,13,60,25
11657,R11657,3101,61,10,150,2
11658,R11658,3154,186,6,108,17
11659,R11659,3183,327,14,256,45
11660,R11660,3168,109,14,60,3
11661,R11661,2818,48,17,216,43
11662,R11662,2880,22,18,497,125
11663,R11663,3060,256,14,90,11
11664,R11664,2787,83,13,270,52
11665,R11665,3397,320,31,60,12
11666,R11666,3047,52,14,400,80
11667,R11667,3300,64,12,108,20
11668,R11668,2884,101,8,564,138
11669,R11669,2975,88,16,30,9
11670,R11670,2355,135,13,150,22
11671,R11671,2972,132,19,371,4
11672,R11672,3056,80,11,120,6
11673,R11673,3266,225,13,760,118
11674,R11674,3168,65,5,42,2
11675,R11675,3356,187,12,212,34
11676,R11676,3195,61,6,201,-19
11677,R11677,2714,31,10,0,0
11678,R11678,3198,15,13,573,69
11679,R11679,3413,45,17,474,179
11680,R11680,3263,345,22,750,135
11681,R11681,2684,146,29,60,-11
11682,R11682,2726,37,9,272,18
11683,R11683,3283,144,24,458,118
11684,R11684,2843,212,9,95,14
11685,R11685,3022,206,17,330,0
11686,R11686,3152,301,13,255,49
11687,R11687,2945,352,7,108,-3
11688,R11688,2959,5,9,95,37
11689,R11689,2950,97,18,268,-28
11690,R11690,2829,72,10,162,30
11691,R11691,2676,80,4,277,37
11692,R11692,2975,175,9,558,69
11693,R11693,3266,155,12,60,0
11694,R11694,2916,351,9,30,-5
11695,R11695,3210,41,5,408,-10
11696,R11696,3059,6,20,511,200
11697,R11697,2961,27,14,30,7
11698,R11698,2758,347,8,180,58
11699,R11699,2925,61,24,309,109
11700,R11700,2882,315,21,361,63
11701,R11701,3160,97,8,430,26
11702,R11702,3323,351,23,418,120
11703,R11703,2736,96,5,124,1
11704,R11704,3335,297,8,390,67
11705,R11705,2972,331,7,210,27
11706,R11706,3150,19,17,234,113
11707,R11707,2885,153,19,67,17
11708,R11708,3365,122,16,67,14
11709,R11709,3240,346,9,779,96
11710,R11710,3403,318,13,698,128
11711,R11711,2786,202,17,67,19
11712,R11712,2838,263,24,60,25
11713,R11713,3214,186,4,234,19
11714,R11714,3224,24,16,510,37
11715,R11715,2993,69,4,283,40
11716,R11716,3159,79,4,324,49
11717,R11717,2922,176,3,67,6
11718,R11718,2437,359,20,300,111
11719,R11719,2883,165,14,309,79
11720,R11720,2958,75,10,134,18
11721,R11721,2759,205,13,67,5
11722,R11722,2872,319,10,42,8
11723,R11723,3364,190,11,268,-22
11724,R11724,2789,96,14,300,38
11725,R11725,3039,321,29,234,-1
11726,R11726,2909,39,18,30,10
11727,R11727,3083,47,9,0,0
11728,R11728,3021,63,7,335,46
11729,R11729,2844,11,11,95,10
11730,R11730,3088,107,10,216,52
11731,R11731,2736,164,17,95,30
11732,R11732,3147,38,21,570,87
11733,R11733,3315,194,17,524,83
11734,R11734,3187,40,8,531,44
11735,R11735,3252,298,17,90,15
11736,R11736,3041,65,10,446,66
11737,R11737,3036,166,6,124,13
11738,R11738,2973,238,23,457,264
11739,R11739,2613,127,11,270,49
11740,R11740,2865,323,16,845,143
11741,R11741,3318,4,13,0,0
11742,R11742,2165,154,18,67,6
11743,R11743,3416,112,19,942,206
11744,R11744,2981,178,7,85,4
11745,R11745,3037,252,2,382,119
11746,R11746,2596,349,23,67,23
11747,R11747,2899,246,17,190,53
11748,R11748,3302,113,13,180,-11
11749,R11749,3017,72,13,30,-8
11750,R11750,3321,173,8,510,95
11751,R11751,2819,108,4,0,0
11752,R11752,3098,36,10,660,97
11753,R11753,3456,64,11,977,-36
11754,R11754,2855,48,12,283,50
11755,R11755,3136,13,16,150,13
11756,R11756,2575,16,12,216,-26
11757,R11757,2880,128,14,150,32
11758,R11758,3449,169,15,902,100
11759,R11759,2837,9,7,30,0
11760,R11760,2794,63,8,134,16
11761,R11761,3004,112,10,150,39
11762,R11762,3378,180,13,514,49
11763,R11763,3022,144,7,680,210
11764,R11764,2598,15,20,108,34
11765,R11765,2945,129,13,42,7
11766,R11766,2800,106,8,350,44
11767,R11767,3025,312,6,124,25
11768,R11768,2151,158,27,60,2
11769,R11769,2662,220,22,175,61
11770,R11770,2781,325,26,192,32
11771,R11771,3000,345,20,499,225
11772,R11772,3136,345,14,600,62
11773,R11773,2929,39,13,120,9
11774,R11774,2953,126,2,175,12
11775,R11775,3164,211,12,450,88
11776,R11776,2993,181,12,446,94
11777,R11777,2056,22,11,30,1
11778,R11778,3260,240,14,570,76
11779,R11779,3111,153,6,0,0
11780,R11780,3021,168,24,240,115
11781,R11781,2936,131,5,162,10
11782,R11782,3023,300,23,450,226
11783,R11783,2846,53,17,270,95
11784,R11784,3321,84,27,451,94
11785,R11785,3054,355,15,474,10
11786,R11786,2749,169,4,30,-2
11787,R11787,3023,0,6,150,16
11788,R11788,2807,98,7,124,9
11789,R11789,2775,81,11,295,81
11790,R11790,2831,76,11,30,6
11791,R11791,2097,76,36,258,82
11792,R11792,3193,78,8,67,4
11793,R11793,3274,39,13,362,85
11794,R11794,3343,68,24,560,70
11795,R11795,3109,138,7,30,0
11796,R11796,2850,136,26,108,55
11797,R11797,2905,61,11,201,41
11798,R11798,2658,24,17,234,66
11799,R11799,2392,319,14,60,6
11800,R11800,3131,45,4,150,3
11801,R11801,2931,168,9,402,53
11802,R11802,3302,359,11,458,125
11803,R11803,2724,356,7,127,28
11804,R11804,2956,243,17,780,199
11805,R11805,2609,170,8,0,0
11806,R11806,3382,347,13,618,43
11807,R11807,3073,17,28,124,55
11808,R11808,3238,52,11,480,90
11809,R11809,2840,341,9,484,85
11810,R11810,2825,148,11,212,60
11811,R11811,2770,138,14,285,76
11812,R11812,3197,270,9,564,62
11813,R11813,3245,234,6,313,32
11814,R11814,2664,193,13,120,10
11815,R11815,3003,203,4,192,29
11816,R11816,3307,295,16,391,89
11817,R11817,3269,110,29,90,31
11818,R11818,2716,23,22,150,78
11819,R11819,3130,21,23,309,102
11820,R11820,2892,39,26,212,72
11821,R11821,2280,110,26,190,59
11822,R11822,3227,147,8,480,73
11823,R11823,3183,177,5,1231,112
11824,R11824,3315,198,9,480,20
11825,R11825,2877,288,21,90,18
11826,R11826,3252,103,13,467,93
11827,R11827,2394,32,23,30,10
11828,R11828,2562,98,14,210,23
11829,R11829,3288,12,6,120,4
11830,R11830,2673,108,9,212,26
11831,R11831,2920,15,17,30,2
11832,R11832,3089,310,7,0,0
11833,R11833,2876,104,13,313,-14
11834,R11834,3380,342,14,67,21
11835,R11835,3251,154,8,300,38
11836,R11836,3246,208,25,134,32
11837,R11837,2915,86,7,190,0
11838,R11838,3154,178,12,295,23
11839,R11839,3150,54,7,306,-24
11840,R11840,3041,77,10,247,-2
11841,R11841,2965,328,12,272,71
11842,R11842,3172,227,10,525,88
11843,R11843,2433,58,15,268,75
11844,R11844,2985,180,3,503,59
11845,R11845,3160,81,17,150,35
11846,R11846,3175,354,19,492,167
11847,R11847,3189,146,3,180,34
11848,R11848,3199,17,16,268,24
11849,R11849,3297,299,24,170,15
11850,R11850,2085,174,17,120,27
11851,R11851,3052,239,7,150,12
11852,R11852,3260,211,8,277,34
11853,R11853,3251,233,7,655,141
11854,R11854,2668,112,16,484,124
11855,R11855,2819,49,16,150,31
11856,R11856,2449,231,35,60,35
11857,R11857,3075,71,19,120,35
11858,R11858,2256,166,22,30,11
11859,R11859,2494,111,9,120,3
11860,R11860,2753,170,11,270,30
11861,R11861,2614,344,10,0,0
11862,R11862,3179,96,6,216,31
11863,R11863,2841,234,21,124,50
11864,R11864,2254,311,32,42,20
11865,R11865,3389,9,6,350,121
11866,R11866,3044,317,9,600,158
11867,R11867,3208,75,7,60,10
11868,R11868,3327,222,7,421,32
11869,R11869,3021,131,14,30,3
11870,R11870,3108,276,11,95,-18
11871,R11871,2929,16,20,108,10
11872,R11872,3218,120,30,382,112
11873,R11873,3024,218,13,330,86
11874,R11874,2371,294,19,153,33
11875,R11875,2595,238,16,108,56
11876,R11876,2689,46,25,256,84
11877,R11877,3080,350,4,532,81
11878,R11878,3037,306,6,30,1
11879,R11879,3382,119,23,210,63
11880,R11880,2847,109,20,228,68
11881,R11881,2962,264,2,0,0
11882,R11882,2952,201,3,216,-2
11883,R11883,3073,15,22,424,57
11884,R11884,3300,220,29,190,86
11885,R11885,3138,78,19,390,63
11886,R11886,2913,276,7,330,11
11887,R11887,2716,55,24,277,158
11888,R11888,2952,158,11,319,33
11889,R11889,3214,288,13,426,77
11890,R11890,3151,35,18,300,45
11891,R11891,3205,135,1,630,63
11892,R11892,2988,286,7,886,102
11893,R11893,2154,8,30,277,13
11894,R11894,3195,135,4,342,63
11895,R11895,3255,343,28,696,142
11896,R11896,2697,22,11,228,16
11897,R11897,2170,155,10,108,-6
11898,R11898,3172,100,8,272,30
11899,R11899,3123,132,27,255,74
11900,R11900,2986,138,6,382,61
11901,R11901,2513,242,17,108,31
11902,R11902,2582,306,12,323,56
11903,R11903,2817,258,23,30,13
11904,R11904,3268,118,5,85,5
11905,R11905,2681,140,8,234,8
11906,R11906,3018,51,12,339,20
11907,R11907,3295,10,22,360,24
11908,R11908,2922,329,12,134,21
11909,R11909,3235,276,23,360,129
11910,R11910,3173,58,18,242,40
11911,R11911,2766,27,20,470,64
11912,R11912,2265,160,12,30,3
11913,R11913,2702,152,5,242,18
11914,R11914,3126,352,13,42,8
11915,R11915,2292,49,18,0,0
11916,R11916,3216,4,15,108,-1
11917,R11917,2942,333,14,85,16
11918,R11918,2921,43,22,360,76
11919,R11919,3061,65,10,30,-6
11920,R11920,3054,340,5,402,55
11921,R11921,3367,37,14,484,128
11922,R11922,3435,6,20,516,220
11923,R11923,2837,201,11,256,39
11924,R11924,2924,72,21,0,0
11925,R11925,2951,57,13,95,12
11926,R11926,2451,299,21,309,29
11927,R11927,3179,238,4,234,-1
11928,R11928,3141,353,15,390,-33
11929,R11929,2906,276,12,0,0
11930,R11930,2889,214,21,301,81
11931,R11931,3326,154,17,134,23
11932,R11932,3002,55,15,295,59
11933,R11933,3075,45,10,277,13
11934,R11934,3027,121,15,541,-56
11935,R11935,2903,322,19,451,194
11936,R11936,3160,121,4,1269,209
11937,R11937,2590,193,14,300,85
11938,R11938,2828,87,9,0,0
11939,R11939,2963,23,19,90,12
11940,R11940,2174,15,36,60,21
11941,R11941,3088,180,11,153,7
11942,R11942,2543,129,24,162,-6
11943,R11943,2905,155,17,212,59
11944,R11944,2769,79,31,60,-15
11945,R11945,2848,88,34,277,-51
11946,R11946,3081,5,17,242,-13
11947,R11947,2257,342,2,0,0
11948,R11948,2962,90,6,247,43
11949,R11949,3065,47,11,283,8
11950,R11950,3233,223,8,30,5
11951,R11951,3026,267,22,379,115
11952,R11952,2588,64,13,420,42
11953,R11953,2941,156,18,90,15
11954,R11954,2873,203,14,499,236
11955,R11955,2983,0,21,127,18
11956,R11956,2646,49,14,67,4
11957,R11957,3131,346,6,175,2
11958,R11958,3158,336,3,150,-19
11959,R11959,2645,82,21,30,14
11960,R11960,2988,37,7,351,20
11961,R11961,2964,323,17,270,43
11962,R11962,3257,76,14,361,96
11963,R11963,3250,356,3,511,210
11964,R11964,3001,248,7,895,105
11965,R11965,3131,99,5,120,-8
11966,R11966,2869,84,4,30,4
11967,R11967,2941,22,5,324,54
11968,R11968,2997,32,19,330,52
11969,R11969,3168,160,8,150,3
11970,R11970,3219,29,18,127,20
11971,R11971,2202,357,30,300,21
11972,R11972,2962,143,7,424,49
11973,R11973,2675,29,12,108,16
11974,R11974,2205,141,31,42,25
11975,R11975,3036,132,6,30,-2
11976,R11976,3318,177,20,450,112
11977,R11977,3001,47,12,319,-9
11978,R11978,2972,322,8,228,-53
11979,R11979,3252,133,8,313,65
11980,R11980,3342,327,10,0,0
11981,R11981,2751,48,6,212,28
11982,R11982,2710,345,11,192,-12
11983,R11983,2909,221,5,153,9
11984,R11984,3021,53,7,661,0
11985,R11985,2708,50,20,192,47
11986,R11986,3082,132,6,60,0
11987,R11987,3076,99,12,0,0
11988,R11988,3270,133,12,457,109
11989,R11989,2550,296,21,0,0
11990,R11990,3008,54,15,430,10
11991,R11991,2855,222,26,162,78
11992,R11992,3319,82,23,301,40
11993,R11993,2765,57,10,108,21
11994,R11994,2875,357,9,30,3
11995,R11995,3184,153,20,300,93
11996,R11996,3054,180,5,892,82
11997,R11997,2959,117,14,30,-5
11998,R11998,3103,130,15,300,99
11999,R11999,3203,120,19,258,86
12000,R12000,3045,297,5,272,58
12001,R12001,2850,327,7,30,3
12002,R12002,2955,272,16,706,309
12003,R12003,3149,335,11,301,12
12004,R12004,3269,57,15,860,210
12005,R12005,2674,14,33,85,16
12006,R12006,3301,103,19,458,135
12007,R12007,2883,29,7,120,15
12008,R12008,2990,65,17,255,25
12009,R12009,2926,64,23,201,7
12010,R12010,3266,64,22,170,47
12011,R12011,2922,30,14,421,33
12012,R12012,3177,184,10,30,0
12013,R12013,3187,50,20,630,262
12014,R12014,2926,320,11,162,20
12015,R12015,2839,155,26,85,14
12016,R12016,3063,333,14,90,6
12017,R12017,3076,309,18,242,66
12018,R12018,3142,313,11,400,64
12019,R12019,3239,10,14,404,73
12020,R12020,3253,3,5,212,16
12021,R12021,2957,347,13,0,0
12022,R12022,2894,329,15,67,16
12023,R12023,3162,94,14,90,24
12024,R12024,3175,165,29,420,107
12025,R12025,3188,16,17,810,171
12026,R12026,2629,157,31,95,46
12027,R12027,3086,86,14,360,-96
12028,R12028,2650,27,16,210,-19
12029,R12029,2550,35,10,228,24
12030,R12030,3148,208,14,283,19
12031,R12031,3114,54,10,283,9
12032,R12032,3133,337,20,313,-5
12033,R12033,2923,69,3,67,-7
12034,R12034,3034,12,14,618,2
12035,R12035,3451,78,10,892,166
12036,R12036,3305,333,32,256,76
12037,R12037,2540,130,7,210,-2
12038,R12038,2634,353,15,150,39
12039,R12039,2989,328,12,108,21
12040,R12040,3028,0,5,150,15
12041,R12041,3145,344,8,67,2
12042,R12042,3119,142,16,285,6
12043,R12043,3011,51,20,390,95
12044,R12044,2808,34,14,297,72
12045,R12045,3072,1,11,127,-14
12046,R12046,2968,246,15,467,52
12047,R12047,2919,147,10,95,17
12048,R12048,3268,109,19,0,0
12049,R12049,3268,158,17,426,98
12050,R12050,3189,11,5,90,10
12051,R12051,3223,61,6,649,75
12052,R12052,3169,162,15,297,26
12053,R12053,2991,90,9,247,23
12054,R12054,3205,54,6,780,33
12055,R12055,3139,115,14,242,26
12056,R12056,2939,32,7,30,1
12057,R12057,3154,284,14,541,103
12058,R12058,2916,270,1,342,16
12059,R12059,3078,27,17,376,30
12060,R12060,3138,52,24,600,78
12061,R12061,2781,157,11,150,24
12062,R12062,3070,105,13,108,20
12063,R12063,2724,318,7,212,78
12064,R12064,2965,85,8,618,20
12065,R12065,2965,348,12,218,46
12066,R12066,2917,321,16,484,208
12067,R12067,3209,51,6,277,18
12068,R12068,2686,29,23,95,36
12069,R12069,2874,314,38,362,153
12070,R12070,2968,55,6,0,0
12071,R12071,3005,22,12,124,30
12072,R12072,2917,67,12,633,119
12073,R12073,2651,315,10,210,59
12074,R12074,2970,121,16,503,27
12075,R12075,2919,224,18,85,24
12076,R12076,2574,22,14,218,-27
12077,R12077,2394,307,23,120,50
12078,R12078,2922,40,11,212,-6
12079,R12079,2378,32,9,424,136
12080,R12080,2703,40,11,366,41
12081,R12081,2710,358,13,30,2
12082,R12082,3146,97,12,379,-5
12083,R12083,2745,73,25,212,96
12084,R12084,2843,56,9,573,220
12085,R12085,2634,70,5,0,0
12086,R12086,3218,54,8,384,70
12087,R12087,2686,74,14,127,14
12088,R12088,3072,216,8,134,16
12089,R12089,3148,73,16,108,13
12090,R12090,3155,103,9,268,60
12091,R12091,2757,103,13,216,22
12092,R12092,3112,288,20,210,70
12093,R12093,3152,24,6,175,32
12094,R12094,2935,70,9,228,42
12095,R12095,3246,103,22,277,85
12096,R12096,2615,10,19,450,142
12097,R12097,2864,184,10,342,163
12098,R12098,2965,54,9,0,0
12099,R12099,2460,0,18,492,218
12100,R12100,2919,357,15,300,35
12101,R12101,2628,30,10,240,19
12102,R12102,3165,188,14,1159,151
12103,R12103,3251,183,16,212,75
12104,R12104,3249,297,4,90,6
12105,R12105,2999,329,6,636,91
12106,R12106,2597,113,12,295,-9
12107,R12107,3086,142,6,134,9
12108,R12108,2736,357,21,134,40
12109,R12109,3119,307,29,90,41
12110,R12110,3042,103,8,175,38
12111,R12111,2870,9,19,335,72
12112,R12112,3170,175,10,30,3
12113,R12113,3003,78,12,85,9
12114,R12114,2911,22,3,192,12
12115,R12115,3064,96,9,365,23
12116,R12116,3300,344,14,450,77
12117,R12117,2434,188,13,503,128
12118,R12118,2936,41,20,805,86
12119,R12119,3002,29,23,170,-8
12120,R12120,3062,0,7,30,4
12121,R12121,3116,173,8,666,75
12122,R12122,2151,111,28,300,101
12123,R12123,3370,81,27,242,77
12124,R12124,2676,105,17,474,64
12125,R12125,2517,246,16,424,59
12126,R12126,3047,9,9,85,12
12127,R12127,3323,232,14,134,30
12128,R12128,3318,87,16,127,33
12129,R12129,2332,333,19,384,150
12130,R12130,2833,70,19,180,59
12131,R12131,3093,308,9,400,30
12132,R12132,3224,231,16,242,75
12133,R12133,3113,329,6,600,-72
12134,R12134,3086,152,8,60,-3
12135,R12135,2634,202,10,433,93
12136,R12136,3215,36,8,67,13
12137,R12137,3219,216,17,258,72
12138,R12138,3120,117,2,395,34
12139,R12139,3044,87,13,60,3
12140,R12140,2424,98,17,108,26
12141,R12141,2847,61,30,124,37
12142,R12142,3239,32,9,268,44
12143,R12143,3037,158,5,417,57
12144,R12144,2886,283,27,150,78
12145,R12145,3060,69,25,474,83
12146,R12146,3224,145,18,488,125
12147,R12147,2990,282,26,540,191
12148,R12148,2494,290,8,30,0
12149,R12149,2340,129,6,85,17
12150,R12150,2968,237,19,180,82
12151,R12151,3221,115,17,85,25
12152,R12152,3177,290,19,421,65
12153,R12153,3062,273,9,604,100
12154,R12154,3078,338,19,384,-4
12155,R12155,3147,302,14,234,39
12156,R12156,3172,233,2,42,0
12157,R12157,3078,198,12,30,-5
12158,R12158,2302,305,26,95,46
12159,R12159,2712,352,14,175,48
12160,R12160,2058,28,32,342,-5
12161,R12161,2976,300,8,466,93
12162,R12162,3151,25,5,42,3
12163,R12163,2513,270,13,60,6
12164,R12164,2978,311,9,309,73
12165,R12165,2651,144,8,277,17
12166,R12166,3336,315,11,379,9
12167,R12167,2890,1,9,376,60
12168,R12168,2919,86,8,255,53
12169,R12169,2768,67,14,295,-5
12170,R12170,3248,327,13,420,101
12171,R12171,2945,227,35,175,-19
12172,R12172,2754,107,11,127,27
12173,R12173,2806,234,18,499,90
12174,R12174,3049,0,2,67,3
12175,R12175,3001,37,7,335,36
12176,R12176,3227,302,13,85,32
12177,R12177,2579,4,13,330,31
12178,R12178,3265,115,17,150,33
12179,R12179,2650,353,39,30,29
12180,R12180,2966,231,16,342,124
12181,R12181,3056,4,4,95,2
12182,R12182,2796,44,14,228,138
12183,R12183,2957,204,9,175,16
12184,R12184,3098,56,9,319,52
12185,R12185,2793,2,5,30,-3
12186,R12186,2972,277,8,693,-62
12187,R12187,2964,355,17,60,4
12188,R12188,3184,100,27,240,147
12189,R12189,2519,309,29,124,61
12190,R12190,3154,90,2,360,28
12191,R12191,2792,256,12,297,72
12192,R12192,3093,185,9,150,0
12193,R12193,2811,326,24,242,77
12194,R12194,2955,86,10,603,233
12195,R12195,2411,115,11,218,55
12196,R12196,2719,278,15,67,29
12197,R12197,3019,123,41,382,151
12198,R12198,2506,22,27,67,31
12199,R12199,3073,351,5,0,0
12200,R12200,2904,191,16,134,29
12201,R12201,2994,12,18,957,196
12202,R12202,3208,310,7,60,-2
12203,R12203,2287,108,15,108,25
12204,R12204,2920,355,14,67,7
12205,R12205,3181,98,16,277,27
12206,R12206,2999,59,27,277,54
12207,R12207,2909,18,2,360,6
12208,R12208,3067,225,6,664,33
12209,R12209,3289,283,9,124,22
12210,R12210,2849,279,10,192,-31
12211,R12211,3016,333,15,306,106
12212,R12212,2876,311,9,175,10
12213,R12213,3221,144,22,379,116
12214,R12214,2686,192,37,150,67
12215,R12215,2381,54,17,201,31
12216,R12216,3241,0,1,42,0
12217,R12217,2749,66,8,0,0
12218,R12218,2902,57,17,134,-10
12219,R12219,2798,95,32,60,30
12220,R12220,2968,340,13,234,46
12221,R12221,3239,78,7,240,35
12222,R12222,3175,246,9,124,20
12223,R12223,2532,350,25,85,34
12224,R12224,2828,68,17,175,51
12225,R12225,3014,233,9,30,8
12226,R12226,2934,21,8,150,29
12227,R12227,3266,84,11,577,-18
12228,R12228,2970,180,5,268,28
12229,R12229,3095,245,12,134,15
12230,R12230,3333,317,8,108,-4
12231,R12231,2968,189,3,90,3
12232,R12232,3269,30,13,408,35
12233,R12233,2499,344,12,134,40
12234,R12234,3046,90,1,283,-1
12235,R12235,3168,30,9,42,6
12236,R12236,2742,170,13,30,1
12237,R12237,3111,144,2,201,16
12238,R12238,2009,304,43,124,123
12239,R12239,2865,39,17,212,54
12240,R12240,2645,0,4,60,-1
12241,R12241,2972,78,18,510,162
12242,R12242,2848,58,12,0,0
12243,R12243,2998,131,9,446,96
12244,R12244,3312,27,10,430,88
12245,R12245,2939,126,12,270,45
12246,R12246,3260,39,18,212,42
12247,R12247,3341,289,18,792,171
12248,R12248,3011,148,4,679,94
12249,R12249,2718,32,18,153,42
12250,R12250,3047,325,10,371,35
12251,R12251,2864,279,16,150,45
