id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
3676,R3676,2854,320,27,108,59,4723,142,204,197,4875
3677,R3677,2011,103,32,300,144,330,253,180,29,994
3678,R3678,2956,146,25,175,72,1606,245,227,95,1931
3679,R3679,2798,111,14,127,30,3870,243,224,107,5431
3680,R3680,3275,338,7,234,36,446,205,230,164,1218
3681,R3681,2863,358,26,150,37,2751,170,183,143,1999
3682,R3682,3312,52,17,485,97,2026,226,201,102,2331
3683,R3683,3551,331,15,335,139,3041,183,220,175,1589
3684,R3684,2841,29,18,95,19,3790,211,197,117,2893
3685,R3685,2728,135,3,90,9,2040,224,238,149,1236
3686,R3686,3252,306,6,365,45,1342,203,237,173,2657
3687,R3687,2713,96,19,60,16,1167,247,209,82,1273
3688,R3688,3319,99,24,516,153,1624,251,200,65,1621
3689,R3689,3200,165,12,732,-10,914,230,244,143,2131
3690,R3690,3188,58,14,660,13,4061,230,209,109,4092
3691,R3691,2703,37,2,150,4,60,219,234,151,743
3692,R3692,2578,4,15,120,25,395,199,210,147,1114
3693,R3693,2554,354,19,30,11,192,186,204,154,1742
3694,R3694,3507,55,21,824,273,2203,228,190,85,1617
3695,R3695,2940,90,23,424,135,451,248,196,64,1471
3696,R3696,2807,54,30,90,33,4094,221,161,52,799
3697,R3697,2831,267,14,466,99,242,182,245,201,1880
3698,R3698,2647,116,13,30,-7,1209,242,227,112,824
3699,R3699,3147,95,20,240,56,5180,247,207,80,1495
3700,R3700,3123,118,8,301,-25,6180,234,233,130,1226
3701,R3701,2309,271,20,256,75,1650,163,242,217,837
3702,R3702,2861,53,20,42,14,592,227,193,91,150
3703,R3703,2492,351,27,90,29,1187,163,184,151,1698
3704,R3704,3042,255,13,474,65,6077,189,248,197,1679
3705,R3705,3164,56,7,1230,295,2932,225,225,134,1761
3706,R3706,2585,57,7,201,17,914,225,226,136,1167
3707,R3707,3201,344,12,631,125,390,195,220,164,1868
3708,R3708,2528,98,34,42,15,1165,251,171,0,516
3709,R3709,2502,45,6,270,21,875,222,227,141,4716
3710,R3710,3036,272,8,30,5,3030,198,243,184,1262
3711,R3711,2475,90,7,182,31,564,231,229,132,1369
3712,R3712,3200,339,12,534,56,5948,195,223,167,1114
3713,R3713,3036,241,9,1092,194,2970,204,248,181,1231
3714,R3714,3212,252,2,306,13,313,215,239,161,1159
3715,R3715,2737,352,8,30,7,2721,206,226,158,5451
3716,R3716,3341,274,17,212,-3,5325,171,242,209,875
3717,R3717,2742,48,6,210,-5,1571,222,227,140,1760
3718,R3718,3068,14,20,942,199,2621,196,193,129,1595
3719,R3719,3444,184,10,524,88,2760,223,247,157,1610
3720,R3720,2337,137,30,421,43,1189,249,212,67,706
3721,R3721,3081,20,6,242,12,5200,216,228,149,2644
3722,R3722,2973,121,10,108,11,2151,237,232,126,2856
3723,R3723,3219,119,5,30,-1,5940,228,235,141,525
3724,R3724,3001,27,6,285,23,3128,217,226,145,6057
3725,R3725,2850,353,11,391,72,2526,200,220,158,1664
3726,R3726,3078,41,9,212,12,1490,221,221,134,1860
3727,R3727,3119,115,4,0,0,3188,227,236,144,3226
3728,R3728,2860,157,19,60,18,1090,237,239,124,2197
3729,R3729,3196,110,7,175,36,1179,233,232,132,1616
3730,R3730,2953,149,12,247,78,4126,236,239,132,1561
3731,R3731,3185,39,7,0,0,4288,221,225,140,3526
3732,R3732,3111,142,15,153,3,454,241,235,119,1861
3733,R3733,2943,0,16,424,76,918,194,208,149,1454
3734,R3734,2978,6,6,376,57,1914,212,227,153,800
3735,R3735,2754,0,5,408,60,1978,212,230,156,2083
3736,R3736,2541,329,8,270,113,616,200,230,169,300
3737,R3737,2958,241,15,150,40,2641,191,251,196,2012
3738,R3738,2533,82,7,134,26,570,230,228,130,240
3739,R3739,2402,316,28,67,39,1012,134,203,203,1233
3740,R3740,2996,347,8,0,0,2758,206,228,160,782
3741,R3741,3006,86,7,0,0,2800,230,229,132,661
3742,R3742,3069,150,13,108,-3,2296,236,239,130,3501
3743,R3743,2902,74,18,150,33,1928,239,202,88,2154
3744,R3744,3739,333,17,959,293,5251,180,216,175,3368
3745,R3745,3232,2,8,42,4,4145,209,224,154,1172
3746,R3746,2616,73,6,300,4,800,228,228,134,875
3747,R3747,3257,122,12,553,49,3073,241,230,117,3102
3748,R3748,2986,344,7,684,98,1371,206,229,162,2202
3749,R3749,3124,284,15,541,-14,2043,176,239,202,573
3750,R3750,3023,74,18,488,-81,600,239,202,88,1627
3751,R3751,2767,305,20,242,93,1315,160,224,203,816
3752,R3752,3058,269,21,658,261,2230,162,242,218,1146
3753,R3753,2929,0,13,60,15,3475,201,216,152,1801
3754,R3754,3018,192,11,190,30,2252,219,249,162,1233
3755,R3755,2886,49,24,342,141,1074,222,182,82,1213
3756,R3756,3136,100,13,201,-32,1207,241,222,110,1100
3757,R3757,2627,26,19,268,71,1243,208,196,118,730
3758,R3758,2844,203,28,120,47,1260,193,251,176,2809
3759,R3759,2108,105,22,0,0,497,251,206,72,684
3760,R3760,3156,132,11,150,16,755,238,234,125,2249
3761,R3761,3164,86,15,466,126,395,240,215,101,1758
3762,R3762,2651,37,20,306,56,1249,215,191,104,1940
3763,R3763,2772,117,8,124,23,1973,235,232,129,636
3764,R3764,2762,260,17,120,30,228,178,247,207,2255
3765,R3765,3216,293,8,361,32,741,198,239,180,1741
3766,R3766,2949,348,13,824,238,430,194,217,161,1486
3767,R3767,2474,333,16,510,231,960,183,218,174,874
3768,R3768,3241,359,12,808,50,2032,202,219,153,577
3769,R3769,3047,355,6,360,71,2397,211,230,157,1115
3770,R3770,3439,340,35,255,46,2773,127,167,165,2374
3771,R3771,3170,38,13,295,7,1888,219,212,125,832
3772,R3772,3048,121,13,60,-7,2584,242,228,113,1982
3773,R3773,3011,261,8,845,113,5797,201,244,182,6091
3774,R3774,3259,241,10,0,0,3409,202,248,184,1559
3775,R3775,2982,67,16,258,43,1626,235,206,98,2509
3776,R3776,2763,308,11,212,24,1458,190,233,183,2408
3777,R3777,3132,287,10,201,6,1655,193,240,187,721
3778,R3778,2983,25,10,162,6,1645,215,219,139,1419
3779,R3779,2909,187,6,162,16,5280,221,244,158,4660
3780,R3780,3170,88,11,484,34,4563,237,221,114,2112
3781,R3781,3289,320,8,450,14,2543,200,233,172,660
3782,R3782,3192,40,20,351,116,997,218,192,102,882
3783,R3783,3138,4,13,95,-2,912,203,215,149,1986
3784,R3784,3116,69,22,300,-52,1040,237,190,73,942
3785,R3785,3236,20,22,470,22,1634,198,187,118,2139
3786,R3786,2937,353,9,127,21,1961,204,224,158,2789
3787,R3787,3240,152,6,309,26,4753,227,240,147,666
3788,R3788,3057,121,6,256,30,0,230,235,139,808
3789,R3789,2909,329,3,0,0,4363,213,236,161,4445
3790,R3790,2919,45,7,60,0,3787,222,225,138,6209
3791,R3791,3385,175,8,300,-7,3086,225,244,153,272
3792,R3792,3309,335,13,361,75,4909,189,221,171,2940
3793,R3793,3232,135,3,366,19,5552,224,238,150,1289
3794,R3794,2846,25,14,591,33,3428,213,210,131,2594
3795,R3795,3014,104,12,42,5,4680,240,225,114,443
3796,R3796,3006,259,5,446,-19,1742,208,243,173,1583
3797,R3797,2776,52,24,295,96,309,224,181,78,1934
3798,R3798,2569,96,5,175,5,421,228,233,139,1292
3799,R3799,3222,53,21,571,162,1783,227,191,89,2037
3800,R3800,2942,247,12,424,39,5686,195,249,191,3584
3801,R3801,2675,123,27,108,50,1510,253,209,65,2470
3802,R3802,3019,348,7,408,87,3035,207,229,160,1206
3803,R3803,3164,330,5,190,11,1489,207,233,165,390
3804,R3804,3387,200,16,541,108,3636,212,252,170,1632
3805,R3805,3146,260,22,242,49,228,163,246,218,2391
3806,R3806,2903,185,10,297,98,2608,222,248,158,1358
3807,R3807,2851,322,18,124,22,2501,171,219,186,685
3808,R3808,3037,210,21,604,221,1455,199,254,183,366
3809,R3809,2406,352,16,258,83,902,191,211,157,663
3810,R3810,2801,229,16,67,18,2040,195,253,192,1869
3811,R3811,2989,354,4,120,4,702,212,232,157,1392
3812,R3812,3038,85,9,703,-27,1362,233,225,124,1103
3813,R3813,2714,57,5,60,-9,1860,223,229,142,1052
3814,R3814,2685,97,36,30,13,1517,250,164,0,1060
3815,R3815,3249,153,14,201,51,1664,237,240,130,1584
3816,R3816,2890,171,17,379,36,5192,230,245,141,4110
3817,R3817,3129,54,6,127,16,3556,224,226,137,3986
3818,R3818,2666,358,31,283,-44,1655,158,169,137,4290
3819,R3819,2743,68,5,127,6,2502,225,230,139,4356
3820,R3820,2510,84,20,120,73,716,244,201,78,391
3821,R3821,3343,19,23,395,87,5193,196,184,116,437
3822,R3822,2817,83,10,60,12,1092,234,223,120,2582
3823,R3823,2185,207,2,42,10,277,218,241,160,467
3824,R3824,3305,353,8,408,87,3271,206,226,158,2047
3825,R3825,3371,163,19,95,16,2249,234,242,131,3480
3826,R3826,2885,93,10,0,0,4891,237,224,118,1506
3827,R3827,3384,309,10,180,35,2252,193,234,181,2480
3828,R3828,2952,122,23,127,47,1533,252,215,78,1782
3829,R3829,2554,334,7,0,0,1050,204,231,166,510
3830,R3830,3024,256,11,987,188,2880,194,247,191,1340
3831,R3831,2929,324,13,175,15,3608,187,226,179,2401
3832,R3832,2906,317,17,228,27,1848,172,222,189,1293
3833,R3833,2966,67,13,895,168,3208,233,213,110,890
3834,R3834,2675,343,21,85,13,1543,172,202,166,1445
3835,R3835,3155,20,28,283,83,1120,189,170,104,607
3836,R3836,3020,27,23,60,23,666,203,183,107,2448
3837,R3837,2836,32,18,190,19,1100,213,198,115,577
3838,R3838,3227,101,5,524,28,4843,228,233,139,2402
3839,R3839,2401,105,21,408,94,914,250,208,75,900
3840,R3840,2897,189,7,600,64,3586,221,246,160,3095
3841,R3841,3036,30,41,418,124,2403,173,119,0,2135
3842,R3842,3080,61,6,234,63,1489,225,228,137,1159
3843,R3843,2159,184,30,285,140,573,211,243,144,268
3844,R3844,2729,292,3,330,21,1120,212,238,165,2167
3845,R3845,2349,329,21,242,152,1560,164,210,182,953
3846,R3846,3391,167,9,335,-5,2393,227,244,149,371
3847,R3847,2926,196,16,0,0,1018,215,252,167,589
3848,R3848,3135,69,19,150,17,2893,236,199,86,2034
3849,R3849,2660,66,14,182,37,2374,233,211,108,1075
3850,R3850,2951,23,17,170,57,2322,208,202,126,1804
3851,R3851,3260,56,3,85,-3,3697,222,232,146,3824
3852,R3852,2947,73,15,0,0,1590,237,209,100,3427
3853,R3853,3173,299,20,108,20,3933,160,228,207,1624
3854,R3854,3210,224,24,210,47,1879,180,254,201,4141
3855,R3855,2915,95,17,124,28,3684,245,212,90,5140
3856,R3856,2992,340,6,516,89,3257,208,232,162,1358
3857,R3857,2898,142,25,360,121,780,247,225,91,767
3858,R3858,2649,73,8,170,28,1708,230,225,128,4890
3859,R3859,3071,297,19,384,89,1142,165,231,205,2301
3860,R3860,3154,190,4,120,17,735,220,243,159,2407
3861,R3861,2053,158,32,90,26,390,235,225,94,631
3862,R3862,2921,69,4,330,0,4042,224,231,143,4294
3863,R3863,3066,186,6,633,98,2787,221,245,158,1167
3864,R3864,3201,79,10,120,5,1224,233,223,121,1611
3865,R3865,3250,166,19,600,96,1449,232,243,134,2320
3866,R3866,2562,104,19,60,1,1490,248,213,85,1100
3867,R3867,2837,78,6,182,81,1323,227,230,137,1608
3868,R3868,3114,212,19,285,59,2978,200,254,184,365
3869,R3869,3228,71,9,150,28,1019,231,222,124,1020
3870,R3870,3255,94,12,450,-23,1413,238,222,113,1451
3871,R3871,3221,246,16,228,88,2949,185,251,202,977
3872,R3872,2808,130,27,42,10,4963,252,213,69,4650
3873,R3873,2880,72,5,509,43,3912,225,231,141,5879
3874,R3874,2669,147,16,120,19,1019,240,237,122,1557
3875,R3875,2925,137,16,60,5,1101,243,232,113,3030
3876,R3876,3354,171,13,503,25,932,229,245,146,4308
3877,R3877,2602,80,16,379,32,2960,240,210,95,2827
3878,R3878,3146,191,12,180,28,1256,219,249,162,745
3879,R3879,3230,204,12,162,19,3758,213,251,171,2805
3880,R3880,3287,344,7,120,24,6293,206,229,162,150
3881,R3881,3031,18,18,552,24,1825,203,199,129,938
3882,R3882,3357,53,12,677,161,537,227,214,119,319
3883,R3883,2932,110,19,95,31,4441,249,215,87,2728
3884,R3884,2705,78,17,85,-12,1235,240,207,93,2167
3885,R3885,3170,101,4,366,8,4278,226,234,144,932
3886,R3886,2980,242,23,150,59,2694,168,251,214,2384
3887,R3887,3237,288,14,457,29,1725,180,238,198,488
3888,R3888,3031,98,9,726,145,5908,235,228,124,5413
3889,R3889,2722,58,4,283,23,150,223,230,143,834
3890,R3890,2671,112,19,150,62,1550,249,217,89,1275
3891,R3891,3034,270,9,882,131,5992,195,244,187,3663
3892,R3892,2870,94,3,268,16,5106,224,234,145,4203
3893,R3893,2662,144,17,60,10,2105,242,234,115,2475
3894,R3894,2326,197,16,216,69,942,214,252,168,757
3895,R3895,2923,65,11,443,59,2932,230,218,119,2486
3896,R3896,2886,30,8,60,6,6054,218,223,140,4686
3897,R3897,3220,114,9,150,1,2547,235,232,128,1110
3898,R3898,3190,359,11,90,3,3426,203,220,154,3362
3899,R3899,2810,36,4,541,22,837,219,230,148,1337
3900,R3900,2457,80,20,488,116,755,242,200,78,1423
3901,R3901,3289,225,13,339,4,1718,201,252,185,4027
3902,R3902,3214,101,10,175,16,2846,236,227,121,5063
3903,R3903,2899,119,19,85,24,3763,249,220,91,2694
3904,R3904,2985,220,12,576,89,6058,206,251,180,6316
3905,R3905,3080,84,7,390,81,5367,231,227,129,3404
3906,R3906,3008,172,14,722,89,5746,228,246,146,3840
3907,R3907,2709,18,8,360,15,953,214,223,145,1140
3908,R3908,2653,336,11,0,0,990,194,225,169,1689
3909,R3909,3218,0,11,153,39,4288,204,220,153,3066
3910,R3910,3280,212,17,876,189,3889,203,254,182,871
3911,R3911,2985,292,10,808,92,5981,191,238,187,6063
3912,R3912,2851,275,25,95,38,713,146,236,226,1771
3913,R3913,3235,133,11,497,32,1679,237,235,127,1296
3914,R3914,2850,91,19,247,71,638,246,207,83,1116
3915,R3915,2958,300,13,30,4,2563,183,234,191,720
3916,R3916,3309,339,10,351,81,3989,199,226,166,1320
3917,R3917,3107,36,15,420,1,2195,218,205,119,1622
3918,R3918,3004,7,8,190,17,3726,211,225,151,2268
3919,R3919,2851,300,17,301,48,2279,169,231,201,1632
3920,R3920,3119,172,8,120,7,3995,226,244,151,1351
3921,R3921,2999,345,15,283,26,2522,190,216,164,313
3922,R3922,2686,312,20,85,9,1084,163,221,197,2466
3923,R3923,2740,41,5,234,60,1565,220,229,145,2089
3924,R3924,3108,257,16,725,177,6182,182,248,203,1489
3925,R3925,3231,336,16,732,155,365,183,217,172,2014
3926,R3926,3283,136,16,497,60,2955,243,232,112,3325
3927,R3927,2916,85,23,247,109,256,246,194,66,987
3928,R3928,2938,41,11,342,65,1939,222,216,129,2532
3929,R3929,2692,343,19,0,0,1471,180,208,166,1733
3930,R3930,2695,313,24,120,36,384,148,214,202,618
3931,R3931,2663,20,21,240,94,1825,200,190,120,1477
3932,R3932,3161,233,7,420,59,162,208,247,176,2900
3933,R3933,2956,60,8,30,6,3087,227,223,131,1158
3934,R3934,2905,83,20,297,78,1077,243,201,78,351
3935,R3935,3006,69,12,30,7,1006,233,215,113,2736
3936,R3936,3269,59,7,969,153,1952,226,226,134,2509
3937,R3937,2976,89,10,228,16,2101,235,224,120,902
3938,R3938,3029,130,12,60,5,350,240,233,121,1087
3939,R3939,2985,14,11,541,102,2514,210,217,144,1570
3940,R3940,2749,89,25,60,-14,1299,248,192,58,1746
3941,R3941,3286,259,28,180,58,600,143,242,231,1231
3942,R3942,3303,199,9,499,76,3854,217,248,165,2371
3943,R3943,2974,352,20,124,36,2107,180,201,155,743
3944,R3944,2802,32,20,216,11,2054,211,191,109,1978
3945,R3945,2879,107,15,170,29,4760,244,221,102,4685
3946,R3946,2956,94,20,459,151,459,247,205,78,1451
3947,R3947,3031,322,6,212,12,4401,205,234,168,1114
3948,R3948,3223,155,12,180,35,1050,234,241,136,2689
3949,R3949,3047,152,10,162,17,4815,233,240,138,1931
3950,R3950,2888,259,2,127,7,1142,213,240,165,2215
3951,R3951,3205,44,18,391,143,1080,221,198,105,509
3952,R3952,3210,258,18,552,144,6026,175,248,210,2037
3953,R3953,3309,203,26,514,133,3280,197,252,176,2907
3954,R3954,3041,107,23,175,26,816,252,207,71,1296
3955,R3955,2683,70,22,108,32,2134,237,190,73,2011
3956,R3956,2120,32,25,30,16,1325,205,178,97,904
3957,R3957,2952,302,9,516,32,5348,195,236,181,1992
3958,R3958,3404,307,7,268,31,2280,201,236,175,2596
3959,R3959,2477,9,12,85,11,1418,206,216,146,811
3960,R3960,3201,215,11,323,38,2716,209,251,177,920
3961,R3961,2972,102,8,295,53,5584,234,230,128,3854
3962,R3962,3030,336,5,67,-2,1106,209,233,162,2431
3963,R3963,3004,42,12,819,185,1170,222,214,126,2467
3964,R3964,2889,52,6,0,0,1524,223,227,140,2041
3965,R3965,3077,99,10,525,-35,6036,236,227,121,2908
3966,R3966,2903,67,14,90,-18,660,233,211,107,1425
3967,R3967,2331,135,3,0,0,361,225,238,148,1316
3968,R3968,3028,294,10,301,58,2402,191,238,187,1148
3969,R3969,2991,257,12,674,93,5912,192,247,193,5895
3970,R3970,2807,279,14,457,46,1902,181,241,200,2011
3971,R3971,2812,314,24,212,80,3398,150,213,200,1445
3972,R3972,3248,210,25,339,102,1230,192,254,185,4443
3973,R3973,3047,96,9,228,0,3752,234,228,125,2037
3974,R3974,2904,158,16,285,0,3825,236,241,130,1550
3975,R3975,3321,300,22,170,39,2072,153,225,210,2439
3976,R3976,2698,347,15,85,14,2289,191,215,162,4603
3977,R3977,3024,160,14,108,24,2105,234,242,135,1387
3978,R3978,2952,188,7,190,26,5360,221,245,159,3190
3979,R3979,3067,115,9,30,0,3217,236,232,127,3047
3980,R3980,2871,45,7,510,51,2148,222,225,138,2789
3981,R3981,2472,222,6,0,0,1006,213,245,169,866
3982,R3982,3120,135,5,30,-3,4318,229,238,143,1651
3983,R3983,2965,264,6,481,48,5514,204,243,178,2546
3984,R3984,3026,293,16,134,21,1463,172,235,202,277
3985,R3985,3201,305,6,600,26,3986,204,237,172,4134
3986,R3986,2789,38,8,270,37,1841,220,222,137,3012
3987,R3987,2782,300,23,313,24,2052,148,223,212,446
3988,R3988,2738,142,8,495,49,2305,232,238,139,5855
3989,R3989,3039,207,19,1127,161,3171,205,254,178,1368
3990,R3990,3322,11,15,516,110,2843,202,208,140,2212
3991,R3991,3066,335,9,190,43,2828,200,228,167,691
3992,R3992,3180,286,4,175,4,4970,208,239,170,2478
3993,R3993,3232,324,15,295,23,4489,180,223,182,691
3994,R3994,3206,68,15,60,-2,1691,234,208,101,2505
3995,R3995,1963,43,33,30,25,95,207,150,55,569
3996,R3996,2108,242,35,210,110,390,131,242,231,534
3997,R3997,3022,229,32,720,-68,3960,156,249,214,1240
3998,R3998,2842,47,17,488,147,947,224,201,106,384
3999,R3999,2424,305,23,85,39,930,150,220,207,1325
4000,R4000,3122,2,6,95,6,2038,211,228,154,1020
4001,R4001,3316,358,12,819,102,926,201,217,154,2546
4002,R4002,3266,141,18,424,91,1784,243,233,112,1329
4003,R4003,3097,180,12,30,-1,2902,224,247,154,1199
4004,R4004,3378,236,12,255,123,3373,198,251,189,474
4005,R4005,3292,349,16,30,0,1776,188,211,160,1885
4006,R4006,3006,79,11,192,9,4283,235,220,115,721
4007,R4007,2796,88,9,306,29,2255,234,226,124,1338
4008,R4008,3034,86,13,30,-6,834,239,217,107,1323
4009,R4009,3149,173,6,170,17,6652,224,243,154,2151
4010,R4010,2758,192,34,256,137,1800,196,243,156,1256
4011,R4011,2949,84,7,258,10,3584,231,227,129,6063
4012,R4012,3008,13,13,573,89,5192,207,214,142,5708
4013,R4013,3230,104,14,408,70,1319,243,221,105,1880
4014,R4014,3180,268,9,150,22,5699,197,244,185,2135
4015,R4015,3397,175,11,339,95,2100,226,246,151,638
4016,R4016,3086,207,16,42,1,1765,208,253,176,582
4017,R4017,3038,129,13,120,-5,3303,241,232,119,577
4018,R4018,2978,251,24,492,157,1216,161,248,220,272
4019,R4019,3204,173,15,417,113,3840,228,246,146,824
4020,R4020,2191,290,26,402,138,446,139,226,223,391
4021,R4021,3029,149,11,437,-78,531,235,239,134,1529
4022,R4022,3247,49,22,765,131,1812,223,185,86,2871
4023,R4023,3291,32,15,90,17,1221,216,205,122,3398
4024,R4024,3123,3,17,720,-67,3666,195,205,145,2850
4025,R4025,3170,167,35,335,95,3467,224,228,106,960
4026,R4026,2714,22,16,30,2,2257,207,203,128,6429
4027,R4027,2979,211,11,0,0,1358,211,250,174,306
4028,R4028,2630,63,9,488,13,3034,228,222,127,2938
4029,R4029,2869,332,16,424,121,2546,182,218,175,872
4030,R4030,2698,0,12,95,18,2402,203,218,152,616
4031,R4031,3254,339,14,175,29,1788,188,218,169,430
4032,R4032,3175,22,8,67,13,3122,215,222,144,3463
4033,R4033,2978,336,13,525,219,638,190,222,170,1365
4034,R4034,3106,153,3,330,-2,6520,223,239,151,2736
4035,R4035,3188,117,15,450,34,3077,244,225,106,1087
4036,R4036,2865,109,29,242,123,2090,254,194,46,510
4037,R4037,2980,85,18,42,7,1574,243,206,86,1922
4038,R4038,3258,33,11,720,183,4031,218,216,133,3590
4039,R4039,3219,39,3,0,0,3001,220,232,149,2343
4040,R4040,2925,5,11,67,3,1740,206,219,150,1710
4041,R4041,3290,253,7,124,-4,1350,204,245,179,1342
4042,R4042,2968,112,11,212,46,4156,239,228,119,5219
4043,R4043,3067,6,6,558,92,5575,212,227,153,3695
4044,R4044,2716,78,12,382,70,2416,235,219,114,2230
4045,R4045,3100,82,10,30,-5,1786,234,222,119,351
4046,R4046,1980,243,30,180,58,330,148,247,225,808
4047,R4047,2968,51,9,342,51,5370,225,221,129,2414
4048,R4048,3147,159,17,218,41,2385,236,241,129,1657
4049,R4049,2774,87,31,242,128,256,247,173,31,1945
4050,R4050,2621,327,5,218,12,977,208,234,165,5702
4051,R4051,3103,51,9,242,33,4971,225,220,128,1087
4052,R4052,3090,54,17,362,74,1731,228,203,103,3666
4053,R4053,3194,349,31,603,89,1209,147,171,152,1538
4054,R4054,2972,12,15,365,69,4392,204,209,140,4991
4055,R4055,2619,320,4,331,67,1207,210,236,164,1273
4056,R4056,3189,158,17,120,38,849,236,240,128,2601
4057,R4057,2701,126,15,134,3,2067,244,228,109,700
4058,R4058,2771,183,14,150,35,1033,223,249,155,534
4059,R4059,2965,104,2,256,11,5011,222,236,150,2480
4060,R4060,3066,246,9,42,3,638,201,247,184,1641
4061,R4061,2574,105,3,361,21,1361,224,236,147,1537
4062,R4062,3034,309,14,30,8,1722,182,230,188,1572
4063,R4063,2917,166,17,247,71,2165,232,244,136,1477
4064,R4064,2498,357,24,277,94,840,175,189,145,1592
4065,R4065,2338,75,23,60,19,1155,241,189,66,895
4066,R4066,3209,90,3,30,0,2370,225,234,145,1639
4067,R4067,3195,266,9,577,83,1348,197,244,187,2249
4068,R4068,3072,72,17,0,0,2248,237,204,92,1323
4069,R4069,3116,74,20,800,-58,4232,240,197,79,4032
4070,R4070,3018,194,8,360,39,1518,219,247,162,1114
4071,R4071,3290,297,6,190,6,4965,202,238,175,3067
4072,R4072,2626,59,16,175,16,153,231,205,102,1655
4073,R4073,3182,4,14,192,44,2268,201,212,148,2795
4074,R4074,3058,201,7,228,1,1712,217,246,164,1599
4075,R4075,3308,145,17,402,16,1104,241,235,118,2806
4076,R4076,2929,208,8,212,13,5005,215,248,169,1956
4077,R4077,3168,45,17,497,150,4639,222,201,108,2175
4078,R4078,3262,167,16,577,69,2379,231,244,139,1657
4079,R4079,3214,45,6,295,15,4901,222,226,139,2182
4080,R4080,3047,225,11,660,180,5950,206,250,181,3842
4081,R4081,3019,299,11,60,15,2292,189,236,187,1663
4082,R4082,2694,11,32,108,36,1298,168,157,110,2620
4083,R4083,3185,39,9,127,15,5506,221,219,133,1624
4084,R4084,3277,194,13,607,75,2458,218,250,164,1574
4085,R4085,2115,127,12,0,0,1159,240,232,119,1348
4086,R4086,3131,244,6,564,90,618,208,245,175,1736
4087,R4087,2971,66,21,216,71,360,235,194,81,1370
4088,R4088,2853,233,38,108,40,1289,133,242,223,300
4089,R4089,2444,330,9,366,172,1230,198,229,170,741
4090,R4090,3110,41,14,150,-7,2676,221,209,121,1172
4091,R4091,3014,62,5,218,23,3862,224,230,142,2434
4092,R4092,2823,63,20,30,3,849,233,196,86,402
4093,R4093,2978,340,12,95,35,3167,193,221,167,2084
4094,R4094,2635,182,25,384,199,366,218,247,146,805
4095,R4095,2932,295,11,153,39,2971,190,237,187,2263
4096,R4096,2816,192,15,134,22,3581,218,251,163,3191
4097,R4097,2490,57,12,134,20,1006,228,215,119,902
4098,R4098,3262,97,23,124,11,1761,250,200,65,2955
4099,R4099,2158,350,29,67,24,1350,154,178,152,424
4100,R4100,3060,10,12,210,43,1292,207,216,145,2703
4101,R4101,3024,329,7,272,54,2431,204,232,167,1123
4102,R4102,2855,121,3,0,0,2850,224,237,148,2295
4103,R4103,2881,174,17,1044,102,2461,228,247,145,1443
4104,R4104,3169,27,16,60,15,3357,212,205,126,691
4105,R4105,2769,79,10,192,38,1613,234,222,119,2241
4106,R4106,2995,248,16,30,5,3354,185,250,202,1187
4107,R4107,3083,214,2,85,4,1880,217,240,160,1129
4108,R4108,3026,80,28,134,-34,603,244,178,45,816
4109,R4109,3062,97,11,108,26,674,238,224,116,421
4110,R4110,3254,8,5,379,67,2014,214,230,153,1867
4111,R4111,2539,137,9,162,29,630,234,237,133,190
4112,R4112,2835,48,16,85,9,2697,225,202,107,2761
4113,R4113,3306,43,8,30,6,2227,222,222,135,2207
4114,R4114,3140,114,20,470,204,1699,250,216,85,2818
4115,R4115,2316,356,22,324,130,907,178,194,149,1209
4116,R4116,3037,222,22,190,86,1463,188,254,196,1176
4117,R4117,2956,157,11,361,44,4830,232,242,140,2753
4118,R4118,2738,60,10,30,6,1575,228,219,123,2469
4119,R4119,3215,69,22,466,115,4919,237,190,73,3169
4120,R4120,3195,58,4,277,20,4141,223,230,143,3059
4121,R4121,3218,8,13,150,39,4260,205,214,145,3082
4122,R4122,2728,76,8,268,18,1371,230,226,128,850
4123,R4123,3003,16,23,170,45,4878,193,185,120,3951
4124,R4124,2701,159,23,120,32,2054,237,237,118,2419
4125,R4125,3158,162,6,258,34,2306,226,242,149,765
4126,R4126,3081,61,12,510,4,1878,230,214,115,2376
4127,R4127,2922,28,4,283,55,4096,218,232,150,5796
4128,R4128,3198,187,17,240,19,2850,220,250,158,1034
4129,R4129,3378,287,10,912,213,4476,193,240,187,2714
4130,R4130,3102,20,21,450,61,2148,201,192,121,1897
4131,R4131,2924,288,2,192,15,5045,213,239,164,1758
4132,R4132,2852,101,5,30,3,2795,228,233,139,2486
4133,R4133,2981,172,14,510,-17,5191,228,246,146,2931
4134,R4134,2837,105,19,324,90,3141,249,213,85,1513
4135,R4135,3087,65,15,60,-6,3589,233,209,105,2910
4136,R4136,3387,195,11,67,6,4230,218,249,164,3515
4137,R4137,3245,105,11,192,39,120,238,227,118,618
4138,R4138,3004,210,33,180,53,1544,177,249,187,1106
4139,R4139,2736,339,31,162,52,1342,137,178,170,1634
4140,R4140,3416,186,17,721,-36,1379,220,250,157,4013
4141,R4141,3709,7,8,1101,263,5226,211,225,151,3421
4142,R4142,3014,180,8,474,-6,1519,223,245,156,1492
