id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
1826,R1826,3220,26,14,573,144,573,213
1827,R1827,3115,137,10,60,-3,3129,236
1828,R1828,3024,130,11,797,105,5917,238
1829,R1829,2537,45,4,134,24,630,221
1830,R1830,3416,30,21,120,3,3282,208
1831,R1831,3229,89,13,30,0,4068,239
1832,R1832,2818,87,26,153,39,3180,247
1833,R1833,2364,358,32,420,158,1123,154
1834,R1834,2763,94,17,150,29,420,244
1835,R1835,3192,278,8,60,9,404,197
1836,R1836,3113,33,18,379,27,4061,214
1837,R1837,2823,114,16,42,10,2945,246
1838,R1838,2729,29,29,42,23,240,195
1839,R1839,2459,192,26,134,55,1222,208
1840,R1840,2802,45,12,350,24,1830,223
1841,R1841,2451,100,25,182,1,706,251
1842,R1842,2806,173,22,90,33,815,228
1843,R1843,2702,180,4,67,10,1920,221
1844,R1844,3350,27,11,446,102,693,215
1845,R1845,2864,229,21,330,78,2070,185
1846,R1846,3120,121,20,240,14,2377,250
1847,R1847,3258,19,9,170,24,162,214
1848,R1848,3203,312,31,85,6,3606,122
1849,R1849,2877,134,22,371,50,883,248
1850,R1850,2798,49,18,216,34,2783,225
1851,R1851,2699,4,17,120,25,2078,196
1852,R1852,2564,332,8,175,55,1718,201
1853,R1853,2888,262,33,182,117,2262,124
1854,R1854,2794,103,11,120,-7,872,238
1855,R1855,2987,356,7,450,66,1698,209
1856,R1856,2943,220,18,210,87,660,197
1857,R1857,3119,48,16,60,-12,1224,225
1858,R1858,3021,34,5,819,181,5521,219
1859,R1859,2012,89,13,270,51,395,240
1860,R1860,2446,225,6,0,0,1842,211
1861,R1861,3235,7,12,67,10,1208,205
1862,R1862,2974,90,8,0,0,1546,233
1863,R1863,2960,175,9,67,10,4134,225
1864,R1864,3046,51,23,234,98,242,224
1865,R1865,3247,45,6,600,207,2922,222
1866,R1866,2913,347,13,630,284,713,196
1867,R1867,3248,181,12,212,22,3394,224
1868,R1868,3383,307,2,270,38,551,213
1869,R1869,2976,315,6,90,24,400,204
1870,R1870,3061,18,3,0,0,3392,217
1871,R1871,2733,353,22,108,28,1256,177
1872,R1872,2741,102,9,0,0,1680,236
1873,R1873,1969,109,21,67,16,108,250
1874,R1874,2715,342,11,127,8,1994,198
1875,R1875,2977,188,12,175,26,1348,221
1876,R1876,2715,28,11,242,32,1355,216
1877,R1877,2666,68,13,300,-15,1556,233
1878,R1878,2687,200,21,323,69,2995,207
1879,R1879,2133,3,15,0,0,1298,199
1880,R1880,2752,214,25,212,87,1392,188
1881,R1881,2913,97,12,247,58,3797,240
1882,R1882,3256,337,17,268,81,1426,180
1883,R1883,2956,105,5,190,10,1786,229
1884,R1884,3187,177,12,30,-1,5393,226
1885,R1885,2778,73,6,408,48,2706,228
1886,R1886,3249,57,15,120,14,1541,229
1887,R1887,3142,110,13,362,31,319,242
1888,R1888,2774,104,8,95,3,938,234
1889,R1889,2917,280,11,108,4,5037,191
1890,R1890,3153,8,24,342,76,1290,184
1891,R1891,3419,62,5,787,190,780,224
1892,R1892,2622,34,11,67,7,2062,219
1893,R1893,3236,89,18,0,0,1471,244
1894,R1894,3086,349,15,582,32,3601,191
1895,R1895,3352,294,17,1061,264,3841,169
1896,R1896,2632,53,9,309,-14,532,226
1897,R1897,2810,67,16,30,7,741,234
1898,R1898,2947,119,21,134,25,3549,250
1899,R1899,3157,137,31,350,0,1050,249
1900,R1900,2292,74,20,127,25,124,239
1901,R1901,2141,120,16,42,5,242,245
1902,R1902,3066,237,12,510,101,1438,199
1903,R1903,3187,88,7,0,0,2412,231
1904,R1904,3007,222,30,150,56,1505,170
1905,R1905,3064,271,17,391,-5,2516,173
1906,R1906,3172,57,16,277,30,3015,229
1907,R1907,3156,29,6,819,80,1693,218
1908,R1908,2864,111,23,277,85,741,252
1909,R1909,3228,112,5,30,-2,6051,229
1910,R1910,2955,156,15,60,0,3546,236
1911,R1911,3106,288,5,150,34,3303,207
1912,R1912,2546,139,10,457,97,467,236
1913,R1913,2951,44,15,418,101,2581,222
1914,R1914,3247,289,9,361,59,878,196
1915,R1915,2711,43,11,95,-19,1041,222
1916,R1916,3203,11,20,511,127,942,195
1917,R1917,3005,174,17,216,40,1315,228
1918,R1918,2775,78,7,218,19,2014,229
1919,R1919,3310,148,6,484,42,1342,229
1920,R1920,2909,324,8,256,47,3004,199
1921,R1921,2919,52,31,192,51,1712,219
1922,R1922,3237,90,8,127,8,5677,232
1923,R1923,3044,0,12,255,33,1172,202
1924,R1924,3251,342,14,150,47,1507,190
1925,R1925,2734,324,18,390,123,1895,172
1926,R1926,3371,87,9,170,22,2737,234
1927,R1927,2968,130,16,134,26,3562,245
1928,R1928,3231,32,16,480,171,1707,215
1929,R1929,3211,59,11,0,0,2320,228
1930,R1930,2395,300,19,255,2,1110,164
1931,R1931,2339,103,8,30,3,485,233
1932,R1932,3197,353,19,42,9,700,185
1933,R1933,2904,68,18,330,99,360,236
1934,R1934,2959,356,15,150,20,3267,196
1935,R1935,2891,52,26,295,113,4161,222
1936,R1936,3034,315,1,579,62,5568,216
1937,R1937,2990,346,9,67,10,4500,203
1938,R1938,2450,115,16,42,3,603,246
1939,R1939,2951,13,12,301,62,2301,208
1940,R1940,3277,117,5,484,51,5479,229
1941,R1941,3180,55,18,402,85,3041,228
1942,R1942,3224,37,16,390,70,4830,218
1943,R1943,2588,17,8,108,12,2452,214
1944,R1944,2925,80,11,234,62,1410,234
1945,R1945,3278,335,15,525,104,618,184
1946,R1946,3310,27,13,85,10,2045,214
1947,R1947,2054,243,33,124,56,295,137
1948,R1948,2988,18,8,297,29,899,214
1949,R1949,2725,8,16,153,34,1766,200
1950,R1950,2094,30,18,42,-12,474,212
1951,R1951,3042,127,22,120,27,741,250
1952,R1952,2977,27,8,902,179,2802,217
1953,R1953,3153,140,18,306,91,2268,244
1954,R1954,3170,65,5,67,4,5125,225
1955,R1955,3076,194,10,598,-50,2569,219
1956,R1956,3263,80,29,162,60,4773,243
1957,R1957,2962,198,6,722,-58,1233,218
1958,R1958,3001,350,16,67,23,268,188
1959,R1959,2936,281,24,711,290,1339,148
1960,R1960,2549,202,28,216,105,242,195
1961,R1961,3258,334,11,90,17,3330,194
1962,R1962,2842,257,19,60,18,4194,172
1963,R1963,3060,77,13,180,59,2110,236
1964,R1964,2544,52,23,30,17,789,225
1965,R1965,3070,48,20,210,6,2830,223
1966,R1966,3219,150,14,722,11,2977,237
1967,R1967,3073,331,28,180,77,524,144
1968,R1968,3152,149,18,210,11,2407,241
1969,R1969,2883,127,28,85,36,6090,253
1970,R1970,2975,36,2,30,0,2672,219
1971,R1971,3096,49,5,551,-3,3861,222
1972,R1972,3107,325,6,679,-78,866,206
1973,R1973,2951,353,10,0,0,4820,203
1974,R1974,2956,322,18,0,0,603,171
1975,R1975,3179,36,13,134,-5,1505,219
1976,R1976,2756,235,13,127,25,2574,197
1977,R1977,3212,346,15,323,61,2916,190
1978,R1978,2513,18,29,150,47,421,185
1979,R1979,3179,324,8,124,13,4281,200
1980,R1980,3067,231,3,30,3,1961,215
1981,R1981,3073,231,18,150,-5,1758,189
1982,R1982,2797,87,33,180,125,1410,247
1983,R1983,2748,329,21,404,106,2002,164
1984,R1984,3204,298,9,134,21,417,194
1985,R1985,3285,296,8,0,0,1798,197
1986,R1986,3165,183,16,382,92,5575,223
1987,R1987,2759,33,14,30,2,3102,216
1988,R1988,2715,45,15,190,20,2735,223
1989,R1989,3049,344,10,42,5,335,199
1990,R1990,2712,76,8,258,23,1842,230
1991,R1991,3121,252,6,210,45,2940,207
1992,R1992,3410,216,15,532,84,2836,203
1993,R1993,3153,169,10,242,-5,2134,228
1994,R1994,3214,63,11,469,72,2818,230
1995,R1995,2832,42,26,510,203,792,214
1996,R1996,3208,180,6,702,95,3319,223
1997,R1997,2530,81,11,120,6,466,235
1998,R1998,3073,12,15,534,197,2101,204
1999,R1999,2742,29,15,180,75,2856,213
2000,R2000,2792,41,10,30,7,3395,222
2001,R2001,2497,52,8,212,6,994,225
2002,R2002,2530,108,5,124,-3,636,229
2003,R2003,2890,350,45,212,30,2894,104
2004,R2004,2498,242,16,85,24,700,188
2005,R2005,3173,185,10,153,35,3316,222
2006,R2006,3087,166,7,201,30,698,226
2007,R2007,3400,131,22,120,37,4106,249
2008,R2008,3301,201,6,210,22,3805,218
2009,R2009,3017,301,23,421,91,2040,149
2010,R2010,2823,24,11,30,1,2977,214
2011,R2011,2783,143,9,255,36,1879,233
2012,R2012,2620,8,11,458,89,342,207
2013,R2013,3135,224,13,150,25,1465,202
2014,R2014,3813,346,15,872,367,4991,189
2015,R2015,2693,135,1,242,15,2164,221
2016,R2016,3100,3,26,618,36,3561,175
2017,R2017,3100,59,10,247,31,1209,228
2018,R2018,3272,128,15,361,-1,912,244
2019,R2019,2884,134,21,201,59,2797,248
2020,R2020,3149,177,20,484,82,2613,225
2021,R2021,2884,86,16,182,79,698,241
2022,R2022,3217,106,31,400,128,1293,254
2023,R2023,2723,95,5,190,-4,1485,229
2024,R2024,3056,28,17,150,31,1283,210
2025,R2025,2234,266,32,350,96,570,123
2026,R2026,3194,22,21,541,7,1978,202
2027,R2027,2821,68,17,270,111,379,235
2028,R2028,2288,317,12,242,78,807,189
2029,R2029,3324,6,16,190,31,4129,199
2030,R2030,3123,118,11,470,-22,4054,240
2031,R2031,2800,40,13,182,39,2254,221
2032,R2032,3065,16,21,947,196,2618,198
2033,R2033,3095,22,8,0,0,3765,215
2034,R2034,3027,261,3,218,-12,3204,212
2035,R2035,3156,51,10,301,22,812,225
2036,R2036,2812,314,13,30,7,2538,184
2037,R2037,2720,47,9,0,0,1198,224
2038,R2038,3245,53,2,234,18,4261,221
2039,R2039,2827,66,20,283,79,2442,235
2040,R2040,3353,358,22,285,83,3705,182
2041,R2041,3144,118,15,335,55,212,244
2042,R2042,3024,81,10,162,42,170,233
2043,R2043,2408,180,12,297,41,1170,224
2044,R2044,3157,340,39,360,161,511,112
2045,R2045,3095,30,8,218,14,1513,218
2046,R2046,3476,116,6,735,191,2337,231
2047,R2047,3132,155,28,408,142,524,239
2048,R2048,2333,7,28,256,178,1195,175
2049,R2049,2673,15,16,30,5,2135,203
2050,R2050,3296,116,12,190,35,1697,241
2051,R2051,2348,94,8,30,2,1301,232
2052,R2052,2557,347,22,60,37,1500,174
2053,R2053,2950,14,7,511,178,595,213
2054,R2054,2945,53,30,255,76,1680,221
2055,R2055,2939,197,12,127,13,5267,217
2056,R2056,2927,107,24,134,29,2336,252
2057,R2057,3155,59,12,134,14,4254,229
2058,R2058,3167,79,21,90,-13,1579,242
2059,R2059,2807,339,35,192,48,2376,126
2060,R2060,3171,279,5,108,13,579,207
2061,R2061,3027,126,13,256,55,2255,242
2062,R2062,2704,45,10,323,22,1323,223
2063,R2063,3244,26,10,864,69,4030,215
2064,R2064,2937,214,20,210,111,2864,196
2065,R2065,2891,119,8,330,75,3483,235
2066,R2066,2086,322,23,60,16,685,157
2067,R2067,3227,164,6,362,25,2656,226
2068,R2068,2994,245,27,150,78,2773,156
2069,R2069,2134,270,34,90,58,1476,116
2070,R2070,2598,130,14,90,-3,2563,242
2071,R2071,3221,344,13,466,57,1907,194
2072,R2072,2811,207,33,351,-31,2255,179
2073,R2073,3016,130,23,150,34,849,250
2074,R2074,2880,50,4,268,21,3020,221
2075,R2075,2638,24,6,351,10,1172,217
2076,R2076,3329,167,16,631,50,4232,231
2077,R2077,2793,259,8,418,114,1860,202
2078,R2078,2896,14,7,433,9,3926,213
2079,R2079,2987,248,5,331,14,2767,209
2080,R2080,2835,171,14,309,82,3407,229
2081,R2081,3249,276,7,360,63,503,200
2082,R2082,3186,171,26,180,-16,2436,227
2083,R2083,3067,225,11,658,68,5557,205
2084,R2084,2968,161,10,350,29,5976,230
2085,R2085,2071,3,30,60,19,957,166
2086,R2086,2981,308,17,60,13,3245,171
2087,R2087,2500,130,11,376,22,738,238
2088,R2088,2926,135,3,451,7,4354,224
2089,R2089,2828,17,18,234,23,3012,203
2090,R2090,3215,27,4,67,1,5420,218
2091,R2091,2965,350,9,60,10,3421,203
2092,R2092,3144,68,4,0,0,2565,224
2093,R2093,2991,57,7,108,10,1621,225
2094,R2094,3222,74,14,365,74,5850,236
2095,R2095,3154,152,14,201,24,2402,237
2096,R2096,2765,56,15,335,-8,1693,229
2097,R2097,2941,112,26,845,308,2629,253
2098,R2098,2802,122,21,124,22,2182,250
2099,R2099,3123,18,9,277,14,4119,213
2100,R2100,3412,185,8,313,17,2851,222
2101,R2101,3011,0,3,108,20,2885,215
2102,R2102,3210,198,17,421,94,2700,212
2103,R2103,2710,58,19,30,13,1376,230
2104,R2104,3225,77,16,268,29,1758,238
2105,R2105,2837,336,30,124,65,3755,139
2106,R2106,2869,229,19,242,102,1595,188
2107,R2107,2988,1,23,67,16,2640,182
2108,R2108,3033,40,13,60,-2,642,221
2109,R2109,3130,148,12,60,-4,2411,236
2110,R2110,2879,225,11,180,28,725,205
2111,R2111,3128,28,14,484,111,1599,214
2112,R2112,2678,70,15,595,30,3037,235
2113,R2113,2649,196,3,430,116,576,219
2114,R2114,2586,107,25,547,-13,751,253
2115,R2115,2992,289,14,95,22,2527,181
2116,R2116,3024,192,13,30,4,3100,218
2117,R2117,3071,337,5,384,21,3187,208
2118,R2118,2698,268,13,0,0,1172,186
2119,R2119,3070,93,12,497,0,1650,239
2120,R2120,2924,331,6,0,0,1383,206
2121,R2121,2733,326,26,120,-9,1401,145
2122,R2122,2903,285,15,0,0,2748,179
2123,R2123,3107,52,9,309,28,4998,225
2124,R2124,3346,270,9,150,1,5242,195
2125,R2125,2841,162,9,234,43,3601,229
2126,R2126,2563,159,12,234,67,979,233
2127,R2127,2669,46,22,430,-58,1348,220
2128,R2128,3406,23,7,642,167,3178,216
2129,R2129,3222,71,14,30,4,2892,235
2130,R2130,2952,274,11,365,23,5193,192
2131,R2131,3326,152,16,362,41,1681,238
2132,R2132,3059,16,8,95,8,2001,214
2133,R2133,2842,254,15,95,20,2524,183
2134,R2134,2989,137,9,127,20,5087,234
2135,R2135,3257,140,11,42,1,1442,237
2136,R2136,2526,35,13,256,13,283,218
2137,R2137,3132,198,10,600,0,6181,217
2138,R2138,3281,247,2,297,36,391,215
2139,R2139,3175,92,23,443,-19,792,248
2140,R2140,2988,224,15,335,106,1973,200
2141,R2141,3276,90,15,95,6,3373,242
2142,R2142,2868,310,15,150,43,2463,177
2143,R2143,2892,90,3,488,45,2789,225
2144,R2144,2954,119,6,0,0,1657,231
2145,R2145,2755,150,7,153,-3,1989,229
2146,R2146,3033,11,8,467,123,2145,211
2147,R2147,3223,107,26,297,61,3854,253
2148,R2148,3034,183,25,331,208,2789,217
2149,R2149,2738,116,13,0,0,2725,242
2150,R2150,3123,38,18,42,2,2895,217
2151,R2151,2645,86,8,0,0,1919,232
2152,R2152,1990,83,31,270,123,300,245
2153,R2153,3045,84,7,362,47,1231,231
2154,R2154,2669,10,15,30,5,1418,202
2155,R2155,2798,47,9,175,8,426,223
2156,R2156,3026,77,9,247,8,1766,232
2157,R2157,3305,56,14,162,9,1973,228
2158,R2158,3176,354,11,201,41,3250,202
2159,R2159,3065,132,7,541,66,2589,231
2160,R2160,2712,202,24,120,0,1667,202
2161,R2161,2350,117,24,335,153,680,252
2162,R2162,3230,187,11,451,120,1549,221
2163,R2163,2871,232,22,360,85,2100,180
2164,R2164,2879,66,3,218,23,3027,222
2165,R2165,2814,95,20,134,29,2928,247
2166,R2166,2840,83,6,319,85,3483,229
2167,R2167,2462,2,18,42,4,1201,192
2168,R2168,2954,90,4,90,5,1979,226
2169,R2169,3318,82,22,361,39,1731,244
2170,R2170,2933,38,15,658,154,1254,218
2171,R2171,3001,135,22,509,23,6372,248
2172,R2172,3244,295,15,295,37,1249,175
2173,R2173,3143,103,14,108,20,2258,243
2174,R2174,2898,34,12,270,29,2040,218
2175,R2175,2827,90,8,339,69,3342,233
2176,R2176,2893,27,9,700,98,3097,217
2177,R2177,2913,342,3,366,9,4573,213
2178,R2178,2339,9,3,30,5,0,216
2179,R2179,3218,308,13,376,12,569,185
2180,R2180,3362,204,19,467,156,830,205
2181,R2181,2875,63,12,323,43,2039,230
2182,R2182,2837,135,9,30,0,1121,235
2183,R2183,3113,18,21,376,49,3561,198
2184,R2184,3182,135,25,85,0,4288,249
2185,R2185,3061,1,23,400,-7,1165,182
2186,R2186,3251,148,14,484,32,926,238
2187,R2187,3343,184,13,524,198,2676,223
2188,R2188,2716,190,13,95,7,977,219
2189,R2189,2856,70,26,228,67,3342,238
2190,R2190,3303,163,15,30,3,1383,233
2191,R2191,2863,307,14,242,91,3796,180
2192,R2192,2933,242,20,339,115,1690,178
2193,R2193,2940,107,22,240,-4,503,251
2194,R2194,2878,157,4,30,-1,3871,224
2195,R2195,3516,320,14,323,22,1608,182
2196,R2196,3148,144,17,268,86,2301,242
2197,R2197,3286,352,22,60,18,5563,177
2198,R2198,2332,100,22,339,145,1045,250
2199,R2199,3189,46,14,576,96,1812,224
2200,R2200,2993,80,22,182,6,540,243
2201,R2201,2754,30,14,277,54,2254,215
2202,R2202,2810,102,13,408,37,2250,241
2203,R2203,3103,359,33,664,248,674,152
2204,R2204,3012,63,5,30,4,1047,225
2205,R2205,2757,111,35,85,32,2106,254
2206,R2206,2869,177,5,30,-6,1110,222
2207,R2207,3277,123,7,300,32,5337,231
2208,R2208,2774,141,18,510,140,2684,243
2209,R2209,2968,75,16,362,164,376,238
2210,R2210,3614,78,10,228,77,1806,233
2211,R2211,2333,178,14,228,83,882,225
2212,R2212,3191,350,4,192,-21,2605,212
2213,R2213,3255,165,17,272,67,1190,233
2214,R2214,2156,158,8,0,0,1127,229
2215,R2215,3160,41,10,270,24,2831,222
2216,R2216,3064,120,9,85,8,3977,236
2217,R2217,3215,15,14,631,119,1410,207
2218,R2218,2333,75,12,127,46,537,234
2219,R2219,3315,294,19,631,128,779,163
2220,R2220,3304,212,7,390,87,1044,214
2221,R2221,3337,183,20,510,131,1766,221
2222,R2222,3302,86,3,30,2,1415,224
2223,R2223,2950,157,21,60,-8,2672,238
2224,R2224,3210,107,5,175,10,3267,229
2225,R2225,2436,125,12,313,80,859,240
2226,R2226,2937,64,22,256,112,1825,234
2227,R2227,3238,181,13,190,18,3247,224
2228,R2228,3223,343,9,671,79,6262,202
2229,R2229,3124,334,7,541,-61,953,204
2230,R2230,3002,53,12,150,31,4264,227
2231,R2231,3093,101,14,0,0,2222,243
2232,R2232,2809,165,5,153,18,2432,224
2233,R2233,2872,39,7,0,0,1710,221
2234,R2234,2985,73,6,60,-4,2812,228
2235,R2235,3170,279,26,816,249,3356,141
2236,R2236,2434,31,30,153,29,342,197
2237,R2237,3262,32,14,300,36,3737,216
2238,R2238,3200,268,5,300,29,5958,206
2239,R2239,2525,64,7,134,17,892,227
2240,R2240,2767,133,22,42,16,2165,249
2241,R2241,3005,40,16,849,110,1369,220
2242,R2242,2245,346,16,30,4,680,188
2243,R2243,3294,124,7,342,194,4119,233
2244,R2244,3660,183,9,899,405,2692,223
2245,R2245,2674,46,15,42,9,1650,224
2246,R2246,2770,45,8,30,2,845,223
2247,R2247,2957,109,19,485,147,485,248
2248,R2248,2870,356,20,124,38,2188,183
2249,R2249,3157,207,20,192,65,3140,202
2250,R2250,3114,154,33,446,133,1956,237
2251,R2251,3271,18,5,755,-19,1705,216
2252,R2252,3199,26,22,90,36,4152,203
2253,R2253,3139,105,8,95,11,4965,234
2254,R2254,2944,66,10,335,31,3864,230
2255,R2255,3368,83,6,524,46,1050,228
2256,R2256,2868,40,4,201,16,3395,220
2257,R2257,3186,101,9,175,9,5391,235
2258,R2258,2824,47,9,201,21,2313,223
2259,R2259,2781,5,10,95,10,2325,207
2260,R2260,3114,77,13,30,8,2451,236
2261,R2261,3363,134,33,218,134,3829,250
2262,R2262,2975,42,12,108,-2,1518,222
2263,R2263,2699,7,8,0,0,2131,211
2264,R2264,3365,87,17,228,0,2479,242
2265,R2265,2804,36,11,0,0,3316,219
2266,R2266,3303,351,12,277,-28,1518,198
2267,R2267,2798,6,4,150,2,2310,214
2268,R2268,3187,33,14,313,46,2310,216
2269,R2269,3210,108,18,95,16,1581,248
2270,R2270,3304,180,27,451,173,2802,218
2271,R2271,3173,118,14,42,4,1384,243
2272,R2272,2717,66,9,108,46,120,229
2273,R2273,3115,288,7,30,1,450,201
2274,R2274,3024,34,24,85,30,2461,209
2275,R2275,2998,38,15,295,-32,3651,218
2276,R2276,3771,335,10,912,325,5152,198
2277,R2277,3300,98,16,85,32,4081,244
2278,R2278,2768,339,9,162,24,2270,200
2279,R2279,2523,89,11,234,37,402,236
2280,R2280,3041,92,16,577,226,481,243
2281,R2281,3005,64,19,162,20,4620,234
2282,R2282,2959,225,1,285,132,5145,217
2283,R2283,2522,328,10,300,39,330,195
2284,R2284,2955,238,28,300,138,1560,158
2285,R2285,2916,19,17,242,22,4696,206
2286,R2286,3063,330,9,60,4,3777,198
2287,R2287,3074,198,14,90,15,1801,215
2288,R2288,2562,111,10,30,-4,510,237
2289,R2289,3411,72,10,433,63,782,231
2290,R2290,3135,138,12,362,60,180,239
2291,R2291,3013,225,6,60,6,5516,212
2292,R2292,3119,181,18,210,48,192,223
2293,R2293,3119,31,4,309,44,1082,219
2294,R2294,3209,338,8,60,5,3837,204
2295,R2295,3223,47,8,212,25,658,223
2296,R2296,2521,135,5,256,49,537,228
2297,R2297,2801,126,10,277,30,969,238
2298,R2298,3014,103,10,722,218,1282,237
2299,R2299,2731,163,16,30,-4,872,233
2300,R2300,2662,314,20,108,27,1100,163
2301,R2301,3355,153,10,212,29,1201,232
2302,R2302,2705,16,29,541,178,914,183
2303,R2303,2952,96,9,324,52,4587,235
2304,R2304,3047,281,9,661,180,6003,196
2305,R2305,3169,22,11,834,-54,912,213
2306,R2306,3139,115,16,488,-9,5964,246
2307,R2307,2381,157,17,458,38,531,237
2308,R2308,2551,86,6,0,0,335,229
2309,R2309,3077,327,25,509,27,3470,152
2310,R2310,2697,159,7,30,3,793,228
2311,R2311,2505,46,27,242,28,768,216
2312,R2312,3265,92,6,150,-13,4085,230
2313,R2313,3297,111,17,547,140,1154,247
2314,R2314,2669,236,16,150,27,845,191
2315,R2315,2860,16,14,323,65,3248,208
2316,R2316,2633,82,13,552,37,960,237
2317,R2317,2653,278,34,108,65,1506,109
2318,R2318,2962,132,17,150,43,5683,245
2319,R2319,2593,350,30,90,19,1676,152
2320,R2320,2890,29,15,618,39,2571,213
2321,R2321,2551,85,10,180,30,108,235
2322,R2322,3034,52,9,379,30,5525,225
2323,R2323,3021,94,21,108,22,4613,248
2324,R2324,3372,109,16,534,73,1382,245
2325,R2325,2817,296,21,60,12,2122,158
2326,R2326,2906,117,14,153,20,5490,243
2327,R2327,2293,212,34,470,-36,636,172
2328,R2328,2639,167,17,42,11,3417,231
2329,R2329,3133,7,15,417,23,2938,200
2330,R2330,3193,342,18,60,28,3314,180
2331,R2331,3341,60,15,180,11,1842,231
2332,R2332,3296,333,6,618,97,685,205
2333,R2333,3130,54,9,247,54,900,225
2334,R2334,3058,12,10,201,31,2791,210
2335,R2335,3061,353,4,0,0,3373,213
2336,R2336,2833,28,17,459,152,2413,211
2337,R2337,2969,37,14,150,24,2941,219
2338,R2338,3228,65,17,531,121,510,233
2339,R2339,3289,333,6,95,-2,5470,205
2340,R2340,3209,315,9,124,18,1383,197
2341,R2341,2992,128,9,379,52,1702,235
2342,R2342,2884,91,16,360,88,895,243
2343,R2343,2939,313,8,631,33,5566,199
2344,R2344,2978,62,13,430,91,2081,230
2345,R2345,2915,48,11,295,24,685,224
2346,R2346,2834,348,26,430,139,2647,163
2347,R2347,3331,173,17,484,131,2866,228
2348,R2348,2980,106,8,67,10,1456,235
2349,R2349,3134,129,22,708,198,1158,250
2350,R2350,2409,51,16,85,1,1519,226
2351,R2351,3018,112,11,335,51,4392,239
2352,R2352,2962,104,23,255,71,2225,251
2353,R2353,3052,175,11,150,21,1897,226
2354,R2354,2962,337,31,339,119,2725,136
2355,R2355,3024,275,15,726,33,5892,178
2356,R2356,2566,77,8,218,30,836,230
2357,R2357,3166,325,26,458,102,402,145
2358,R2358,3095,26,24,601,35,1328,201
2359,R2359,3260,208,9,277,50,2130,214
2360,R2360,2310,101,27,551,152,1429,252
2361,R2361,3027,346,13,150,30,2700,195
2362,R2362,3029,29,5,532,-10,3060,218
2363,R2363,3168,32,9,90,-6,3348,218
2364,R2364,2968,330,19,390,136,390,170
2365,R2365,2998,97,15,124,29,2102,244
2366,R2366,3044,23,5,210,-25,3481,217
2367,R2367,2914,95,28,85,21,607,251
2368,R2368,2854,39,3,532,53,3538,220
2369,R2369,2419,330,14,450,113,1040,187
2370,R2370,3153,97,8,421,20,5421,233
2371,R2371,2952,30,8,134,16,4685,218
2372,R2372,2712,72,10,162,27,2052,232
2373,R2373,3073,55,17,150,11,4859,228
2374,R2374,3232,102,14,30,-10,3413,242
2375,R2375,2884,199,35,319,-32,2249,184
2376,R2376,3095,38,8,60,-3,1115,220
2377,R2377,2983,350,11,300,51,1777,200
2378,R2378,3279,88,6,443,27,6212,230
2379,R2379,2947,41,20,646,120,1549,218
2380,R2380,2958,30,27,108,40,2658,200
2381,R2381,3235,66,17,162,20,1776,234
2382,R2382,2506,57,16,67,17,270,229
2383,R2383,2953,190,23,218,60,2613,213
2384,R2384,3006,74,21,433,196,1052,240
2385,R2385,2531,31,32,120,54,1150,194
2386,R2386,3086,119,13,228,-9,4025,242
2387,R2387,2982,158,20,1064,185,2631,237
2388,R2388,3011,23,7,216,26,2982,216
2389,R2389,2919,39,9,446,6,4566,221
2390,R2390,2668,8,3,362,25,1374,216
2391,R2391,3410,32,19,700,226,3360,212
2392,R2392,3201,218,15,618,120,6041,202
2393,R2393,3313,225,24,511,166,1400,180
2394,R2394,3203,45,11,0,0,4880,223
2395,R2395,2895,2,6,553,136,658,211
2396,R2396,2958,254,25,335,187,2412,155
2397,R2397,2879,3,5,30,-2,5001,214
2398,R2398,3034,118,19,212,66,3841,249
2399,R2399,3282,290,19,391,24,2068,165
2400,R2400,3311,224,20,703,174,806,189
2401,R2401,3134,23,9,150,1,5221,215
2402,R2402,3195,142,11,485,23,4488,236
2403,R2403,3186,328,15,134,35,2664,184
2404,R2404,3237,293,16,270,53,153,174
2405,R2405,3043,11,16,297,15,2398,202
2406,R2406,2867,331,17,108,10,2539,179
2407,R2407,2779,353,24,382,163,1289,171
2408,R2408,3332,58,18,417,42,3569,230
2409,R2409,2934,337,20,127,39,3699,171
2410,R2410,2771,125,13,175,36,1661,242
2411,R2411,2971,68,23,190,-7,426,236
2412,R2412,2932,295,11,153,39,2971,190
2413,R2413,2736,30,15,270,86,1062,214
2414,R2414,3165,31,4,60,-6,3882,219
2415,R2415,3332,23,7,90,10,3031,216
2416,R2416,3089,108,17,180,35,693,247
2417,R2417,3151,15,10,330,51,2577,211
2418,R2418,3273,287,8,0,0,5997,198
2419,R2419,3081,233,7,240,0,2316,208
2420,R2420,2982,278,33,30,7,5064,113
2421,R2421,2789,30,7,85,-1,1256,218
2422,R2422,3047,352,13,30,8,1231,198
2423,R2423,2638,111,12,319,26,618,241
2424,R2424,2983,54,18,192,9,1630,228
2425,R2425,3203,152,14,212,65,713,237
2426,R2426,3432,17,17,426,190,1006,203
2427,R2427,3222,273,19,170,20,4188,166
2428,R2428,2800,287,5,360,131,2184,206
2429,R2429,2780,52,5,256,57,2438,223
2430,R2430,2654,274,16,42,-7,1518,177
2431,R2431,2945,66,8,216,3,4030,229
2432,R2432,3093,22,18,960,224,2695,206
2433,R2433,2799,208,10,426,67,60,213
