id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
2424,R2424,39,89,32,95,58
2425,R2425,93,30,38,97,10
2426,R2426,31,25,26,18,43
2427,R2427,81,40,84,75,58
2428,R2428,36,17,34,35,92
2429,R2429,8,15,26,34,12
2430,R2430,94,64,16,26,4
2431,R2431,80,76,70,89,27
2432,R2432,8,88,88,67,16
2433,R2433,17,77,69,34,20
2434,R2434,6,34,22,29,46
2435,R2435,97,83,37,77,87
2436,R2436,61,7,18,21,20
2437,R2437,43,32,53,5,82
2438,R2438,23,28,74,96,41
2439,R2439,23,34,95,31,79
2440,R2440,77,17,71,83,83
2441,R2441,22,42,80,40,95
2442,R2442,89,4,53,11,7
2443,R2443,65,48,79,75,2
2444,R2444,1,7,81,68,7
2445,R2445,95,60,15,51,82
2446,R2446,61,70,14,46,80
2447,R2447,19,69,38,6,50
2448,R2448,27,35,53,37,56
2449,R2449,14,88,69,50,30
2450,R2450,57,68,17,88,2
2451,R2451,65,50,66,96,94
2452,R2452,91,89,67,55,71
2453,R2453,11,58,37,4,67
2454,R2454,7,27,75,73,100
2455,R2455,21,55,57,91,37
2456,R2456,11,14,28,20,84
2457,R2457,30,50,65,58,36
2458,R2458,65,41,69,81,6
2459,R2459,96,73,11,65,96
2460,R2460,62,1,69,88,2
2461,R2461,99,92,36,88,27
2462,R2462,78,53,17,46,68
2463,R2463,5,30,54,13,79
2464,R2464,21,3,18,46,55
2465,R2465,39,49,98,67,48
2466,R2466,74,36,44,94,21
2467,R2467,3,81,38,8,19
2468,R2468,61,52,70,74,13
2469,R2469,57,57,43,46,41
2470,R2470,44,87,2,24,18
2471,R2471,61,43,83,75,51
2472,R2472,98,52,74,16,23
2473,R2473,35,77,10,29,51
2474,R2474,79,31,52,50,45
2475,R2475,59,87,100,76,55
2476,R2476,78,74,55,49,52
2477,R2477,4,28,14,92,95
2478,R2478,55,1,86,41,29
2479,R2479,98,22,42,54,40
2480,R2480,51,100,74,52,13
2481,R2481,35,97,1,84,78
2482,R2482,54,87,35,18,4
2483,R2483,20,65,72,96,13
2484,R2484,66,70,42,37,90
2485,R2485,89,54,35,75,3
2486,R2486,77,10,64,82,92
2487,R2487,39,17,79,96,80
2488,R2488,63,88,36,21,43
2489,R2489,28,73,83,36,37
2490,R2490,60,34,61,66,33
2491,R2491,89,65,49,40,39
2492,R2492,17,5,60,38,59
2493,R2493,70,100,18,48,45
2494,R2494,90,69,36,65,48
2495,R2495,32,98,58,9,46
2496,R2496,70,7,82,62,51
2497,R2497,27,2,16,36,10
2498,R2498,42,78,60,37,75
2499,R2499,14,65,15,36,8
2500,R2500,76,13,90,31,15
2501,R2501,39,7,22,43,83
2502,R2502,30,79,60,54,85
2503,R2503,25,15,54,58,69
2504,R2504,72,68,71,29,7
2505,R2505,52,97,80,39,32
2506,R2506,47,94,1,61,76
2507,R2507,50,17,38,32,1
2508,R2508,81,42,17,31,42
2509,R2509,49,84,63,74,26
2510,R2510,76,1,32,11,39
2511,R2511,46,87,93,100,40
2512,R2512,30,99,60,15,82
2513,R2513,100,96,1,80,95
2514,R2514,94,4,61,7,48
2515,R2515,81,94,54,69,38
2516,R2516,93,39,97,87,5
2517,R2517,53,33,47,96,88
2518,R2518,69,82,13,61,88
2519,R2519,92,58,20,8,36
2520,R2520,80,36,65,58,42
2521,R2521,78,82,27,47,80
2522,R2522,75,48,46,21,97
2523,R2523,23,37,80,93,84
2524,R2524,38,90,32,12,34
2525,R2525,69,100,56,34,74
2526,R2526,77,74,81,35,44
2527,R2527,89,8,97,67,95
2528,R2528,92,30,39,60,34
2529,R2529,13,75,41,45,28
2530,R2530,29,79,75,88,15
2531,R2531,83,61,60,12,13
2532,R2532,3,61,14,70,41
2533,R2533,4,32,65,79,46
2534,R2534,79,26,90,60,35
2535,R2535,63,28,69,62,52
2536,R2536,95,34,15,42,4
2537,R2537,22,17,71,26,81
2538,R2538,52,43,90,14,66
2539,R2539,99,2,5,88,15
2540,R2540,55,73,70,41,62
2541,R2541,79,10,82,23,69
2542,R2542,95,63,44,30,62
2543,R2543,91,10,1,32,28
2544,R2544,12,5,77,7,55
2545,R2545,38,11,34,19,93
2546,R2546,64,42,90,85,92
2547,R2547,76,82,36,92,75
2548,R2548,97,18,53,97,63
2549,R2549,57,89,87,31,65
2550,R2550,95,25,71,3,4
2551,R2551,4,100,37,44,1
2552,R2552,30,31,49,14,12
2553,R2553,33,51,90,80,17
2554,R2554,89,42,92,57,98
2555,R2555,87,30,5,77,92
2556,R2556,19,53,93,87,77
2557,R2557,22,46,48,84,89
2558,R2558,31,68,75,7,44
2559,R2559,63,29,11,70,91
2560,R2560,11,23,2,69,84
2561,R2561,3,99,41,60,60
2562,R2562,39,78,25,39,14
2563,R2563,32,8,21,22,9
2564,R2564,76,21,49,62,24
2565,R2565,24,38,2,19,60
2566,R2566,11,10,21,94,76
2567,R2567,64,49,100,48,98
2568,R2568,2,30,1,38,68
2569,R2569,89,63,44,18,64
2570,R2570,14,41,54,61,76
2571,R2571,97,46,59,79,53
2572,R2572,75,63,98,49,35
2573,R2573,10,74,19,91,30
2574,R2574,43,25,52,55,45
2575,R2575,79,93,5,36,95
2576,R2576,23,83,75,81,53
2577,R2577,4,52,31,4,1
2578,R2578,12,15,66,90,59
2579,R2579,43,45,70,91,72
2580,R2580,26,7,57,96,79
2581,R2581,2,12,91,6,49
2582,R2582,29,34,8,91,45
2583,R2583,90,18,71,57,19
2584,R2584,89,100,11,6,88
2585,R2585,49,65,84,22,43
2586,R2586,5,69,24,63,58
2587,R2587,17,73,100,83,81
2588,R2588,41,60,34,70,84
2589,R2589,64,67,55,35,7
2590,R2590,86,61,13,45,86
2591,R2591,99,84,97,30,75
2592,R2592,64,3,47,31,47
2593,R2593,41,28,41,4,5
2594,R2594,60,3,14,31,75
2595,R2595,70,13,31,11,82
2596,R2596,39,51,10,61,69
2597,R2597,23,26,32,54,33
2598,R2598,67,92,18,96,27
2599,R2599,2,39,71,81,58
2600,R2600,19,8,77,25,20
2601,R2601,51,17,93,22,24
2602,R2602,9,87,52,87,48
2603,R2603,75,92,59,54,21
2604,R2604,77,53,23,40,23
2605,R2605,84,83,49,69,93
2606,R2606,45,1,20,99,43
2607,R2607,22,31,23,4,26
2608,R2608,2,11,34,12,10
2609,R2609,58,18,66,47,37
2610,R2610,56,74,24,30,96
2611,R2611,28,66,22,94,65
2612,R2612,14,35,13,84,26
2613,R2613,81,69,77,31,9
2614,R2614,9,45,52,69,93
2615,R2615,92,91,11,9,81
2616,R2616,13,10,1,96,92
2617,R2617,46,27,96,55,57
2618,R2618,1,87,98,49,36
2619,R2619,4,68,28,43,78
2620,R2620,59,49,18,90,11
2621,R2621,65,19,37,63,74
2622,R2622,35,100,14,73,16
2623,R2623,84,52,100,77,62
2624,R2624,42,75,84,58,29
2625,R2625,95,44,95,32,51
2626,R2626,9,77,72,82,90
2627,R2627,11,18,44,95,80
2628,R2628,52,53,75,51,49
2629,R2629,93,82,71,17,3
2630,R2630,58,87,35,32,60
2631,R2631,5,94,99,96,1
2632,R2632,86,52,50,27,21
2633,R2633,7,13,20,13,72
2634,R2634,18,61,59,4,68
2635,R2635,7,62,80,1,60
2636,R2636,69,50,18,81,48
2637,R2637,86,58,20,1,42
2638,R2638,75,98,48,36,54
2639,R2639,94,66,39,23,67
2640,R2640,70,6,91,51,14
2641,R2641,90,22,98,77,48
2642,R2642,6,54,34,49,42
2643,R2643,89,13,31,70,61
2644,R2644,69,29,92,67,16
2645,R2645,27,34,51,24,68
2646,R2646,34,21,36,72,88
2647,R2647,58,30,18,25,55
2648,R2648,58,18,50,52,3
2649,R2649,4,97,15,23,73
2650,R2650,78,48,2,87,12
2651,R2651,93,11,69,35,3
2652,R2652,8,38,39,19,90
2653,R2653,56,40,84,77,27
2654,R2654,9,43,61,19,3
2655,R2655,20,12,35,25,15
2656,R2656,48,66,82,17,3
2657,R2657,54,49,57,18,48
2658,R2658,29,21,4,46,20
2659,R2659,31,2,71,18,35
2660,R2660,44,80,71,59,29
2661,R2661,38,69,7,90,73
2662,R2662,77,85,68,81,36
2663,R2663,61,78,1,41,94
2664,R2664,83,3,94,82,71
2665,R2665,75,45,61,27,86
2666,R2666,46,38,61,78,11
2667,R2667,11,64,17,14,85
2668,R2668,46,40,91,17,100
2669,R2669,52,76,95,32,2
2670,R2670,86,84,7,95,46
2671,R2671,31,76,71,92,13
2672,R2672,92,24,42,27,17
2673,R2673,93,98,71,63,43
2674,R2674,61,85,24,67,23
2675,R2675,84,96,58,38,95
2676,R2676,86,21,70,93,91
2677,R2677,20,18,71,94,80
2678,R2678,28,19,80,61,55
2679,R2679,14,70,60,54,24
2680,R2680,3,42,51,17,99
2681,R2681,47,33,89,25,39
2682,R2682,66,15,59,43,58
2683,R2683,41,43,77,40,60
2684,R2684,71,93,26,42,42
2685,R2685,62,38,83,78,78
2686,R2686,89,97,54,46,20
2687,R2687,55,22,25,31,86
2688,R2688,54,86,99,5,17
2689,R2689,16,14,23,69,98
2690,R2690,56,88,69,85,3
2691,R2691,36,23,62,15,17
2692,R2692,54,16,39,96,48
2693,R2693,21,1,20,71,45
2694,R2694,59,78,58,17,31
2695,R2695,44,69,5,2,95
2696,R2696,52,9,12,1,40
2697,R2697,5,15,42,92,87
2698,R2698,75,50,100,22,48
2699,R2699,90,67,45,15,9
2700,R2700,35,4,52,50,4
2701,R2701,72,30,52,24,42
2702,R2702,17,74,26,4,71
2703,R2703,83,42,85,36,89
2704,R2704,29,67,77,68,43
2705,R2705,34,54,74,30,94
2706,R2706,28,27,52,38,4
2707,R2707,11,98,36,5,44
2708,R2708,24,87,90,3,98
2709,R2709,10,99,73,35,35
2710,R2710,9,31,10,94,73
2711,R2711,85,22,40,34,62
2712,R2712,5,51,71,8,74
2713,R2713,78,83,89,68,3
2714,R2714,79,51,3,99,71
2715,R2715,92,48,42,89,60
2716,R2716,91,11,46,4,69
2717,R2717,55,61,60,28,41
2718,R2718,85,68,58,74,28
2719,R2719,47,60,15,36,93
2720,R2720,44,73,26,17,39
2721,R2721,65,28,3,1,50
2722,R2722,10,76,91,11,74
2723,R2723,86,31,41,38,13
2724,R2724,20,47,5,78,43
2725,R2725,85,24,46,30,35
2726,R2726,20,75,59,41,25
2727,R2727,52,39,11,39,99
2728,R2728,81,80,71,70,38
2729,R2729,66,10,1,65,86
2730,R2730,10,77,39,14,92
2731,R2731,31,89,44,90,84
2732,R2732,35,1,97,39,40
2733,R2733,86,7,93,39,58
2734,R2734,28,62,100,100,34
2735,R2735,7,19,50,52,19
2736,R2736,49,29,60,61,34
2737,R2737,81,92,17,78,59
2738,R2738,88,61,68,65,11
2739,R2739,77,100,71,57,97
2740,R2740,28,35,33,89,22
2741,R2741,21,8,63,22,65
2742,R2742,81,99,26,25,10
2743,R2743,4,46,75,90,66
2744,R2744,37,65,84,8,69
2745,R2745,69,15,59,92,73
2746,R2746,18,74,47,86,44
2747,R2747,75,33,7,49,53
2748,R2748,66,81,1,10,84
2749,R2749,47,92,100,67,85
2750,R2750,19,19,19,89,43
2751,R2751,44,14,79,71,83
2752,R2752,2,34,17,55,57
2753,R2753,36,88,66,53,73
2754,R2754,79,49,43,61,98
2755,R2755,5,85,13,89,52
2756,R2756,85,36,8,73,49
2757,R2757,48,92,100,60,2
2758,R2758,18,36,60,7,70
2759,R2759,14,89,94,64,43
2760,R2760,98,14,76,58,20
2761,R2761,91,89,48,4,91
2762,R2762,81,37,25,46,36
2763,R2763,29,45,73,41,67
2764,R2764,57,86,88,14,36
2765,R2765,64,45,76,50,18
2766,R2766,39,51,96,14,37
2767,R2767,47,87,43,2,5
2768,R2768,85,91,35,4,1
2769,R2769,22,49,40,57,79
2770,R2770,1,9,74,94,57
2771,R2771,77,94,59,93,48
2772,R2772,68,58,36,60,64
2773,R2773,60,74,40,85,59
2774,R2774,64,5,100,67,34
2775,R2775,8,22,65,24,82
2776,R2776,66,69,5,85,30
2777,R2777,33,66,16,19,68
2778,R2778,89,42,33,44,67
2779,R2779,6,21,94,77,58
2780,R2780,33,50,31,49,81
2781,R2781,55,80,39,32,76
2782,R2782,19,68,8,86,23
2783,R2783,100,1,83,16,91
2784,R2784,67,13,87,83,53
2785,R2785,10,77,66,57,71
2786,R2786,72,62,37,52,11
2787,R2787,25,46,92,64,75
2788,R2788,44,28,67,90,83
2789,R2789,35,81,24,6,77
2790,R2790,21,31,1,63,19
2791,R2791,18,2,12,37,4
2792,R2792,48,9,14,24,43
2793,R2793,1,60,97,56,14
2794,R2794,98,2,32,70,19
2795,R2795,94,77,50,29,93
2796,R2796,94,11,69,61,7
2797,R2797,35,75,93,66,61
2798,R2798,69,56,30,94,82
2799,R2799,17,64,58,50,47
2800,R2800,81,73,60,5,78
2801,R2801,74,29,87,13,59
2802,R2802,34,60,42,46,85
2803,R2803,36,30,31,81,55
2804,R2804,67,75,37,31,57
2805,R2805,6,52,97,32,41
2806,R2806,51,41,46,9,24
2807,R2807,77,59,61,21,74
2808,R2808,7,12,45,96,91
2809,R2809,88,82,76,4,53
2810,R2810,4,50,28,49,64
2811,R2811,6,49,37,58,78
2812,R2812,44,3,28,34,32
2813,R2813,16,100,69,100,77
2814,R2814,99,31,63,99,6
2815,R2815,31,98,3,64,50
2816,R2816,84,44,90,50,8
2817,R2817,86,61,84,66,74
2818,R2818,43,87,67,89,5
2819,R2819,79,21,38,29,61
2820,R2820,5,36,5,81,68
2821,R2821,10,65,85,17,60
2822,R2822,10,86,94,56,14
2823,R2823,78,21,83,13,47
2824,R2824,7,33,82,4,64
2825,R2825,36,76,76,46,70
2826,R2826,96,29,32,13,84
2827,R2827,39,13,63,76,35
2828,R2828,25,11,11,8,36
2829,R2829,63,59,96,92,65
2830,R2830,57,18,32,52,76
2831,R2831,56,16,12,61,24
2832,R2832,97,17,55,93,24
2833,R2833,52,66,98,57,75
2834,R2834,48,26,26,42,93
2835,R2835,34,92,52,33,11
2836,R2836,82,33,56,77,96
2837,R2837,42,45,25,89,96
2838,R2838,97,29,23,6,61
2839,R2839,62,4,96,71,17
2840,R2840,13,90,81,67,56
2841,R2841,48,36,54,23,39
2842,R2842,82,96,36,47,58
2843,R2843,93,70,32,74,53
2844,R2844,25,37,13,80,66
2845,R2845,14,66,56,47,46
2846,R2846,17,66,67,43,23
2847,R2847,25,64,65,59,97
2848,R2848,27,21,39,16,25
2849,R2849,34,21,39,67,36
2850,R2850,71,48,33,45,66
2851,R2851,97,64,41,21,68
2852,R2852,16,43,83,87,83
2853,R2853,95,83,27,61,63
2854,R2854,79,40,28,46,32
2855,R2855,57,35,53,9,78
2856,R2856,11,1,56,88,94
2857,R2857,41,99,32,35,43
2858,R2858,89,76,62,35,7
2859,R2859,45,89,60,46,39
2860,R2860,58,87,5,55,53
2861,R2861,82,58,34,16,33
2862,R2862,47,32,40,65,53
2863,R2863,93,74,94,9,89
2864,R2864,18,2,55,27,43
2865,R2865,76,16,47,3,71
2866,R2866,45,100,19,70,93
2867,R2867,62,17,72,43,48
2868,R2868,3,33,29,41,11
2869,R2869,64,96,7,78,59
2870,R2870,84,72,70,21,88
2871,R2871,52,21,69,19,33
2872,R2872,24,84,77,30,45
2873,R2873,47,58,63,41,24
2874,R2874,77,2,92,99,43
2875,R2875,43,18,12,12,12
2876,R2876,60,8,6,49,98
2877,R2877,3,3,43,87,81
2878,R2878,64,88,67,28,59
2879,R2879,44,44,80,62,31
2880,R2880,47,88,95,72,34
2881,R2881,38,15,81,64,99
2882,R2882,91,28,99,20,77
2883,R2883,97,40,79,95,70
2884,R2884,11,82,9,67,54
2885,R2885,66,56,92,10,15
2886,R2886,19,61,55,63,38
2887,R2887,48,46,21,27,92
2888,R2888,61,40,5,77,7
2889,R2889,31,16,71,80,85
2890,R2890,13,31,96,21,22
2891,R2891,28,90,7,19,27
2892,R2892,32,24,19,33,100
2893,R2893,77,7,2,44,37
2894,R2894,47,36,26,13,30
2895,R2895,38,36,94,1,41
2896,R2896,97,43,6,51,65
2897,R2897,69,62,31,97,78
2898,R2898,83,45,58,71,70
2899,R2899,53,79,71,48,64
2900,R2900,84,62,4,74,68
2901,R2901,82,95,81,39,88
2902,R2902,9,20,50,88,12
2903,R2903,64,86,39,23,18
2904,R2904,89,28,73,60,18
2905,R2905,90,67,16,55,75
2906,R2906,34,14,80,44,25
2907,R2907,16,81,4,80,85
2908,R2908,62,63,42,84,94
2909,R2909,18,47,13,100,46
2910,R2910,36,77,85,50,22
2911,R2911,19,32,78,79,93
2912,R2912,58,39,60,8,89
2913,R2913,69,77,54,22,98
2914,R2914,89,30,98,38,76
2915,R2915,48,53,100,67,80
2916,R2916,4,92,33,36,22
2917,R2917,76,72,86,60,78
2918,R2918,48,46,93,56,60
2919,R2919,64,14,73,79,48
2920,R2920,34,93,4,49,97
2921,R2921,59,19,47,14,21
2922,R2922,11,100,20,54,24
2923,R2923,96,6,37,100,78
2924,R2924,63,93,36,34,98
2925,R2925,21,17,55,62,77
2926,R2926,58,8,65,44,33
2927,R2927,61,18,1,19,37
2928,R2928,97,1,57,70,96
2929,R2929,7,79,48,68,72
2930,R2930,12,98,8,22,67
2931,R2931,51,39,23,84,20
2932,R2932,17,95,33,86,16
2933,R2933,71,60,19,62,86
2934,R2934,38,75,38,86,79
2935,R2935,40,82,43,23,83
2936,R2936,41,90,64,34,49
2937,R2937,44,58,76,13,89
2938,R2938,15,71,61,24,63
2939,R2939,61,8,53,91,84
2940,R2940,100,49,50,39,82
2941,R2941,7,60,76,57,13
2942,R2942,86,52,27,26,10
2943,R2943,35,90,46,42,5
2944,R2944,69,14,91,60,61
2945,R2945,11,49,95,40,51
2946,R2946,52,97,96,41,49
2947,R2947,37,76,69,50,48
2948,R2948,56,35,33,10,27
2949,R2949,51,59,12,51,4
2950,R2950,32,51,74,23,12
2951,R2951,94,80,71,61,86
2952,R2952,61,23,82,30,9
2953,R2953,8,32,77,49,86
2954,R2954,98,72,92,58,41
2955,R2955,49,50,64,46,30
2956,R2956,81,42,2,47,46
2957,R2957,81,77,77,73,64
2958,R2958,90,18,85,73,46
2959,R2959,72,20,26,25,4
2960,R2960,85,63,18,64,28
2961,R2961,77,46,95,13,41
2962,R2962,57,97,62,40,31
2963,R2963,56,26,11,87,86
2964,R2964,10,70,75,52,41
2965,R2965,85,99,15,94,30
2966,R2966,66,54,65,32,26
2967,R2967,50,9,17,53,29
2968,R2968,96,79,69,73,38
2969,R2969,56,13,72,54,45
2970,R2970,17,38,9,53,86
2971,R2971,52,28,53,53,86
2972,R2972,89,40,93,40,25
2973,R2973,4,36,79,27,64
2974,R2974,68,47,57,71,3
2975,R2975,84,60,75,34,93
2976,R2976,77,5,61,90,64
2977,R2977,48,32,98,18,64
2978,R2978,35,85,84,60,25
2979,R2979,97,38,30,86,42
2980,R2980,7,45,38,59,39
2981,R2981,85,75,99,96,91
2982,R2982,10,49,35,70,94
2983,R2983,3,22,100,7,90
2984,R2984,64,99,94,37,38
2985,R2985,82,2,21,95,94
2986,R2986,69,73,60,9,85
2987,R2987,4,42,80,93,75
2988,R2988,84,83,62,70,39
2989,R2989,76,90,14,67,33
2990,R2990,22,27,98,8,50
2991,R2991,76,14,58,47,6
2992,R2992,16,41,100,92,64
2993,R2993,67,63,20,24,5
2994,R2994,29,64,49,51,9
2995,R2995,1,88,85,77,8
2996,R2996,21,39,94,78,42
2997,R2997,88,99,35,87,33
2998,R2998,88,93,4,33,83
2999,R2999,77,82,53,45,23
3000,R3000,89,13,53,62,28
3001,R3001,91,84,76,64,25
3002,R3002,35,33,17,91,45
3003,R3003,18,62,54,56,53
3004,R3004,11,1,55,52,1
3005,R3005,21,39,37,56,44
3006,R3006,15,49,64,19,86
3007,R3007,20,13,15,63,40
3008,R3008,82,63,1,96,72
3009,R3009,25,78,54,43,77
3010,R3010,96,44,72,72,69
3011,R3011,84,40,68,14,14
3012,R3012,42,43,95,89,51
3013,R3013,60,85,71,5,37
3014,R3014,84,58,87,22,17
3015,R3015,16,33,18,86,12
3016,R3016,71,16,41,95,4
3017,R3017,74,29,80,81,42
3018,R3018,7,29,90,8,58
3019,R3019,48,16,74,49,23
3020,R3020,95,14,72,7,78
3021,R3021,38,1,40,5,40
3022,R3022,11,17,94,1,23
3023,R3023,76,44,13,74,44
3024,R3024,31,60,66,25,17
3025,R3025,46,83,55,54,67
3026,R3026,64,43,23,68,4
3027,R3027,56,37,49,23,100
3028,R3028,83,27,40,73,24
3029,R3029,39,70,66,30,88
3030,R3030,89,97,66,79,95
3031,R3031,90,20,39,81,35
3032,R3032,29,32,54,43,95
3033,R3033,73,52,97,81,77
3034,R3034,28,49,83,93,1
3035,R3035,77,40,75,23,14
3036,R3036,88,11,5,35,2
3037,R3037,29,46,70,93,27
3038,R3038,43,61,39,45,91
3039,R3039,97,7,96,64,15
3040,R3040,93,22,48,91,62
3041,R3041,21,20,54,96,3
3042,R3042,31,42,87,95,57
3043,R3043,64,47,67,75,92
3044,R3044,69,72,52,85,45
3045,R3045,4,56,8,60,10
3046,R3046,79,22,7,46,99
3047,R3047,52,63,94,17,9
3048,R3048,15,50,54,21,36
3049,R3049,88,72,66,50,79
3050,R3050,86,19,95,36,78
3051,R3051,62,58,88,31,29
3052,R3052,23,29,55,34,87
3053,R3053,64,28,45,59,22
3054,R3054,71,28,37,95,38
3055,R3055,34,19,62,70,70
3056,R3056,84,81,35,54,92
3057,R3057,79,34,4,79,72
3058,R3058,54,95,58,73,1
3059,R3059,24,23,77,28,82
3060,R3060,8,51,42,44,88
3061,R3061,37,89,33,38,52
3062,R3062,91,23,84,85,82
3063,R3063,15,10,84,74,54
3064,R3064,20,89,90,31,75
3065,R3065,72,61,15,33,15
3066,R3066,37,30,9,58,4
3067,R3067,63,25,36,54,20
3068,R3068,50,88,5,98,56
3069,R3069,81,64,64,58,79
3070,R3070,49,13,9,9,100
3071,R3071,100,38,2,28,65
3072,R3072,60,4,95,38,29
3073,R3073,53,23,52,3,84
3074,R3074,17,36,69,14,58
3075,R3075,82,48,77,17,44
3076,R3076,79,89,37,44,22
3077,R3077,79,78,74,99,63
3078,R3078,8,24,25,65,87
3079,R3079,15,94,29,46,47
3080,R3080,73,74,45,4,83
3081,R3081,46,14,92,30,64
3082,R3082,74,79,66,86,39
3083,R3083,49,44,44,61,34
3084,R3084,31,13,59,47,27
3085,R3085,18,67,50,53,81
3086,R3086,81,93,47,70,28
3087,R3087,52,65,14,26,67
3088,R3088,52,66,87,77,40
3089,R3089,26,76,77,38,55
3090,R3090,58,66,49,87,61
3091,R3091,43,22,66,24,16
3092,R3092,24,78,8,83,53
3093,R3093,100,98,93,78,21
3094,R3094,21,84,23,64,80
3095,R3095,47,90,68,35,94
3096,R3096,4,85,8,36,67
3097,R3097,53,21,48,26,68
3098,R3098,26,56,87,63,23
3099,R3099,79,57,80,100,67
3100,R3100,46,11,25,22,13
3101,R3101,19,90,20,33,27
3102,R3102,18,14,46,11,6
3103,R3103,62,29,67,47,40
3104,R3104,75,29,31,27,77
3105,R3105,65,74,32,36,21
3106,R3106,31,91,14,18,79
3107,R3107,34,100,65,97,98
3108,R3108,23,17,89,37,86
3109,R3109,1,51,78,97,56
3110,R3110,20,63,34,88,56
3111,R3111,72,69,31,60,80
3112,R3112,28,12,39,28,50
3113,R3113,73,39,57,86,98
3114,R3114,68,14,37,3,18
3115,R3115,58,6,10,4,5
3116,R3116,75,75,41,65,56
3117,R3117,92,48,23,64,97
3118,R3118,96,36,89,68,58
3119,R3119,81,99,77,6,43
3120,R3120,39,66,16,7,41
3121,R3121,89,29,9,4,57
3122,R3122,61,63,8,60,83
3123,R3123,79,23,54,43,79
3124,R3124,87,12,95,96,2
3125,R3125,51,40,31,63,9
3126,R3126,37,9,21,98,92
3127,R3127,26,44,77,38,47
3128,R3128,30,66,61,24,21
3129,R3129,78,72,28,55,47
3130,R3130,34,12,93,14,36
3131,R3131,27,3,69,93,47
3132,R3132,28,37,80,74,91
3133,R3133,80,58,75,54,76
3134,R3134,80,26,98,23,81
3135,R3135,14,79,8,95,80
3136,R3136,61,31,47,36,30
3137,R3137,41,28,80,73,95
3138,R3138,7,41,34,52,55
3139,R3139,29,72,64,32,28
3140,R3140,54,76,4,60,27
3141,R3141,30,3,96,27,79
3142,R3142,59,85,67,59,69
3143,R3143,60,69,65,12,56
3144,R3144,87,97,48,84,90
3145,R3145,53,8,95,47,29
3146,R3146,63,85,21,90,89
3147,R3147,12,80,27,86,19
3148,R3148,22,30,67,4,16
3149,R3149,61,41,81,19,58
3150,R3150,93,86,62,70,47
3151,R3151,79,62,6,74,28
3152,R3152,27,2,67,35,58
3153,R3153,47,19,16,46,35
3154,R3154,72,51,75,53,68
3155,R3155,18,41,19,46,47
3156,R3156,17,50,39,86,96
3157,R3157,92,40,33,52,94
3158,R3158,33,33,31,95,4
3159,R3159,49,94,42,93,39
3160,R3160,44,95,86,6,11
3161,R3161,42,33,4,25,66
3162,R3162,84,69,93,82,65
3163,R3163,68,27,47,91,5
3164,R3164,64,55,7,69,75
3165,R3165,31,50,15,49,35
3166,R3166,18,48,86,21,33
3167,R3167,45,55,69,66,91
3168,R3168,91,92,24,47,7
3169,R3169,41,11,21,12,27
3170,R3170,49,92,91,69,47
3171,R3171,86,83,17,87,31
3172,R3172,50,1,58,74,28
3173,R3173,75,92,80,65,64
3174,R3174,14,72,24,52,11
3175,R3175,38,96,78,41,10
3176,R3176,3,46,64,100,24
3177,R3177,2,43,45,32,34
3178,R3178,19,92,90,86,7
3179,R3179,52,91,55,54,3
3180,R3180,7,37,89,79,12
3181,R3181,78,90,15,80,50
3182,R3182,35,77,48,43,7
3183,R3183,61,88,67,54,25
3184,R3184,79,32,65,95,61
3185,R3185,3,44,51,66,25
3186,R3186,37,89,3,9,10
3187,R3187,75,21,95,97,42
3188,R3188,25,85,97,29,63
3189,R3189,76,65,84,1,99
3190,R3190,21,71,68,28,33
3191,R3191,30,37,28,67,45
3192,R3192,92,75,31,46,60
3193,R3193,18,70,70,51,64
3194,R3194,45,100,97,55,45
3195,R3195,63,99,12,54,83
3196,R3196,56,24,19,68,97
3197,R3197,78,57,23,12,21
3198,R3198,63,83,33,16,14
3199,R3199,12,79,7,10,27
3200,R3200,74,80,67,8,27
3201,R3201,89,4,57,81,88
3202,R3202,60,62,96,65,79
3203,R3203,57,40,79,8,43
3204,R3204,43,65,4,41,55
3205,R3205,73,36,19,56,6
3206,R3206,64,2,77,79,87
3207,R3207,92,89,66,98,67
3208,R3208,10,60,99,45,68
3209,R3209,30,34,61,85,61
3210,R3210,43,2,61,74,51
3211,R3211,80,25,64,5,22
3212,R3212,31,82,98,96,99
3213,R3213,84,43,95,8,69
3214,R3214,92,1,12,52,34
3215,R3215,13,46,100,54,44
3216,R3216,74,100,29,82,79
3217,R3217,27,69,98,27,29
3218,R3218,49,3,25,36,3
3219,R3219,47,11,48,62,71
3220,R3220,27,42,40,93,21
3221,R3221,41,17,67,92,92
3222,R3222,58,23,54,58,82
3223,R3223,88,42,80,59,22
3224,R3224,58,32,64,3,27
3225,R3225,30,41,66,32,40
3226,R3226,43,44,26,88,79
3227,R3227,35,27,47,63,53
3228,R3228,92,13,81,50,58
3229,R3229,33,99,26,69,7
3230,R3230,20,82,38,13,6
3231,R3231,67,81,58,98,80
3232,R3232,87,23,53,31,59
3233,R3233,86,27,41,30,49
3234,R3234,51,90,46,38,75
3235,R3235,80,66,86,71,20
3236,R3236,30,35,93,90,22
3237,R3237,28,49,35,49,33
3238,R3238,20,41,5,66,40
3239,R3239,8,21,80,33,40
3240,R3240,8,44,74,46,3
3241,R3241,64,97,39,23,14
3242,R3242,49,83,93,36,1
3243,R3243,52,74,96,61,87
