id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
5316,R5316,2441,210,32,1020,-1,4669,166,199,184,869
5317,R5317,3432,130,4,1118,212,3278,160,199,70,683
5318,R5318,3076,27,3,1140,-24,3188,104,197,216,4718
5319,R5319,2704,80,30,932,114,832,150,153,45,5095
5320,R5320,2071,181,8,345,15,1711,188,242,36,2502
5321,R5321,3131,112,9,179,41,2508,212,188,71,1431
5322,R5322,3452,328,21,1128,42,1087,80,174,15,1271
5323,R5323,3581,326,0,1087,-47,1367,201,251,1,1791
5324,R5324,3138,301,42,588,-43,1894,218,247,156,4348
5325,R5325,2359,30,7,366,320,199,249,241,187,4386
5326,R5326,2678,182,23,1004,-21,351,81,144,104,3942
5327,R5327,3309,338,7,586,-90,1261,236,231,37,1285
5328,R5328,3268,273,31,172,-96,642,119,246,31,3664
5329,R5329,3110,199,30,1157,136,3156,138,185,239,4824
5330,R5330,2914,160,2,357,412,5335,111,146,77,2203
5331,R5331,3638,277,26,409,-71,2410,180,159,158,2421
5332,R5332,3158,213,5,792,398,4861,111,208,62,3413
5333,R5333,1936,22,26,399,-115,2901,115,165,194,5696
5334,R5334,3627,309,7,513,50,4126,89,170,168,5109
5335,R5335,3711,197,15,640,-115,1485,237,212,115,135
5336,R5336,2042,106,31,1003,292,3900,99,143,59,2194
5337,R5337,2167,26,20,1005,388,4882,219,136,167,233
5338,R5338,3053,167,37,431,141,2003,207,227,148,3822
5339,R5339,2616,304,26,1028,6,9,217,202,232,4973
5340,R5340,2753,308,24,296,97,3538,209,225,41,126
5341,R5341,2442,18,7,745,126,3502,186,222,184,5682
5342,R5342,2332,130,1,557,15,5218,229,227,230,3241
5343,R5343,3205,62,15,912,140,1921,192,165,180,4988
5344,R5344,3291,35,7,197,-97,5317,111,163,58,1839
5345,R5345,2011,110,4,963,57,3109,133,220,119,2184
5346,R5346,2023,334,2,1191,158,4269,130,213,204,1037
5347,R5347,3230,217,15,1103,-92,3564,157,243,161,3215
5348,R5348,3317,51,6,416,306,2685,252,164,181,3254
5349,R5349,3459,319,32,531,325,205,191,142,213,5262
5350,R5350,3845,12,20,1008,-39,2795,93,245,118,4930
5351,R5351,2655,228,13,1145,279,133,77,195,151,3610
5352,R5352,2330,186,41,1054,249,1424,137,135,99,5825
5353,R5353,2229,217,25,146,-6,2303,222,164,100,3315
5354,R5354,3519,338,1,468,146,280,224,226,23,3485
5355,R5355,2551,348,2,383,420,2964,167,184,20,5540
5356,R5356,2988,279,22,837,304,1370,95,206,158,2643
5357,R5357,2495,228,35,1029,-79,3613,149,140,158,3083
5358,R5358,3331,281,16,1199,-28,1325,147,212,70,3794
5359,R5359,2679,202,17,943,44,2854,226,149,35,2807
5360,R5360,2831,261,24,658,-52,4765,190,233,42,4654
5361,R5361,2551,87,7,1112,106,2817,175,234,24,5447
5362,R5362,2808,227,15,286,311,849,161,251,52,1316
5363,R5363,3551,147,24,364,214,1688,133,152,96,1910
5364,R5364,2567,61,26,1128,115,5250,215,187,126,3087
5365,R5365,3472,84,7,1159,-51,2653,87,223,203,1471
5366,R5366,3831,342,18,186,303,3991,90,125,113,2010
5367,R5367,3226,355,20,444,97,4787,206,252,64,3763
5368,R5368,2458,54,21,56,214,3947,118,167,33,4432
5369,R5369,3800,73,8,217,318,3798,152,132,223,4952
5370,R5370,2869,54,18,389,220,305,117,207,223,479
5371,R5371,1868,23,15,143,-97,3435,108,208,118,1508
5372,R5372,3624,117,29,199,22,4669,247,203,88,3008
5373,R5373,2672,338,41,606,65,2378,202,248,157,2354
5374,R5374,1875,139,10,223,167,5351,177,171,247,3939
5375,R5375,2090,91,10,1209,241,468,216,193,70,3735
5376,R5376,2182,7,21,992,292,3653,215,175,143,2290
5377,R5377,2758,177,43,31,116,2738,87,228,181,4785
5378,R5378,2471,4,13,1137,-27,3016,145,203,152,864
5379,R5379,3071,93,23,1079,-89,5241,108,223,60,5741
5380,R5380,3090,190,21,371,354,4882,96,143,117,996
5381,R5381,3169,109,34,317,79,3874,71,148,219,5810
5382,R5382,2552,33,20,231,387,2995,195,227,56,3442
5383,R5383,2216,79,32,393,153,4206,176,183,78,1085
5384,R5384,2617,77,40,1215,177,1852,145,177,239,4682
5385,R5385,2873,242,11,1199,98,2306,183,167,200,3290
5386,R5386,2106,250,15,1087,185,420,207,141,203,3036
5387,R5387,3616,61,18,285,9,3671,84,240,175,4677
5388,R5388,2738,81,34,101,168,2317,230,250,94,632
5389,R5389,2491,265,11,955,215,782,180,209,0,3023
5390,R5390,3147,194,14,461,320,175,126,159,63,3458
5391,R5391,3677,334,9,928,235,1040,240,250,118,3803
5392,R5392,2064,231,11,244,-84,2983,115,162,219,825
5393,R5393,1965,227,24,587,342,1162,249,234,47,1050
5394,R5394,3198,90,29,78,258,2484,138,242,191,5706
5395,R5395,1938,104,3,729,303,2633,71,221,109,2285
5396,R5396,2343,8,15,711,16,204,88,237,40,924
5397,R5397,3459,292,22,510,284,81,231,146,146,5158
5398,R5398,2526,186,16,1003,-45,3270,164,138,131,5023
5399,R5399,2143,17,27,72,299,2754,223,237,164,5451
5400,R5400,3814,230,2,1163,333,4663,118,234,18,5737
5401,R5401,2934,229,10,554,29,3003,227,174,84,5364
5402,R5402,2858,86,25,218,130,4210,201,250,2,5410
5403,R5403,2146,112,42,500,-107,3228,225,224,13,1041
5404,R5404,3501,12,10,979,389,4635,253,143,60,1052
5405,R5405,3398,222,32,96,104,2656,224,214,247,4857
5406,R5406,2170,179,28,876,96,4134,169,202,40,2848
5407,R5407,2688,137,10,151,308,4651,137,176,141,4427
5408,R5408,3659,95,30,1098,250,1696,207,237,212,2331
5409,R5409,2736,266,19,700,282,2975,106,163,219,2086
5410,R5410,2524,300,0,553,185,2979,152,141,53,3364
5411,R5411,1902,279,17,206,67,1041,199,227,49,5480
5412,R5412,1864,168,9,1050,354,2255,76,239,11,4246
5413,R5413,3632,338,42,1000,-8,4506,250,161,100,2719
5414,R5414,3547,311,28,399,388,1433,110,191,175,1475
5415,R5415,3178,22,42,510,67,710,167,249,178,1242
5416,R5416,2131,350,6,656,329,1912,145,137,141,2345
5417,R5417,2176,233,20,985,145,2853,148,183,225,1302
5418,R5418,3085,176,19,572,-114,779,191,154,53,5769
5419,R5419,2429,211,33,179,5,4189,206,191,221,4372
5420,R5420,2963,307,31,270,8,3404,217,156,208,3390
5421,R5421,2374,128,38,565,-47,5152,200,198,237,1374
5422,R5422,2494,34,24,127,211,144,172,154,29,3290
5423,R5423,3680,257,38,347,193,93,228,169,31,5314
5424,R5424,2759,311,37,476,172,1032,87,167,87,1982
5425,R5425,1903,332,29,1035,386,5097,141,231,36,5581
5426,R5426,2803,253,12,181,228,1880,186,180,33,1436
5427,R5427,3169,84,1,384,39,4506,183,160,22,4997
5428,R5428,2976,192,35,779,171,4270,130,190,38,3697
5429,R5429,3691,199,21,1142,296,2569,224,247,180,718
5430,R5430,2392,318,27,482,160,4606,161,157,188,3148
5431,R5431,2382,154,17,114,-112,3342,141,230,242,5736
5432,R5432,3654,198,16,978,12,1329,144,146,246,2812
5433,R5433,3378,334,1,616,287,3951,140,196,248,3356
5434,R5434,3160,327,39,15,381,4679,168,235,40,3730
5435,R5435,2863,308,15,907,-97,325,149,140,182,3350
5436,R5436,2016,148,25,645,343,2964,225,212,126,3475
5437,R5437,2968,328,14,19,177,562,138,162,7,649
5438,R5438,3320,205,40,536,270,3645,128,183,161,4900
5439,R5439,1968,184,5,1059,219,5373,252,184,144,2201
5440,R5440,3039,316,10,958,-3,1532,97,172,145,5460
5441,R5441,2876,14,22,955,404,3041,231,232,112,4588
5442,R5442,2111,46,13,664,394,4683,139,161,4,3912
5443,R5443,3616,128,7,994,33,5353,72,221,239,1404
5444,R5444,1988,145,41,1118,359,1300,223,194,84,2526
5445,R5445,3540,26,15,945,365,1606,228,154,173,1083
5446,R5446,3803,71,8,740,107,4473,177,217,104,5526
5447,R5447,2728,110,3,1185,90,4639,210,127,130,5566
5448,R5448,2951,123,22,309,-112,1992,108,230,146,4739
5449,R5449,2745,336,25,682,-11,3672,157,176,174,879
5450,R5450,3579,213,38,311,-44,614,186,238,153,5470
5451,R5451,3081,6,4,1174,-109,4574,222,178,125,1873
5452,R5452,2992,31,6,770,114,5220,236,251,246,4270
5453,R5453,3779,258,13,697,58,5282,233,179,177,918
5454,R5454,3792,117,42,728,368,1078,149,254,132,1742
5455,R5455,1970,337,31,119,78,2244,252,166,159,5839
5456,R5456,2304,183,2,385,319,4202,181,244,69,1398
5457,R5457,2587,275,21,1084,267,1502,220,139,77,596
5458,R5458,3847,201,21,1083,403,778,169,249,23,3519
5459,R5459,3307,268,35,1178,282,2170,137,207,45,1153
5460,R5460,2564,25,27,796,115,945,165,200,37,3372
5461,R5461,3378,144,40,713,-95,3399,171,167,87,1890
5462,R5462,3821,38,2,163,-102,1499,224,145,181,5417
5463,R5463,2368,136,21,489,303,1439,91,146,90,5664
5464,R5464,1960,90,15,139,89,3713,187,212,211,3833
5465,R5465,3468,29,1,45,382,3836,165,175,155,289
5466,R5466,3421,131,38,1170,393,2843,73,137,167,4242
5467,R5467,3051,268,9,13,80,562,81,159,133,5139
5468,R5468,1910,181,41,1143,170,3859,92,224,194,5827
5469,R5469,2147,66,27,506,112,802,132,206,144,1490
5470,R5470,1945,306,3,498,266,3979,195,165,221,5209
5471,R5471,2351,207,32,945,110,347,150,197,180,2753
5472,R5472,3065,150,7,1213,227,5240,174,143,75,2676
5473,R5473,3612,215,23,1007,1,1857,250,136,137,657
5474,R5474,3508,109,35,456,383,1488,82,207,117,4690
5475,R5475,2626,9,0,47,-101,574,233,175,24,2526
5476,R5476,2805,62,28,664,350,1648,167,253,60,4701
5477,R5477,3217,20,13,887,336,4399,202,251,98,2756
5478,R5478,3752,268,22,169,-6,4855,159,212,135,558
5479,R5479,3418,12,9,794,216,4101,118,237,21,4116
5480,R5480,2107,110,23,702,-2,3350,195,150,104,4952
5481,R5481,2312,242,30,69,-53,3998,109,243,227,3605
5482,R5482,2510,214,19,974,-81,2161,129,189,155,1131
5483,R5483,3118,3,42,854,211,1730,84,200,209,3814
5484,R5484,2295,100,27,470,206,4883,112,126,199,4215
5485,R5485,3603,131,8,67,-109,2054,73,245,104,2284
5486,R5486,2486,149,18,1164,277,4836,192,125,173,5505
5487,R5487,2332,229,41,794,-20,5455,172,130,234,2585
5488,R5488,2370,140,34,572,-38,4594,92,137,106,5678
5489,R5489,1909,303,38,719,260,1491,233,251,112,4252
5490,R5490,2457,139,43,1206,87,2034,118,199,184,2113
5491,R5491,3850,161,26,550,385,4789,104,137,225,3186
5492,R5492,2847,215,16,953,185,1316,203,156,41,2379
5493,R5493,2217,322,14,878,363,4163,83,138,40,5435
5494,R5494,2704,245,19,645,353,4871,201,164,125,3722
5495,R5495,3416,96,10,1174,-65,491,96,204,183,124
5496,R5496,3220,175,29,820,73,908,209,144,175,5303
5497,R5497,2936,40,33,758,-22,414,182,213,221,205
5498,R5498,1914,210,36,449,16,1699,201,156,232,5137
5499,R5499,2379,220,14,1187,232,4633,183,200,238,3516
5500,R5500,3413,68,36,398,-80,1781,227,150,208,5055
5501,R5501,1913,18,14,945,27,3897,74,160,122,2429
5502,R5502,2594,284,34,53,97,3880,228,233,60,880
5503,R5503,3153,246,33,16,69,3578,213,220,44,3561
5504,R5504,3259,11,30,257,229,1812,234,197,208,3684
5505,R5505,2671,323,1,828,210,3874,176,241,30,1100
5506,R5506,2900,315,35,1107,-110,645,177,175,47,4114
5507,R5507,2286,350,42,655,15,1108,206,215,118,5065
5508,R5508,3111,196,15,958,252,4931,153,238,98,2846
5509,R5509,3322,78,35,987,-21,5350,138,140,200,4434
5510,R5510,2845,65,5,82,159,1118,164,208,41,2383
5511,R5511,2688,35,5,50,-23,1864,119,139,81,4429
5512,R5512,3453,291,8,465,239,3707,143,190,136,2007
5513,R5513,2532,319,6,554,127,2547,117,164,72,207
5514,R5514,3449,218,1,1106,11,2713,156,156,51,5480
5515,R5515,3762,294,23,692,391,2960,212,163,143,2515
5516,R5516,3168,288,34,166,30,327,232,234,104,5341
5517,R5517,1999,59,39,561,15,4536,107,159,191,1415
5518,R5518,2628,94,0,1154,-66,1171,237,135,177,2725
5519,R5519,2164,338,23,1196,26,3286,221,180,90,4526
5520,R5520,2769,240,38,987,94,3110,222,165,98,1536
5521,R5521,2208,123,27,520,136,1020,93,171,195,4973
5522,R5522,2028,283,13,176,-2,1714,97,159,29,4660
5523,R5523,2722,102,0,408,-5,3816,171,236,215,4330
5524,R5524,2019,0,21,46,221,1673,161,142,19,1687
5525,R5525,2132,205,6,903,-66,3576,253,242,161,4719
5526,R5526,2298,257,3,863,402,2828,226,184,155,5468
5527,R5527,3568,262,42,558,82,493,118,193,72,2739
5528,R5528,3218,306,12,1100,275,4054,105,170,208,3500
5529,R5529,2887,350,36,1014,122,2118,71,155,65,4031
5530,R5530,2179,141,43,162,313,704,206,186,5,3806
5531,R5531,2844,127,3,782,356,1670,130,182,169,614
5532,R5532,2456,345,19,9,294,5453,146,149,174,4719
5533,R5533,3116,179,22,84,259,742,169,210,110,1088
5534,R5534,3828,305,4,656,81,3368,85,191,23,1192
5535,R5535,3421,36,39,514,131,730,248,129,204,2218
5536,R5536,2594,293,31,4,80,3867,141,156,11,4150
5537,R5537,2509,194,43,326,-113,1708,85,225,114,4252
5538,R5538,3532,76,13,612,108,153,180,149,154,2681
5539,R5539,3667,292,43,389,107,4110,83,238,222,1428
5540,R5540,2307,116,34,452,412,832,129,216,118,734
5541,R5541,2184,222,41,630,-28,4412,87,161,130,5798
5542,R5542,2138,61,6,843,107,1100,158,253,22,2020
5543,R5543,2320,215,2,859,148,2160,244,238,126,1839
5544,R5544,2731,33,11,1080,383,145,176,178,107,4576
5545,R5545,3259,164,1,797,372,3974,73,201,246,5404
5546,R5546,3177,326,20,1145,13,2852,113,183,103,3285
5547,R5547,3741,68,41,314,-7,4746,98,216,28,2289
5548,R5548,3059,226,1,373,365,4181,155,169,20,2670
5549,R5549,3346,170,23,874,243,4194,195,152,109,4311
5550,R5550,2487,87,31,501,-89,4363,128,232,130,137
5551,R5551,2483,284,20,311,-54,1336,164,201,30,2544
5552,R5552,2154,296,41,362,7,1965,91,211,87,1135
5553,R5553,3131,182,38,86,195,2468,169,241,240,4162
5554,R5554,2096,101,0,7,-43,1108,140,202,68,4435
5555,R5555,2764,148,11,58,181,989,71,181,46,1163
5556,R5556,3138,178,5,331,-95,603,94,182,115,277
5557,R5557,2497,213,35,1198,341,1793,176,251,123,2671
5558,R5558,3742,131,0,1145,-100,3274,175,214,1,5040
5559,R5559,2269,115,38,11,-51,1334,72,215,86,651
5560,R5560,2947,125,15,61,398,4942,224,203,221,838
5561,R5561,3623,359,31,236,-11,3406,135,158,220,464
5562,R5562,2150,10,29,879,72,291,235,212,234,3267
5563,R5563,3823,329,27,688,310,2397,251,171,1,5306
5564,R5564,2956,173,24,137,190,4302,98,196,24,714
5565,R5565,2871,221,22,437,39,1787,243,145,59,353
5566,R5566,3651,256,41,180,325,2104,160,224,194,3456
5567,R5567,3429,308,16,805,-35,3201,111,215,90,4949
5568,R5568,2274,153,29,1166,312,634,249,141,187,1410
5569,R5569,1910,14,38,695,419,101,180,170,106,4388
5570,R5570,2100,355,6,980,408,2561,131,142,64,254
5571,R5571,2774,171,25,1195,-41,133,126,208,24,5428
5572,R5572,2293,97,42,872,356,919,178,218,129,1393
5573,R5573,2117,57,38,655,267,2095,128,129,122,5295
5574,R5574,2593,30,5,456,387,3512,250,248,69,1335
5575,R5575,2173,108,27,944,3,4744,222,186,220,700
5576,R5576,3061,298,5,1023,315,990,84,175,45,3452
5577,R5577,2722,56,38,822,11,4752,151,150,14,1188
5578,R5578,2288,29,1,384,293,4598,138,221,189,5201
5579,R5579,2518,346,32,344,302,4279,252,228,142,3259
5580,R5580,3750,267,35,1015,375,140,114,185,169,3804
5581,R5581,2001,292,26,1176,93,3568,181,231,142,5672
5582,R5582,2789,104,13,270,248,2714,194,248,238,1067
5583,R5583,2060,125,25,945,-55,5045,112,221,239,734
5584,R5584,2908,57,11,908,406,668,177,175,160,696
5585,R5585,2134,335,34,943,268,4563,249,135,230,1317
5586,R5586,3710,268,8,437,128,2590,179,178,24,4591
5587,R5587,3297,312,19,967,-107,4481,198,166,43,3091
5588,R5588,1960,21,8,365,130,4215,199,133,103,419
5589,R5589,3662,258,9,827,12,2365,133,187,67,1129
5590,R5590,2586,256,40,1132,188,5249,88,199,164,4875
5591,R5591,2546,198,13,72,36,2699,233,232,102,994
5592,R5592,2566,198,36,598,258,604,154,193,52,5776
5593,R5593,2368,112,42,690,25,2981,92,222,58,1472
5594,R5594,3511,94,38,1154,200,3530,204,224,222,741
5595,R5595,3072,112,29,734,-56,1944,182,231,77,3508
5596,R5596,2632,320,2,1109,-19,1951,82,202,76,160
5597,R5597,3595,65,35,105,392,715,74,231,158,3956
5598,R5598,1883,7,22,108,41,4746,205,245,211,504
5599,R5599,2401,138,41,710,313,2611,200,219,64,2494
5600,R5600,3714,134,24,650,-26,2937,200,130,83,1459
5601,R5601,3330,111,3,430,245,1453,221,245,114,3203
5602,R5602,3367,272,27,608,126,4173,118,163,144,3334
5603,R5603,1965,3,11,881,238,2601,121,163,235,1886
5604,R5604,3020,18,38,1207,196,2677,213,232,83,1421
5605,R5605,3598,355,20,298,137,4878,151,225,110,3153
5606,R5606,3520,165,2,77,84,4373,75,174,125,205
5607,R5607,3678,316,28,957,410,3333,180,145,52,2945
5608,R5608,3268,98,16,936,309,4603,115,194,249,5156
5609,R5609,3782,284,20,915,121,3318,168,193,33,2473
5610,R5610,2406,233,38,30,402,4279,183,209,160,1365
5611,R5611,2546,332,24,665,-94,1741,230,233,206,3872
5612,R5612,1910,7,33,533,387,4537,198,244,191,3388
5613,R5613,3499,194,3,662,250,4986,227,218,219,4127
5614,R5614,3038,143,3,1033,265,1913,143,161,212,4270
5615,R5615,2301,163,25,67,255,3584,156,244,170,5697
5616,R5616,3694,227,12,917,158,3100,135,155,42,4798
5617,R5617,2479,105,3,793,214,2321,250,226,214,1465
5618,R5618,2391,17,32,967,141,410,111,186,104,3741
5619,R5619,2869,229,10,1093,43,5097,147,226,219,3065
5620,R5620,2390,324,0,469,103,2067,204,213,109,2231
5621,R5621,3549,9,42,803,368,473,192,149,63,5034
5622,R5622,2853,159,34,187,411,1648,93,188,70,672
5623,R5623,3069,343,4,300,222,4802,143,188,40,1847
5624,R5624,3527,359,2,632,148,456,226,170,241,5185
5625,R5625,2834,34,20,777,239,1151,210,243,178,5547
5626,R5626,2712,299,18,1101,406,1949,92,199,124,1454
5627,R5627,2842,29,36,973,-56,4164,101,211,205,1241
5628,R5628,3536,281,22,117,-86,3389,113,139,41,4205
5629,R5629,2446,143,27,409,74,1062,172,143,207,2594
5630,R5630,2514,293,30,247,131,3728,254,240,2,4934
5631,R5631,2831,211,1,368,304,1034,85,221,191,3127
5632,R5632,3585,149,26,897,217,147,209,202,37,4428
5633,R5633,2817,25,1,917,28,2360,97,213,194,621
5634,R5634,2095,299,34,487,416,1554,160,198,137,2617
5635,R5635,1926,172,22,97,40,4335,159,235,210,2459
5636,R5636,2020,92,17,223,-21,607,210,206,57,5318
5637,R5637,2871,310,18,27,300,1948,217,171,169,701
5638,R5638,2794,18,38,695,362,1746,191,125,74,3707
5639,R5639,2682,7,12,1171,-93,1097,83,230,213,3541
5640,R5640,2803,224,24,252,139,934,163,253,114,1295
5641,R5641,3341,173,42,818,-8,2773,191,169,83,3264
5642,R5642,2153,174,36,322,114,3734,143,217,163,5358
5643,R5643,1995,140,32,64,178,4562,77,162,59,1698
5644,R5644,3141,239,16,260,-10,1619,245,147,144,1763
5645,R5645,2444,106,43,52,232,602,147,232,83,128
5646,R5646,3049,28,2,41,29,269,107,156,58,4021
5647,R5647,3114,307,40,413,-101,1011,180,150,10,3415
5648,R5648,1996,10,26,520,-11,3996,156,126,197,3765
5649,R5649,3709,303,3,835,5,4742,179,233,196,1060
5650,R5650,2471,123,35,1144,373,4608,106,156,112,5445
5651,R5651,3363,57,38,841,255,2408,222,144,94,2033
5652,R5652,2923,20,32,542,74,5311,128,135,152,2001
5653,R5653,2384,35,33,6,336,5208,241,162,170,3062
5654,R5654,3125,310,6,515,365,4257,234,199,229,5691
5655,R5655,2760,174,20,166,363,2810,70,182,118,929
5656,R5656,3071,356,28,979,352,3344,113,191,130,2581
5657,R5657,3059,72,2,970,297,2777,197,250,0,1431
5658,R5658,2307,237,5,932,26,1971,135,143,219,2595
5659,R5659,2016,353,6,1043,218,1569,74,208,166,1835
5660,R5660,1879,151,36,712,20,1793,238,218,219,4742
5661,R5661,3550,248,42,457,107,514,164,228,51,5748
5662,R5662,3121,34,10,491,194,45,224,250,100,474
5663,R5663,3102,197,18,912,-40,1066,201,185,8,2277
5664,R5664,3417,15,21,887,247,3155,245,192,37,5244
5665,R5665,2375,337,27,528,117,3558,145,242,105,4000
5666,R5666,2846,330,17,1,362,3247,108,190,235,2746
5667,R5667,2719,82,35,825,414,1467,85,197,57,858
5668,R5668,2560,1,28,974,420,3355,195,202,65,966
5669,R5669,3654,125,0,488,-18,2496,216,250,57,1094
5670,R5670,3325,83,13,1117,83,1378,216,246,207,1728
5671,R5671,3557,250,38,644,56,1118,247,240,93,5745
5672,R5672,3073,204,12,601,162,3835,89,139,95,3088
5673,R5673,1886,81,23,611,-22,1039,75,137,223,3303
5674,R5674,3696,265,34,60,398,1957,125,180,84,1907
5675,R5675,2284,20,41,35,352,3608,93,214,92,2839
5676,R5676,2677,32,17,1131,172,3972,197,137,139,4956
5677,R5677,3410,198,12,182,183,3268,110,228,219,5400
5678,R5678,2349,336,5,367,-93,3932,221,158,45,2508
5679,R5679,3855,139,34,748,146,3109,89,126,44,2754
5680,R5680,2115,201,8,876,-113,387,105,220,179,3128
5681,R5681,3729,199,32,531,57,2248,84,168,245,3853
5682,R5682,3253,266,9,734,-108,1939,167,148,58,941
5683,R5683,2879,135,40,31,19,2001,192,221,42,937
5684,R5684,2008,60,20,474,159,2513,140,154,228,4636
5685,R5685,2677,318,19,57,290,1303,80,157,104,536
5686,R5686,2867,29,1,771,417,2493,217,154,81,1020
5687,R5687,2713,301,30,79,61,361,152,243,163,3777
5688,R5688,3155,301,5,1058,94,4751,195,159,176,5127
5689,R5689,3199,149,12,335,143,5394,250,242,44,1314
5690,R5690,2000,294,17,995,165,2331,147,167,135,5466
5691,R5691,3193,265,11,101,-85,3403,85,159,5,2700
5692,R5692,2994,171,15,485,-103,2336,93,167,33,1014
5693,R5693,2717,182,16,55,345,3578,207,178,187,4515
5694,R5694,2225,92,11,932,138,2941,121,160,59,2182
5695,R5695,3630,80,30,652,295,1110,235,243,237,3738
5696,R5696,3572,231,42,1065,201,556,130,152,147,2061
5697,R5697,2062,122,3,684,281,730,183,156,99,1169
5698,R5698,3279,31,20,651,321,2830,206,163,120,990
5699,R5699,2378,213,22,34,114,3155,205,146,4,2001
5700,R5700,3531,296,13,1113,415,5394,169,147,224,4764
5701,R5701,2902,283,15,662,10,204,216,233,228,4341
5702,R5702,2221,129,36,646,177,5211,177,197,144,3016
5703,R5703,1872,161,39,863,-50,152,134,214,52,4336
5704,R5704,3054,48,24,406,244,3453,230,136,134,4095
5705,R5705,2090,337,39,91,7,169,150,251,201,2045
5706,R5706,2182,117,7,186,313,4710,183,165,13,4173
5707,R5707,2976,337,6,900,-26,933,142,149,182,469
5708,R5708,2632,123,24,193,206,4000,120,137,102,1997
5709,R5709,3661,100,3,1046,72,1227,83,141,43,4833
5710,R5710,2657,273,2,744,272,2093,227,209,89,1359
5711,R5711,3660,90,39,1189,45,1503,158,190,97,5486
5712,R5712,2921,336,37,674,157,5073,253,169,216,4186
5713,R5713,2147,258,9,231,288,629,213,169,7,4823
5714,R5714,1958,104,27,1212,87,4068,115,213,212,3793
5715,R5715,3841,264,9,192,106,1433,158,167,210,2853
5716,R5716,3324,249,4,9,93,5399,114,216,209,192
5717,R5717,3642,209,37,640,45,92,244,186,71,5171
5718,R5718,3732,60,26,704,90,3835,134,236,244,1114
5719,R5719,2669,101,8,62,47,2919,221,231,82,1569
5720,R5720,2104,317,30,381,416,2612,254,221,222,749
5721,R5721,3384,345,7,335,-20,2504,185,166,107,3657
5722,R5722,2157,267,38,798,-55,2006,124,250,98,4743
5723,R5723,2228,191,6,219,211,3654,212,130,196,4893
5724,R5724,3202,62,14,1091,134,4886,174,240,142,3096
5725,R5725,3353,276,39,873,369,4042,86,238,125,1202
5726,R5726,3286,113,21,27,398,4736,253,186,214,3520
5727,R5727,2663,43,23,314,292,2914,228,154,82,109
5728,R5728,2651,192,8,301,271,3887,149,169,155,5398
5729,R5729,3857,60,38,371,142,1134,72,220,223,1704
5730,R5730,3001,58,15,696,306,543,175,189,171,2641
5731,R5731,2229,140,29,614,68,2038,119,194,159,706
5732,R5732,1966,307,0,276,92,2684,158,137,132,480
5733,R5733,3556,1,32,891,-41,837,103,207,141,1177
5734,R5734,2275,223,43,354,366,1834,129,191,123,2390
5735,R5735,2260,39,8,26,62,4907,220,212,163,4133
5736,R5736,2736,28,8,820,164,5036,117,254,109,3850
5737,R5737,2543,295,4,1176,335,3108,119,208,9,120
5738,R5738,2461,71,3,53,100,3366,158,160,188,3361
5739,R5739,2299,244,21,227,138,1902,165,156,155,112
5740,R5740,3472,143,35,982,158,3325,93,216,34,3121
5741,R5741,2502,343,43,769,48,5187,164,251,224,5396
5742,R5742,2969,89,8,16,130,1876,74,235,76,1291
5743,R5743,2659,21,37,852,364,4469,224,215,23,4749
5744,R5744,2739,284,41,561,172,2251,225,184,44,4471
5745,R5745,1859,253,38,420,-43,5423,101,128,160,2162
5746,R5746,2174,24,35,1096,-94,5081,178,247,156,408
5747,R5747,3184,140,43,521,256,221,90,201,237,1440
5748,R5748,2700,212,23,769,-98,4460,144,163,20,5357
5749,R5749,3576,39,8,660,237,286,77,146,188,1758
5750,R5750,2536,41,14,862,169,5362,96,166,59,5680
5751,R5751,2416,123,2,1106,358,1765,218,171,59,3904
5752,R5752,1971,346,11,461,236,3678,86,140,96,3923
5753,R5753,3634,132,29,620,356,4120,207,130,101,3474
5754,R5754,2427,293,36,992,301,587,96,151,156,2952
5755,R5755,2036,0,6,401,171,900,131,179,107,1294
5756,R5756,3631,173,40,216,380,3579,130,158,174,4461
5757,R5757,3700,18,5,1135,7,5276,217,165,95,2985
5758,R5758,3379,34,26,995,304,3661,190,225,38,3316
5759,R5759,1875,274,12,967,128,1314,159,237,225,3812
5760,R5760,2383,126,34,1169,310,3664,122,148,125,5153
5761,R5761,3444,358,5,108,54,4705,241,140,39,2980
5762,R5762,3020,33,26,194,269,3208,243,147,13,4823
5763,R5763,3790,170,23,900,-49,1501,180,168,87,4042
5764,R5764,3228,159,4,574,348,3871,130,221,0,2088
5765,R5765,3249,246,35,1115,420,4812,74,235,168,1984
5766,R5766,3748,76,26,932,179,1216,164,251,52,5555
5767,R5767,3335,212,5,309,218,4775,143,208,77,418
5768,R5768,3482,317,10,560,-33,1053,207,243,190,4246
5769,R5769,2626,290,9,950,128,3134,193,185,130,989
5770,R5770,3263,89,9,316,193,4197,141,156,171,3442
5771,R5771,3493,321,35,1160,275,499,148,178,4,4504
5772,R5772,2247,123,14,391,255,96,173,218,45,4062
5773,R5773,2034,246,15,1028,378,1369,181,238,160,2333
5774,R5774,2139,22,22,471,37,3549,148,152,84,2492
5775,R5775,3508,187,9,516,86,5424,100,169,218,123
5776,R5776,3560,219,2,6,337,2846,142,152,148,202
