id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points
6584,R6584,26,12,19,39,6,89,45,19,93,4
6585,R6585,6,57,35,99,93,72,2,98,1,57
6586,R6586,96,75,60,88,8,37,13,76,82,72
6587,R6587,68,62,19,45,20,47,25,67,55,36
6588,R6588,15,41,1,62,8,89,2,43,99,81
6589,R6589,48,53,25,96,65,15,86,13,6,23
6590,R6590,67,58,97,49,15,61,79,90,18,76
6591,R6591,67,75,28,10,90,9,13,17,25,64
6592,R6592,97,33,61,55,55,37,96,80,75,85
6593,R6593,35,27,8,64,13,69,69,68,82,27
6594,R6594,42,28,2,81,48,61,13,92,27,68
6595,R6595,75,79,67,99,78,37,85,35,69,10
6596,R6596,93,93,4,60,6,30,54,69,92,93
6597,R6597,99,65,54,68,91,22,72,25,85,50
6598,R6598,56,20,57,2,81,61,74,79,54,51
6599,R6599,79,13,58,10,26,15,68,16,10,100
6600,R6600,22,16,8,24,17,98,32,73,82,85
6601,R6601,17,19,68,39,38,90,18,98,33,2
6602,R6602,63,8,93,16,6,81,11,32,2,39
6603,R6603,45,62,12,59,95,73,26,85,68,35
6604,R6604,10,47,80,70,47,53,47,46,7,40
6605,R6605,63,33,39,66,42,60,61,100,61,84
6606,R6606,100,82,63,42,33,44,52,63,45,66
6607,R6607,87,47,15,2,89,65,8,57,81,81
6608,R6608,89,2,6,4,72,9,8,85,31,94
6609,R6609,99,65,79,69,99,68,45,17,14,60
6610,R6610,84,84,66,47,27,29,9,99,91,33
6611,R6611,65,45,48,75,19,98,98,20,70,2
6612,R6612,12,41,39,22,97,74,3,86,65,95
6613,R6613,11,10,53,95,63,74,22,47,10,99
6614,R6614,11,69,32,59,14,51,39,46,10,95
6615,R6615,80,22,51,5,95,90,89,78,16,38
6616,R6616,55,39,28,42,30,82,31,72,4,81
6617,R6617,76,53,61,95,67,5,89,28,98,22
6618,R6618,31,46,80,92,30,11,3,52,12,16
6619,R6619,33,77,17,83,84,49,7,13,51,50
6620,R6620,91,53,51,29,83,16,87,13,64,100
6621,R6621,88,49,73,2,47,34,67,75,37,14
6622,R6622,47,93,25,33,22,20,83,71,99,45
6623,R6623,65,2,81,1,23,15,49,28,39,54
6624,R6624,81,66,79,38,25,8,45,53,81,78
6625,R6625,3,100,87,20,32,48,46,100,48,43
6626,R6626,62,46,45,21,8,65,77,75,39,12
6627,R6627,90,61,89,67,21,31,42,49,80,4
6628,R6628,47,99,94,71,58,39,99,23,39,35
6629,R6629,13,60,100,52,56,7,48,67,44,55
6630,R6630,32,39,87,18,61,51,35,30,78,37
6631,R6631,94,87,17,4,61,74,25,5,83,89
6632,R6632,30,35,80,35,52,51,84,38,78,13
6633,R6633,49,95,55,25,41,59,3,21,33,1
6634,R6634,4,92,47,18,26,52,53,81,51,52
6635,R6635,23,47,17,49,93,81,80,34,90,34
6636,R6636,28,2,16,92,37,67,9,55,61,8
6637,R6637,80,62,17,63,11,15,2,50,9,34
6638,R6638,78,77,89,53,15,91,50,89,47,38
6639,R6639,76,26,18,76,39,5,99,60,45,43
6640,R6640,100,98,92,64,67,72,74,82,64,92
6641,R6641,18,67,69,37,25,87,82,49,1,27
6642,R6642,40,76,7,10,76,58,63,25,94,71
6643,R6643,17,7,58,70,60,77,92,68,43,5
6644,R6644,48,96,67,92,39,27,14,84,93,43
6645,R6645,91,1,14,23,94,10,6,62,57,38
6646,R6646,96,80,19,44,68,28,24,65,87,78
6647,R6647,12,69,38,69,3,16,45,72,42,67
6648,R6648,55,28,39,33,14,57,82,42,100,54
6649,R6649,15,99,80,98,42,66,79,35,53,89
6650,R6650,17,67,88,97,87,90,62,94,74,12
6651,R6651,53,80,84,59,37,24,17,73,75,51
6652,R6652,70,2,20,21,26,66,22,4,66,73
6653,R6653,11,60,59,14,25,31,60,57,26,63
6654,R6654,94,63,20,11,16,68,64,66,19,54
6655,R6655,53,62,43,26,32,93,42,10,53,58
6656,R6656,3,3,49,100,47,19,18,6,47,8
6657,R6657,70,28,82,27,66,66,4,89,56,64
6658,R6658,71,4,45,93,32,67,43,12,99,46
6659,R6659,12,8,2,54,57,22,45,5,71,47
6660,R6660,18,26,15,49,3,91,12,81,60,91
6661,R6661,48,75,96,88,52,7,91,3,30,98
6662,R6662,74,76,40,71,90,51,59,76,99,65
6663,R6663,48,92,70,76,5,67,99,33,19,29
6664,R6664,65,1,43,84,23,89,88,93,73,2
6665,R6665,12,85,70,53,5,58,89,77,76,65
6666,R6666,54,37,63,13,35,59,67,55,63,15
6667,R6667,39,7,50,50,59,66,61,82,14,88
6668,R6668,93,25,31,46,29,13,89,39,91,4
6669,R6669,94,11,7,9,86,57,22,24,70,27
6670,R6670,55,5,58,53,78,79,19,21,61,84
6671,R6671,4,67,19,33,42,65,18,51,40,65
6672,R6672,73,16,32,41,86,47,27,33,47,69
6673,R6673,19,91,76,24,69,5,46,64,20,27
6674,R6674,81,35,37,96,66,43,87,83,90,20
6675,R6675,49,82,97,78,6,92,36,42,75,65
6676,R6676,43,39,76,99,46,67,57,54,35,47
6677,R6677,24,62,47,9,91,49,57,91,79,70
6678,R6678,51,1,79,8,57,27,94,84,32,19
6679,R6679,12,53,39,84,52,28,96,99,49,55
6680,R6680,45,9,7,25,87,69,30,72,56,10
6681,R6681,13,94,50,10,93,17,34,84,61,28
6682,R6682,82,36,35,50,70,26,55,65,59,45
6683,R6683,12,15,80,88,86,63,96,55,26,16
6684,R6684,93,41,16,48,85,35,65,71,23,21
6685,R6685,68,19,83,3,59,12,15,78,47,68
6686,R6686,72,29,85,85,41,8,67,7,33,46
6687,R6687,91,66,42,84,86,33,34,8,40,100
6688,R6688,34,30,31,47,82,83,54,47,47,52
6689,R6689,61,15,23,52,3,97,44,52,17,77
6690,R6690,4,48,79,69,57,28,45,41,71,14
6691,R6691,83,88,100,78,75,97,33,98,48,46
6692,R6692,10,12,75,14,11,76,13,32,35,98
6693,R6693,7,16,7,88,84,19,74,25,74,55
6694,R6694,17,35,58,70,90,15,1,66,1,78
6695,R6695,58,24,10,97,13,24,76,20,51,94
6696,R6696,30,81,100,50,96,36,64,45,93,23
6697,R6697,39,95,52,43,30,41,38,25,2,70
6698,R6698,33,18,73,37,87,27,53,82,81,28
6699,R6699,32,2,23,35,31,95,26,87,1,10
6700,R6700,48,33,52,70,100,61,47,58,94,27
6701,R6701,93,70,27,10,50,16,46,7,18,98
6702,R6702,85,2,11,100,31,6,29,7,97,90
6703,R6703,31,58,81,46,10,48,49,10,62,24
6704,R6704,94,70,89,26,35,1,22,86,61,96
6705,R6705,18,97,32,13,88,90,72,100,59,73
6706,R6706,56,21,59,99,64,31,73,67,66,10
6707,R6707,24,47,18,77,46,10,2,2,59,60
6708,R6708,85,80,42,9,14,27,24,13,96,91
6709,R6709,83,12,71,70,24,23,90,69,87,35
6710,R6710,84,94,4,46,25,74,48,57,66,76
6711,R6711,54,61,1,84,86,31,62,63,80,9
6712,R6712,34,99,28,94,40,33,97,5,78,41
6713,R6713,87,68,33,6,43,90,56,61,91,34
6714,R6714,16,73,73,31,14,74,77,77,45,4
6715,R6715,97,53,96,27,56,61,93,50,89,61
6716,R6716,35,45,3,33,24,58,4,93,38,10
6717,R6717,37,44,72,14,77,48,12,43,67,51
6718,R6718,12,22,50,20,68,57,44,30,26,74
6719,R6719,39,91,44,93,1,96,29,91,28,84
6720,R6720,71,41,70,33,33,82,98,85,24,83
6721,R6721,32,72,77,55,48,43,65,69,98,98
6722,R6722,21,67,14,66,63,69,8,67,93,19
6723,R6723,44,72,71,12,75,92,36,19,24,22
6724,R6724,94,1,47,28,17,1,54,66,95,49
6725,R6725,64,65,3,59,66,64,51,90,29,36
6726,R6726,91,38,59,9,100,29,83,55,41,46
6727,R6727,11,76,38,49,3,72,77,58,99,28
6728,R6728,64,54,91,41,74,1,7,43,48,46
6729,R6729,64,67,8,66,52,77,79,52,60,74
6730,R6730,7,9,55,66,17,27,12,81,60,57
6731,R6731,51,94,15,72,8,68,18,97,96,70
6732,R6732,49,81,33,66,43,23,54,48,51,36
6733,R6733,69,87,24,24,61,68,54,49,44,91
6734,R6734,17,42,98,42,80,96,57,20,41,19
6735,R6735,9,78,14,4,97,86,72,62,66,11
6736,R6736,63,17,18,15,1,32,23,20,62,75
6737,R6737,71,16,86,41,65,25,34,73,17,72
6738,R6738,80,56,23,77,42,96,24,13,52,28
6739,R6739,68,13,95,18,29,74,85,18,4,81
6740,R6740,99,82,14,72,12,72,58,66,89,29
6741,R6741,66,54,19,26,83,52,23,95,35,44
6742,R6742,34,98,22,7,20,67,25,85,50,94
6743,R6743,40,16,31,80,42,9,53,81,13,42
6744,R6744,38,69,51,65,6,70,96,25,1,98
6745,R6745,68,46,45,24,4,4,56,62,34,57
6746,R6746,42,42,18,82,53,25,90,38,4,30
6747,R6747,98,20,73,86,22,73,95,39,82,44
6748,R6748,12,15,22,69,52,73,72,59,26,1
6749,R6749,4,96,61,14,27,50,57,31,4,55
6750,R6750,46,82,70,41,86,11,41,92,85,6
6751,R6751,51,79,9,15,52,4,99,63,88,15
6752,R6752,35,4,50,57,51,75,52,38,59,90
6753,R6753,83,74,82,37,22,68,5,10,25,23
6754,R6754,28,29,65,83,78,26,44,65,9,23
6755,R6755,9,42,73,80,80,76,42,21,53,17
6756,R6756,89,95,83,8,27,11,86,20,56,27
6757,R6757,79,9,43,58,55,24,42,14,52,18
6758,R6758,27,16,81,66,61,76,92,58,77,95
6759,R6759,49,58,22,50,48,71,96,29,69,59
6760,R6760,19,32,50,45,62,19,81,74,50,8
6761,R6761,64,19,55,47,48,59,7,62,99,49
6762,R6762,94,1,32,83,71,23,71,31,53,2
6763,R6763,48,41,85,60,38,24,3,28,29,85
6764,R6764,26,15,33,46,89,58,75,47,56,67
6765,R6765,8,98,56,26,36,5,46,90,87,54
6766,R6766,27,83,7,36,81,61,15,84,99,69
6767,R6767,14,6,86,92,70,22,86,31,40,34
6768,R6768,66,28,14,29,2,49,62,34,20,42
6769,R6769,97,96,40,18,42,75,11,85,73,41
6770,R6770,24,42,92,16,83,90,85,63,45,50
6771,R6771,72,27,26,99,73,82,45,76,47,65
6772,R6772,47,51,26,31,26,15,2,30,51,24
6773,R6773,25,58,37,22,61,91,78,72,52,63
6774,R6774,7,97,47,4,71,18,49,53,67,41
6775,R6775,46,62,71,87,22,53,47,17,88,84
6776,R6776,12,43,60,30,26,85,49,83,9,69
6777,R6777,57,36,35,96,39,100,31,55,11,91
6778,R6778,60,100,63,100,45,91,86,50,8,87
6779,R6779,97,31,80,76,22,51,25,65,44,60
6780,R6780,28,97,81,78,45,100,10,72,71,12
6781,R6781,7,10,2,49,28,78,40,81,58,39
6782,R6782,12,4,81,88,25,43,19,64,38,100
6783,R6783,10,48,20,44,69,1,27,3,73,12
6784,R6784,62,67,73,71,8,21,99,82,92,71
6785,R6785,13,48,6,45,49,38,52,3,72,50
6786,R6786,94,85,36,53,34,84,25,7,16,98
6787,R6787,31,54,45,1,47,94,35,45,52,62
6788,R6788,67,72,30,16,39,59,36,9,54,65
6789,R6789,20,4,22,15,24,38,12,50,36,4
6790,R6790,75,80,79,81,15,77,46,62,56,54
6791,R6791,36,28,43,44,71,100,38,95,8,49
6792,R6792,90,24,88,16,37,30,38,88,94,4
6793,R6793,85,58,61,44,85,78,78,60,67,59
6794,R6794,51,59,13,87,9,99,78,94,56,84
6795,R6795,77,64,24,42,22,72,59,88,94,23
6796,R6796,25,51,84,69,96,69,98,6,76,65
6797,R6797,8,82,49,44,1,6,33,45,76,69
6798,R6798,65,8,4,11,99,29,13,50,53,52
6799,R6799,15,75,25,89,100,40,23,96,47,13
6800,R6800,100,48,72,100,99,23,94,61,11,19
6801,R6801,63,51,71,16,98,87,94,11,80,99
6802,R6802,2,24,92,47,44,99,71,61,17,76
6803,R6803,14,15,10,9,38,80,42,39,83,9
6804,R6804,10,2,27,91,51,38,21,62,11,71
6805,R6805,82,71,14,54,24,38,79,39,19,17
6806,R6806,87,83,5,79,95,72,45,97,22,43
6807,R6807,39,64,96,19,74,39,73,15,97,82
6808,R6808,31,79,44,72,76,58,84,91,53,10
6809,R6809,44,92,17,60,71,14,85,62,24,16
6810,R6810,90,16,86,34,84,92,23,94,24,33
6811,R6811,71,4,57,10,21,58,74,47,35,47
6812,R6812,11,29,46,98,100,44,93,75,28,21
6813,R6813,5,75,16,46,12,23,77,72,54,100
6814,R6814,100,40,98,20,25,99,74,27,24,6
6815,R6815,57,11,33,19,3,40,48,16,99,8
6816,R6816,37,94,6,19,61,40,87,48,14,25
6817,R6817,86,14,22,46,20,43,37,94,68,97
6818,R6818,87,71,8,46,11,76,30,25,35,95
6819,R6819,47,56,93,64,32,37,19,47,9,46
6820,R6820,43,80,82,16,64,45,49,79,54,45
6821,R6821,77,38,84,60,75,10,2,7,61,40
6822,R6822,82,60,53,84,36,32,43,40,98,57
6823,R6823,4,56,33,43,95,77,59,65,43,86
6824,R6824,47,48,86,13,20,49,18,2,44,38
6825,R6825,26,34,91,94,13,73,4,19,65,85
6826,R6826,71,99,23,41,33,33,97,71,31,85
6827,R6827,29,82,91,60,42,33,53,100,76,41
6828,R6828,33,71,68,97,66,53,62,84,98,81
6829,R6829,67,15,73,62,30,39,74,5,34,44
6830,R6830,11,95,77,2,50,55,44,44,87,21
6831,R6831,52,29,69,77,6,88,48,94,40,28
6832,R6832,94,24,51,73,31,19,60,83,53,72
6833,R6833,93,14,86,53,39,68,99,18,84,67
6834,R6834,78,11,9,95,45,61,37,56,23,14
6835,R6835,81,79,94,18,16,84,31,97,65,8
6836,R6836,11,8,22,99,22,74,70,7,30,22
6837,R6837,45,54,65,40,11,15,100,64,23,29
6838,R6838,59,41,51,77,29,28,11,95,88,89
6839,R6839,68,4,22,74,4,39,81,67,35,71
6840,R6840,20,68,39,82,29,43,44,90,36,97
6841,R6841,55,76,11,42,22,66,49,42,76,9
6842,R6842,90,51,58,7,15,57,80,71,58,35
6843,R6843,26,72,26,55,40,45,97,69,16,83
6844,R6844,74,23,41,15,35,69,14,71,11,65
6845,R6845,8,88,39,94,63,29,71,92,83,66
6846,R6846,4,12,55,16,23,52,97,59,18,9
6847,R6847,29,75,15,1,41,27,60,34,79,72
6848,R6848,16,47,21,87,45,97,37,91,12,88
6849,R6849,51,58,70,91,57,80,6,43,78,58
6850,R6850,15,22,60,4,44,8,64,67,80,66
6851,R6851,46,77,58,73,15,44,6,49,10,40
6852,R6852,98,3,34,6,23,54,28,14,50,88
6853,R6853,28,75,62,29,69,24,71,19,28,78
6854,R6854,34,79,100,3,5,39,70,75,96,15
6855,R6855,55,54,12,68,37,41,34,25,19,9
6856,R6856,40,31,28,27,6,55,10,25,18,44
6857,R6857,67,71,67,80,66,6,57,15,23,38
6858,R6858,99,21,32,74,20,26,44,11,49,39
6859,R6859,63,97,30,65,16,64,76,92,92,42
6860,R6860,32,11,15,88,31,62,62,91,34,8
6861,R6861,84,59,62,61,66,4,61,57,20,78
6862,R6862,86,92,61,32,24,35,44,94,41,86
6863,R6863,60,64,26,63,17,95,77,42,19,55
6864,R6864,55,21,48,24,88,50,49,22,53,25
6865,R6865,14,68,26,11,63,72,85,73,39,23
6866,R6866,75,44,57,50,32,78,35,12,94,98
6867,R6867,25,81,63,62,28,42,87,29,21,28
6868,R6868,26,74,69,54,4,39,83,41,94,75
6869,R6869,88,92,42,83,71,26,56,34,3,62
6870,R6870,52,19,37,58,99,42,33,15,50,93
6871,R6871,26,89,26,56,32,87,100,90,93,3
6872,R6872,60,90,54,3,63,15,65,9,58,52
6873,R6873,85,75,40,3,31,19,54,12,50,86
6874,R6874,87,36,41,45,17,64,26,37,4,35
6875,R6875,17,9,18,68,88,79,4,44,6,74
6876,R6876,54,84,99,76,76,60,85,68,99,88
6877,R6877,84,83,25,61,36,90,78,79,26,48
6878,R6878,24,88,76,96,93,59,70,2,57,64
6879,R6879,77,53,23,26,97,10,66,43,3,2
6880,R6880,58,10,14,69,45,4,10,75,28,45
6881,R6881,99,58,58,28,21,2,70,72,5,16
6882,R6882,11,8,37,98,97,47,24,81,90,17
6883,R6883,30,87,2,65,52,15,18,85,62,18
6884,R6884,87,5,30,48,49,20,53,17,9,11
6885,R6885,79,100,74,41,31,76,49,37,9,16
6886,R6886,75,27,16,88,19,80,98,7,11,50
6887,R6887,38,68,60,54,64,80,30,47,21,67
6888,R6888,20,50,1,59,43,56,51,61,91,59
6889,R6889,66,8,43,21,53,20,47,57,4,95
6890,R6890,92,81,9,58,92,53,14,19,76,72
6891,R6891,84,35,6,59,53,89,1,17,73,38
6892,R6892,61,75,36,41,84,94,37,69,22,16
6893,R6893,81,56,34,34,50,18,75,18,17,37
6894,R6894,96,42,52,35,85,58,77,27,54,35
6895,R6895,56,91,59,4,22,66,39,21,65,62
6896,R6896,69,8,82,99,76,72,68,10,54,17
6897,R6897,53,86,96,96,20,16,33,25,95,46
6898,R6898,8,53,45,96,59,11,14,29,96,91
6899,R6899,28,51,89,26,60,62,65,3,4,80
6900,R6900,47,34,87,39,51,28,89,25,3,32
6901,R6901,63,75,12,98,98,16,57,32,65,94
6902,R6902,16,48,59,69,49,93,71,35,89,12
6903,R6903,54,49,81,35,74,6,76,81,44,80
6904,R6904,19,53,63,47,52,85,11,9,58,52
6905,R6905,81,67,26,55,30,9,41,75,38,7
6906,R6906,32,62,11,59,89,91,54,7,28,81
6907,R6907,9,88,43,6,74,58,4,30,66,12
6908,R6908,8,27,78,97,41,36,42,43,91,34
6909,R6909,51,2,23,71,15,7,99,89,84,79
6910,R6910,7,48,27,53,76,57,36,41,33,2
6911,R6911,17,5,44,88,24,56,7,80,80,71
6912,R6912,13,43,37,28,94,1,16,84,2,50
6913,R6913,22,24,18,18,44,23,31,64,53,35
6914,R6914,38,22,43,52,45,92,26,25,8,41
6915,R6915,63,33,59,5,44,80,70,8,84,43
6916,R6916,33,26,58,49,12,59,62,31,75,63
6917,R6917,12,33,64,72,21,53,95,97,9,55
6918,R6918,19,46,10,38,49,20,77,5,67,58
6919,R6919,86,28,4,75,10,82,90,2,35,37
6920,R6920,54,54,34,68,23,85,9,28,81,74
6921,R6921,84,63,25,100,90,14,56,90,40,21
6922,R6922,93,16,47,4,4,63,92,40,83,83
6923,R6923,97,1,53,89,4,85,38,52,84,2
6924,R6924,93,85,62,86,41,6,100,73,96,16
6925,R6925,74,59,81,99,93,37,9,26,88,16
6926,R6926,87,47,35,63,13,48,54,12,86,19
6927,R6927,32,81,56,88,52,89,100,17,40,22
6928,R6928,84,19,100,7,13,24,27,30,24,15
6929,R6929,87,8,20,62,50,94,14,56,3,68
6930,R6930,45,41,4,5,34,85,32,83,58,10
6931,R6931,57,77,25,45,68,90,84,96,96,83
6932,R6932,82,59,3,74,3,47,48,61,38,91
6933,R6933,51,68,85,60,61,10,16,70,62,84
6934,R6934,48,61,17,1,96,50,100,35,58,60
6935,R6935,27,75,6,7,53,99,96,54,45,87
6936,R6936,53,67,10,54,55,54,96,85,93,17
6937,R6937,99,47,17,43,66,20,63,92,42,74
6938,R6938,22,69,6,99,46,98,38,82,20,87
6939,R6939,92,35,80,31,86,24,49,73,20,28
6940,R6940,41,81,5,67,68,74,71,3,23,25
6941,R6941,99,46,46,30,59,90,48,5,44,34
6942,R6942,90,19,4,25,84,88,37,31,3,59
6943,R6943,67,84,26,24,15,10,50,55,31,19
6944,R6944,87,84,16,45,17,95,74,19,29,68
6945,R6945,3,97,16,68,75,68,4,40,87,86
6946,R6946,33,72,45,55,10,37,95,38,21,32
6947,R6947,18,62,86,73,28,73,94,24,85,4
6948,R6948,56,64,59,10,28,48,80,91,66,81
6949,R6949,43,47,51,26,61,44,96,83,16,32
6950,R6950,56,37,7,43,24,72,37,23,52,8
6951,R6951,94,54,30,17,69,61,1,76,83,83
6952,R6952,91,81,40,92,23,1,28,51,5,4
6953,R6953,42,39,41,24,48,7,80,95,14,92
6954,R6954,61,79,79,1,42,69,21,39,37,94
6955,R6955,25,95,27,18,61,25,21,25,83,10
6956,R6956,7,35,37,42,18,3,63,81,52,99
6957,R6957,67,62,65,65,81,1,42,52,78,26
6958,R6958,85,21,36,54,18,11,47,42,44,44
6959,R6959,79,29,75,100,62,72,31,21,63,100
6960,R6960,83,93,44,62,56,59,42,74,88,75
6961,R6961,7,5,36,54,70,50,34,87,8,27
6962,R6962,37,67,93,44,25,74,66,57,15,21
6963,R6963,62,92,49,46,4,51,9,38,31,18
6964,R6964,77,12,95,87,45,75,94,4,11,56
6965,R6965,22,81,38,31,73,58,81,57,42,17
6966,R6966,9,42,89,32,37,99,52,77,77,48
6967,R6967,13,32,87,70,51,45,48,16,19,81
6968,R6968,33,40,64,92,92,76,6,45,71,94
6969,R6969,81,70,43,91,52,69,83,16,66,63
6970,R6970,30,55,77,2,95,54,2,53,8,64
6971,R6971,81,38,46,12,30,8,95,50,97,41
6972,R6972,30,36,30,36,57,58,7,19,8,99
6973,R6973,37,6,34,91,89,68,19,62,48,59
6974,R6974,49,94,73,64,64,62,53,47,45,89
6975,R6975,28,19,43,28,28,59,64,38,69,89
6976,R6976,52,86,50,100,56,9,28,17,46,95
6977,R6977,28,87,75,68,79,4,68,93,2,40
6978,R6978,100,91,30,68,79,27,22,95,50,78
6979,R6979,3,9,65,3,55,3,85,28,4,52
6980,R6980,50,78,37,6,14,91,33,97,15,41
6981,R6981,89,78,22,30,94,40,17,8,36,13
6982,R6982,4,4,34,44,8,80,52,65,64,73
6983,R6983,35,40,99,15,12,87,41,32,82,98
6984,R6984,35,98,70,72,60,19,46,47,47,97
6985,R6985,99,41,12,47,13,20,15,64,19,39
6986,R6986,13,61,22,67,94,27,96,60,9,68
6987,R6987,14,41,99,75,7,84,100,96,21,6
6988,R6988,30,31,43,50,50,23,78,66,16,85
6989,R6989,65,88,57,36,26,36,2,42,4,68
6990,R6990,9,44,51,82,30,65,33,95,18,36
6991,R6991,43,85,22,76,16,8,37,82,77,33
6992,R6992,37,17,99,2,93,68,41,23,37,94
6993,R6993,89,100,62,9,2,18,10,89,58,43
6994,R6994,48,57,42,89,32,61,75,89,30,78
6995,R6995,73,40,32,82,72,73,36,64,68,78
6996,R6996,70,29,42,21,38,96,89,57,96,83
6997,R6997,60,57,69,85,58,46,21,54,86,55
6998,R6998,97,13,54,42,10,48,42,58,51,81
6999,R6999,77,68,32,48,18,8,14,56,32,62
7000,R7000,56,3,36,46,70,61,100,33,1,11
7001,R7001,70,86,25,19,24,3,12,69,51,17
7002,R7002,28,88,28,29,35,77,72,69,1,14
7003,R7003,49,47,29,1,50,57,61,81,40,18
7004,R7004,69,92,68,55,18,16,71,32,21,58
7005,R7005,50,1,40,6,94,10,26,69,51,97
7006,R7006,83,13,99,43,83,45,16,79,4,38
7007,R7007,41,14,55,81,1,36,61,82,70,92
7008,R7008,20,7,81,25,37,17,41,3,44,26
7009,R7009,12,15,15,9,74,96,33,53,97,67
7010,R7010,85,68,73,15,34,30,44,73,35,46
7011,R7011,32,60,49,15,18,38,52,92,18,76
7012,R7012,85,4,15,25,49,45,81,99,40,68
7013,R7013,40,62,43,100,73,95,20,44,36,69
7014,R7014,64,88,94,76,39,15,77,9,14,100
7015,R7015,30,44,30,64,25,20,84,98,35,30
7016,R7016,70,57,96,13,29,16,74,10,86,74
7017,R7017,21,21,51,91,44,26,10,88,43,27
7018,R7018,76,82,36,79,92,13,92,88,90,85
7019,R7019,26,9,19,69,28,16,85,51,93,78
7020,R7020,29,11,99,36,63,69,80,89,75,26
7021,R7021,34,87,24,10,87,42,10,93,22,24
7022,R7022,19,70,63,71,19,77,63,21,62,79
7023,R7023,13,24,33,9,22,22,92,53,83,93
7024,R7024,89,43,82,40,17,65,68,71,70,48
7025,R7025,47,72,34,34,68,78,8,52,61,32
7026,R7026,2,62,30,52,73,92,27,81,93,86
7027,R7027,16,81,61,60,64,76,36,11,43,51
7028,R7028,59,59,69,21,36,65,20,29,12,100
7029,R7029,89,17,88,23,38,28,55,7,8,3
7030,R7030,47,32,13,29,90,37,58,99,38,12
7031,R7031,18,9,86,26,55,55,59,34,11,96
7032,R7032,47,75,54,93,86,83,39,27,88,74
7033,R7033,85,12,24,90,45,89,5,4,44,91
7034,R7034,88,33,40,77,75,3,36,74,42,84
7035,R7035,22,57,2,6,61,52,42,15,8,13
7036,R7036,95,22,68,62,98,83,47,71,10,32
7037,R7037,34,9,9,99,81,39,85,65,14,59
7038,R7038,95,41,15,79,76,90,63,50,66,85
7039,R7039,74,60,8,58,64,90,17,62,75,81
7040,R7040,10,37,63,9,92,54,6,88,84,51
7041,R7041,1,33,1,90,84,81,95,87,6,21
7042,R7042,93,32,34,34,41,39,58,69,74,29
7043,R7043,34,44,84,23,12,34,78,47,16,86
7044,R7044,49,71,70,17,45,98,61,94,81,35
7045,R7045,53,25,59,28,16,84,97,78,11,65
7046,R7046,47,18,13,49,39,84,93,42,87,79
7047,R7047,96,86,54,32,35,3,66,17,4,43
7048,R7048,83,77,47,31,80,40,35,34,13,5
7049,R7049,40,72,2,13,49,72,8,6,69,34
7050,R7050,34,57,47,79,17,86,66,52,5,12
7051,R7051,71,51,54,43,45,40,47,25,68,39
7052,R7052,65,55,11,63,85,38,17,83,54,25
7053,R7053,96,52,29,48,18,48,2,31,57,33
7054,R7054,87,66,86,58,10,81,50,8,13,18
7055,R7055,5,92,46,70,19,75,83,58,73,26
7056,R7056,4,2,53,91,32,97,38,31,12,63
7057,R7057,34,36,40,76,90,43,5,40,49,15
7058,R7058,15,71,5,47,84,70,77,84,67,39
7059,R7059,32,71,80,43,16,61,64,49,60,61
7060,R7060,98,78,23,1,87,47,58,45,37,32
7061,R7061,8,53,56,69,24,12,68,40,72,29
7062,R7062,41,70,44,27,20,43,26,6,4,87
7063,R7063,54,82,44,19,75,78,7,25,79,3
7064,R7064,54,39,55,44,23,63,48,77,14,81
7065,R7065,55,90,45,51,78,4,73,53,32,94
7066,R7066,47,89,81,78,47,68,100,45,38,86
7067,R7067,100,72,41,3,83,45,90,13,37,51
7068,R7068,32,24,4,79,97,5,99,18,29,71
7069,R7069,60,26,35,42,57,98,61,43,1,12
7070,R7070,74,63,46,86,87,95,15,83,59,25
7071,R7071,27,65,89,5,17,7,93,52,56,8
7072,R7072,58,19,8,77,11,81,42,83,69,5
7073,R7073,10,62,78,37,65,32,14,94,47,70
7074,R7074,44,90,2,41,71,75,81,39,4,30
7075,R7075,61,6,21,34,10,87,72,55,75,98
7076,R7076,56,30,13,97,95,68,18,6,35,7
7077,R7077,71,83,81,8,87,45,67,8,21,100
7078,R7078,38,88,11,22,98,6,73,57,49,91
7079,R7079,1,63,45,40,82,41,27,94,12,20
7080,R7080,93,61,49,4,20,87,3,27,87,51
7081,R7081,61,97,96,50,54,95,97,60,84,60
7082,R7082,52,75,87,51,59,2,8,71,16,81
7083,R7083,83,2,25,45,90,8,52,97,4,62
7084,R7084,91,61,21,44,67,75,10,36,74,44
7085,R7085,65,3,22,94,36,29,16,60,93,63
7086,R7086,56,75,4,36,17,48,25,92,1,84
7087,R7087,86,23,25,64,57,12,32,17,85,96
7088,R7088,75,100,100,94,57,8,53,4,83,96
7089,R7089,20,23,10,87,91,50,11,5,97,41
7090,R7090,16,35,95,78,4,53,1,9,69,46
7091,R7091,50,50,33,39,34,52,85,10,76,73
7092,R7092,4,6,37,38,94,4,39,97,9,52
7093,R7093,25,77,25,66,66,98,67,75,31,34
7094,R7094,41,5,50,27,94,26,78,38,35,56
7095,R7095,79,54,96,11,74,60,94,71,47,85
7096,R7096,90,65,97,78,50,93,75,62,100,58
7097,R7097,89,73,29,55,54,95,30,85,43,65
