id,label,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology
11685,R11685,36,43,39,31,50
11686,R11686,6,35,79,33,48
11687,R11687,32,37,58,9,31
11688,R11688,1,70,77,82,35
11689,R11689,7,67,22,30,95
11690,R11690,60,15,94,78,43
11691,R11691,5,20,85,60,47
11692,R11692,1,58,94,32,48
11693,R11693,93,58,12,86,72
11694,R11694,68,88,45,62,1
11695,R11695,85,89,73,2,11
11696,R11696,10,7,75,91,31
11697,R11697,53,95,26,41,68
11698,R11698,13,47,74,38,70
11699,R11699,84,9,74,58,7
11700,R11700,16,36,52,2,57
11701,R11701,82,6,38,39,2
11702,R11702,48,12,42,72,53
11703,R11703,67,88,94,74,20
11704,R11704,44,72,4,2,26
11705,R11705,36,50,73,57,43
11706,R11706,41,28,51,4,53
11707,R11707,13,41,89,38,81
11708,R11708,61,32,36,86,30
11709,R11709,7,91,69,57,67
11710,R11710,13,49,54,46,77
11711,R11711,84,68,15,92,63
11712,R11712,9,74,7,7,54
11713,R11713,52,97,9,79,27
11714,R11714,82,38,81,9,1
11715,R11715,90,81,88,49,20
11716,R11716,62,26,43,91,29
11717,R11717,82,41,62,97,97
11718,R11718,56,32,31,25,46
11719,R11719,38,67,100,53,42
11720,R11720,19,46,84,33,86
11721,R11721,97,19,79,92,63
11722,R11722,55,81,38,51,30
11723,R11723,5,95,17,45,54
11724,R11724,94,92,9,55,47
11725,R11725,79,14,23,36,39
11726,R11726,58,80,93,45,73
11727,R11727,25,65,76,70,30
11728,R11728,89,13,65,40,5
11729,R11729,19,34,60,90,59
11730,R11730,15,56,91,91,32
11731,R11731,7,41,58,12,27
11732,R11732,22,25,56,94,79
11733,R11733,7,32,17,84,67
11734,R11734,96,21,49,55,28
11735,R11735,69,82,19,89,61
11736,R11736,55,71,99,18,3
11737,R11737,90,3,32,18,27
11738,R11738,5,21,12,88,29
11739,R11739,95,64,74,76,22
11740,R11740,2,14,22,28,36
11741,R11741,23,57,92,58,33
11742,R11742,77,93,54,16,19
11743,R11743,33,94,34,59,66
11744,R11744,4,40,31,68,62
11745,R11745,74,56,24,1,27
11746,R11746,31,71,98,86,72
11747,R11747,18,29,89,71,55
11748,R11748,52,70,7,46,24
11749,R11749,100,50,98,72,7
11750,R11750,17,52,34,42,46
11751,R11751,97,66,26,25,18
11752,R11752,15,54,42,87,99
11753,R11753,11,46,21,62,75
11754,R11754,88,22,4,23,6
11755,R11755,40,86,68,76,5
11756,R11756,36,7,16,74,87
11757,R11757,60,76,1,69,9
11758,R11758,71,15,50,98,54
11759,R11759,34,75,9,57,85
11760,R11760,47,90,9,14,54
11761,R11761,98,39,64,82,86
11762,R11762,2,3,24,30,17
11763,R11763,28,59,84,52,87
11764,R11764,36,7,45,61,13
11765,R11765,76,78,44,4,82
11766,R11766,30,1,75,97,13
11767,R11767,13,76,24,3,70
11768,R11768,99,44,77,8,45
11769,R11769,5,80,74,70,18
11770,R11770,61,38,63,44,71
11771,R11771,64,79,88,33,91
11772,R11772,9,85,39,28,67
11773,R11773,56,17,30,82,74
11774,R11774,89,53,48,87,53
11775,R11775,30,26,96,71,65
11776,R11776,40,1,16,65,36
11777,R11777,77,70,25,93,46
11778,R11778,30,27,38,47,19
11779,R11779,57,93,90,23,60
11780,R11780,62,83,40,3,75
11781,R11781,77,59,53,46,76
11782,R11782,84,24,21,35,60
11783,R11783,42,89,80,7,45
11784,R11784,18,25,12,70,2
11785,R11785,82,45,44,4,36
11786,R11786,53,35,78,28,38
11787,R11787,93,53,95,63,72
11788,R11788,58,40,11,4,88
11789,R11789,23,56,65,31,91
11790,R11790,81,79,59,16,30
11791,R11791,51,38,53,88,46
11792,R11792,29,67,54,54,46
11793,R11793,43,39,22,12,100
11794,R11794,92,50,23,30,29
11795,R11795,87,76,21,37,53
11796,R11796,99,69,44,79,29
11797,R11797,59,47,61,44,85
11798,R11798,27,62,56,31,84
11799,R11799,6,73,95,56,73
11800,R11800,90,67,96,98,40
11801,R11801,95,65,46,28,33
11802,R11802,73,8,51,86,80
11803,R11803,34,38,42,70,5
11804,R11804,87,69,51,63,52
11805,R11805,12,18,31,62,85
11806,R11806,16,42,53,75,96
11807,R11807,92,77,61,33,21
11808,R11808,50,56,50,75,5
11809,R11809,29,19,7,25,60
11810,R11810,85,79,15,81,38
11811,R11811,61,75,56,55,93
11812,R11812,41,80,99,27,68
11813,R11813,78,32,13,60,11
11814,R11814,39,94,18,42,53
11815,R11815,36,64,76,46,50
11816,R11816,26,28,94,27,100
11817,R11817,22,83,19,3,20
11818,R11818,76,60,15,30,100
11819,R11819,63,37,3,16,41
11820,R11820,80,79,61,70,14
11821,R11821,28,88,76,1,3
11822,R11822,45,87,49,36,15
11823,R11823,52,41,56,97,96
11824,R11824,21,79,11,12,68
11825,R11825,63,67,72,62,77
11826,R11826,95,57,61,47,61
11827,R11827,4,99,20,73,72
11828,R11828,18,32,97,32,16
11829,R11829,72,10,32,52,27
11830,R11830,25,49,63,11,4
11831,R11831,20,53,10,65,26
11832,R11832,61,93,32,38,50
11833,R11833,71,53,71,61,81
11834,R11834,18,54,91,95,98
11835,R11835,36,83,36,27,21
11836,R11836,21,64,73,14,14
11837,R11837,25,64,76,84,12
11838,R11838,97,88,44,95,64
11839,R11839,95,33,12,8,3
11840,R11840,11,34,81,15,59
11841,R11841,52,44,15,10,19
11842,R11842,3,39,18,22,67
11843,R11843,20,43,42,90,86
11844,R11844,43,81,24,11,75
11845,R11845,45,67,21,72,97
11846,R11846,76,50,74,37,54
11847,R11847,5,98,28,31,59
11848,R11848,92,5,66,4,94
11849,R11849,78,58,53,58,61
11850,R11850,97,24,18,32,46
11851,R11851,11,78,50,91,76
11852,R11852,81,97,68,35,22
11853,R11853,65,72,91,17,49
11854,R11854,4,24,95,89,36
11855,R11855,77,66,55,16,32
11856,R11856,40,64,3,68,65
11857,R11857,61,2,30,62,58
11858,R11858,84,10,32,81,67
11859,R11859,36,49,69,26,41
11860,R11860,27,12,34,33,56
11861,R11861,62,11,90,31,21
11862,R11862,79,9,49,78,80
11863,R11863,3,68,73,9,10
11864,R11864,23,97,51,58,91
11865,R11865,88,100,45,95,36
11866,R11866,36,35,30,11,79
11867,R11867,100,42,62,56,38
11868,R11868,85,4,70,98,62
11869,R11869,21,19,13,10,17
11870,R11870,45,86,16,50,81
11871,R11871,60,34,49,26,6
11872,R11872,18,27,90,79,75
11873,R11873,39,42,100,27,46
11874,R11874,19,22,93,98,48
11875,R11875,64,58,35,21,12
11876,R11876,70,45,36,40,82
11877,R11877,98,80,98,66,48
11878,R11878,81,50,8,46,5
11879,R11879,35,47,14,32,81
11880,R11880,20,84,39,27,72
11881,R11881,66,94,43,37,28
11882,R11882,34,87,35,62,43
11883,R11883,15,74,32,5,58
11884,R11884,88,53,23,51,90
11885,R11885,96,73,94,98,77
11886,R11886,90,62,44,30,37
11887,R11887,69,35,52,68,98
11888,R11888,47,48,76,30,22
11889,R11889,97,88,12,90,91
11890,R11890,50,7,75,95,71
11891,R11891,21,84,3,74,50
11892,R11892,92,77,61,93,36
11893,R11893,33,76,55,46,96
11894,R11894,82,9,49,83,81
11895,R11895,48,38,51,56,29
11896,R11896,6,90,94,17,58
11897,R11897,58,59,44,17,16
11898,R11898,56,63,31,50,71
11899,R11899,74,11,85,38,12
11900,R11900,100,35,63,34,77
11901,R11901,100,7,9,28,37
11902,R11902,31,9,50,71,51
11903,R11903,82,15,89,29,14
11904,R11904,87,87,31,38,18
11905,R11905,92,77,29,83,77
11906,R11906,7,97,93,10,22
11907,R11907,92,100,77,7,38
11908,R11908,4,88,99,24,76
11909,R11909,1,38,61,13,80
11910,R11910,88,82,62,44,11
11911,R11911,74,98,71,36,7
11912,R11912,60,47,45,80,50
11913,R11913,85,49,13,82,88
11914,R11914,51,67,75,78,68
11915,R11915,83,80,3,85,81
11916,R11916,51,39,40,82,69
11917,R11917,51,100,17,10,49
11918,R11918,65,43,56,90,8
11919,R11919,45,88,44,80,97
11920,R11920,5,32,19,77,72
11921,R11921,63,85,18,10,89
11922,R11922,52,73,42,89,78
11923,R11923,41,55,64,20,46
11924,R11924,58,29,21,74,19
11925,R11925,51,51,77,18,91
11926,R11926,98,85,33,65,25
11927,R11927,41,98,71,22,59
11928,R11928,43,68,95,16,46
11929,R11929,3,38,34,11,75
11930,R11930,82,3,43,29,44
11931,R11931,64,54,13,38,80
11932,R11932,86,59,64,35,48
11933,R11933,81,85,37,94,29
11934,R11934,77,27,30,80,60
11935,R11935,17,85,18,60,90
11936,R11936,25,69,39,91,67
11937,R11937,24,94,61,36,59
11938,R11938,2,34,30,62,67
11939,R11939,22,66,35,57,33
11940,R11940,47,3,55,75,31
11941,R11941,22,26,35,2,80
11942,R11942,86,13,13,27,63
11943,R11943,36,13,16,98,46
11944,R11944,54,57,44,67,38
11945,R11945,46,78,69,62,6
11946,R11946,21,3,61,45,65
11947,R11947,4,28,74,28,64
11948,R11948,50,62,72,21,28
11949,R11949,31,96,40,8,45
11950,R11950,99,61,99,3,87
11951,R11951,13,90,6,86,74
11952,R11952,43,45,4,83,96
11953,R11953,15,90,96,100,72
11954,R11954,92,76,54,28,67
11955,R11955,18,94,13,96,22
11956,R11956,8,28,38,78,43
11957,R11957,29,92,17,8,39
11958,R11958,50,49,57,95,70
11959,R11959,26,1,62,28,32
11960,R11960,92,23,17,84,40
11961,R11961,30,69,94,4,44
11962,R11962,2,88,67,60,12
11963,R11963,8,16,25,74,38
11964,R11964,30,49,7,80,78
11965,R11965,63,80,22,56,76
11966,R11966,41,17,5,89,83
11967,R11967,70,81,67,62,42
11968,R11968,99,79,1,23,3
11969,R11969,79,42,27,1,61
11970,R11970,88,58,13,61,75
11971,R11971,63,73,69,9,76
11972,R11972,50,41,53,52,47
11973,R11973,8,5,96,71,27
11974,R11974,87,40,87,85,40
11975,R11975,54,13,84,34,66
11976,R11976,1,22,39,14,87
11977,R11977,2,56,12,16,11
11978,R11978,25,22,63,84,68
11979,R11979,25,7,69,33,39
11980,R11980,81,28,55,84,19
11981,R11981,99,32,61,73,29
11982,R11982,57,7,4,62,87
11983,R11983,14,45,99,44,2
11984,R11984,37,35,34,5,37
11985,R11985,16,98,31,22,26
11986,R11986,23,91,60,99,78
11987,R11987,25,100,9,100,78
11988,R11988,15,79,66,62,92
11989,R11989,40,10,92,49,16
11990,R11990,37,7,45,67,79
11991,R11991,98,74,77,16,47
11992,R11992,8,38,91,55,34
11993,R11993,35,63,82,74,19
11994,R11994,85,54,43,51,38
11995,R11995,53,88,57,60,74
11996,R11996,66,28,39,84,5
11997,R11997,24,71,41,64,49
11998,R11998,69,47,66,90,99
11999,R11999,92,83,25,39,52
12000,R12000,35,98,20,50,96
12001,R12001,7,17,40,11,70
12002,R12002,24,82,34,58,58
12003,R12003,3,26,91,69,51
12004,R12004,40,41,47,34,70
12005,R12005,64,58,53,19,57
12006,R12006,63,38,33,5,85
12007,R12007,49,47,22,67,1
12008,R12008,10,5,29,59,40
12009,R12009,85,98,50,14,75
12010,R12010,12,10,81,87,56
12011,R12011,85,48,97,91,64
12012,R12012,37,73,14,94,89
12013,R12013,91,18,88,59,69
12014,R12014,67,44,8,94,51
12015,R12015,6,88,18,65,99
12016,R12016,81,45,52,66,23
12017,R12017,28,12,39,25,4
12018,R12018,99,58,42,5,16
12019,R12019,43,43,15,33,90
12020,R12020,62,40,75,29,95
12021,R12021,36,52,25,42,4
12022,R12022,45,86,30,94,20
12023,R12023,65,11,76,29,10
12024,R12024,1,14,6,94,82
12025,R12025,76,72,89,17,31
12026,R12026,12,31,79,28,10
12027,R12027,15,11,14,9,64
12028,R12028,61,9,35,68,38
12029,R12029,23,3,60,90,19
12030,R12030,93,54,53,58,15
12031,R12031,33,71,11,40,50
12032,R12032,32,61,13,93,83
12033,R12033,92,88,43,14,19
12034,R12034,24,97,96,98,58
12035,R12035,17,5,52,56,77
12036,R12036,9,83,44,70,60
12037,R12037,34,99,26,32,100
12038,R12038,6,54,39,44,2
12039,R12039,31,31,53,40,73
12040,R12040,26,66,68,9,23
12041,R12041,25,46,71,49,45
12042,R12042,29,47,72,18,59
12043,R12043,62,56,62,10,99
12044,R12044,83,28,41,68,32
12045,R12045,59,88,31,17,90
12046,R12046,73,8,54,21,18
12047,R12047,85,79,44,47,98
12048,R12048,100,23,3,72,59
12049,R12049,11,59,82,4,5
12050,R12050,43,87,63,87,39
12051,R12051,81,68,23,10,94
12052,R12052,81,87,18,31,9
12053,R12053,51,89,91,10,65
12054,R12054,33,73,23,12,97
12055,R12055,41,37,57,4,24
12056,R12056,3,48,36,47,26
12057,R12057,97,73,74,62,44
12058,R12058,13,67,27,91,70
12059,R12059,14,33,5,31,44
12060,R12060,66,80,97,77,40
12061,R12061,90,76,82,8,3
12062,R12062,29,20,40,56,76
12063,R12063,76,19,81,98,32
12064,R12064,44,31,72,8,97
12065,R12065,81,53,19,74,30
12066,R12066,93,95,13,86,4
12067,R12067,15,83,73,82,13
12068,R12068,1,32,80,99,38
12069,R12069,9,74,78,63,5
12070,R12070,28,49,86,80,24
12071,R12071,93,17,33,3,61
12072,R12072,81,25,75,33,92
12073,R12073,20,93,46,74,52
12074,R12074,100,99,66,57,22
12075,R12075,92,98,75,43,24
12076,R12076,19,9,2,94,17
12077,R12077,39,31,36,31,47
12078,R12078,14,30,11,21,21
12079,R12079,73,88,2,2,88
12080,R12080,43,12,99,59,89
12081,R12081,13,61,65,77,95
12082,R12082,31,27,69,17,19
12083,R12083,93,85,92,6,37
12084,R12084,56,52,12,58,59
12085,R12085,14,98,88,45,93
12086,R12086,18,36,39,42,2
12087,R12087,85,11,88,53,52
12088,R12088,53,46,79,43,47
12089,R12089,98,11,1,38,51
12090,R12090,95,2,42,73,65
12091,R12091,88,43,75,44,38
12092,R12092,27,13,35,11,31
12093,R12093,21,12,16,53,66
12094,R12094,76,46,56,73,9
12095,R12095,38,43,49,41,74
12096,R12096,2,25,37,25,76
12097,R12097,75,25,41,61,86
12098,R12098,89,48,10,49,18
12099,R12099,89,8,34,38,42
12100,R12100,96,19,27,16,90
12101,R12101,20,90,22,67,64
12102,R12102,54,68,27,86,86
12103,R12103,57,39,16,61,21
12104,R12104,20,19,5,91,81
12105,R12105,53,1,94,46,47
12106,R12106,77,40,5,82,4
12107,R12107,46,40,42,13,94
12108,R12108,60,50,71,24,17
12109,R12109,12,63,76,71,82
12110,R12110,98,76,19,18,27
12111,R12111,15,96,81,96,45
12112,R12112,54,98,40,6,36
12113,R12113,83,53,67,96,98
12114,R12114,37,51,84,69,46
12115,R12115,37,61,10,8,69
12116,R12116,3,78,57,66,94
12117,R12117,5,88,8,63,56
12118,R12118,81,94,37,52,75
12119,R12119,95,49,72,59,3
12120,R12120,62,58,70,44,99
12121,R12121,21,56,82,1,60
12122,R12122,28,32,38,42,59
12123,R12123,4,62,42,23,22
12124,R12124,35,10,81,57,4
12125,R12125,41,33,66,29,2
12126,R12126,39,65,25,25,8
12127,R12127,6,40,8,66,87
12128,R12128,50,9,16,61,22
12129,R12129,2,98,64,14,67
12130,R12130,77,24,17,89,63
12131,R12131,1,45,22,14,39
12132,R12132,60,50,87,92,52
12133,R12133,94,11,26,24,48
12134,R12134,53,43,2,44,66
12135,R12135,1,38,79,98,84
12136,R12136,31,23,19,8,38
12137,R12137,52,34,92,71,81
12138,R12138,91,8,97,16,66
12139,R12139,58,90,51,47,33
12140,R12140,25,86,39,69,14
12141,R12141,94,11,77,93,79
12142,R12142,92,26,67,63,46
12143,R12143,95,96,14,49,63
12144,R12144,64,24,40,43,97
12145,R12145,47,3,55,72,92
12146,R12146,50,53,82,71,25
12147,R12147,61,98,15,38,93
12148,R12148,73,9,51,80,87
12149,R12149,98,52,45,20,26
12150,R12150,13,34,95,23,36
12151,R12151,20,51,60,23,67
12152,R12152,4,94,74,99,62
12153,R12153,77,47,76,13,7
12154,R12154,32,56,49,82,19
12155,R12155,92,17,78,19,54
12156,R12156,42,76,9,69,58
12157,R12157,2,68,20,26,18
12158,R12158,53,16,32,54,21
12159,R12159,97,58,19,51,61
12160,R12160,59,20,6,13,15
12161,R12161,56,52,74,56,46
12162,R12162,92,20,79,82,37
12163,R12163,96,7,31,100,13
12164,R12164,37,20,88,14,7
12165,R12165,96,87,44,92,53
12166,R12166,66,41,90,96,97
12167,R12167,67,85,87,76,58
12168,R12168,100,87,57,28,69
12169,R12169,76,57,26,8,44
12170,R12170,42,80,83,6,7
12171,R12171,62,58,15,77,88
12172,R12172,86,96,41,42,94
12173,R12173,94,52,98,60,95
12174,R12174,33,73,87,93,17
12175,R12175,60,68,56,1,100
12176,R12176,13,33,26,64,79
12177,R12177,96,74,49,77,49
12178,R12178,15,44,40,22,90
12179,R12179,30,56,1,21,98
12180,R12180,91,33,73,76,93
12181,R12181,72,26,92,50,62
12182,R12182,64,24,48,96,74
12183,R12183,9,54,62,5,82
12184,R12184,38,31,18,45,95
12185,R12185,1,65,48,49,38
12186,R12186,4,16,49,79,94
12187,R12187,94,64,39,8,11
12188,R12188,6,51,24,13,14
12189,R12189,77,83,66,20,6
12190,R12190,9,29,70,92,51
12191,R12191,74,51,34,44,96
12192,R12192,26,60,97,77,47
12193,R12193,60,8,78,76,25
12194,R12194,96,22,76,91,100
12195,R12195,66,19,51,70,58
12196,R12196,13,24,56,23,18
12197,R12197,39,48,41,68,98
12198,R12198,21,74,43,76,45
12199,R12199,91,86,1,14,77
12200,R12200,75,97,76,44,8
12201,R12201,89,9,20,27,74
12202,R12202,33,6,30,19,5
12203,R12203,12,34,2,11,73
12204,R12204,60,42,80,31,35
12205,R12205,82,74,92,38,14
12206,R12206,30,74,35,91,30
12207,R12207,46,93,24,73,32
12208,R12208,8,35,100,3,36
12209,R12209,79,34,74,57,57
12210,R12210,18,89,100,94,87
12211,R12211,64,82,49,33,42
12212,R12212,7,88,14,33,12
12213,R12213,18,43,80,7,62
12214,R12214,28,6,92,73,97
12215,R12215,100,22,26,80,49
12216,R12216,63,46,86,35,36
12217,R12217,47,96,9,63,16
12218,R12218,16,38,56,12,30
12219,R12219,90,35,71,86,7
12220,R12220,67,27,47,88,49
12221,R12221,30,65,44,66,11
12222,R12222,82,47,52,77,21
12223,R12223,27,64,29,88,34
12224,R12224,72,54,94,6,96
12225,R12225,42,10,47,93,37
12226,R12226,9,60,52,13,30
12227,R12227,37,96,88,79,92
12228,R12228,17,39,97,27,22
12229,R12229,46,85,33,5,31
12230,R12230,86,81,76,64,26
12231,R12231,63,20,33,37,97
12232,R12232,57,10,62,63,28
12233,R12233,82,79,52,32,46
12234,R12234,39,19,99,50,75
12235,R12235,29,86,52,46,88
12236,R12236,81,14,87,49,56
12237,R12237,37,93,14,1,96
12238,R12238,18,44,88,36,13
12239,R12239,40,12,58,36,53
12240,R12240,86,54,18,84,63
12241,R12241,84,11,82,39,84
12242,R12242,18,53,95,36,47
12243,R12243,45,88,40,50,97
12244,R12244,77,86,9,40,54
12245,R12245,62,7,69,36,16
12246,R12246,94,52,66,65,85
12247,R12247,5,1,29,47,76
12248,R12248,35,34,56,54,33
12249,R12249,94,74,73,24,97
12250,R12250,8,18,71,86,71
12251,R12251,11,21,57,37,42
12252,R12252,40,75,93,89,39
12253,R12253,93,20,8,84,72
12254,R12254,96,12,63,66,46
12255,R12255,91,52,19,95,82
12256,R12256,11,54,25,31,19
12257,R12257,67,41,49,64,22
12258,R12258,22,7,90,61,12
12259,R12259,7,33,68,31,8
12260,R12260,92,67,57,52,94
12261,R12261,3,44,21,17,19
12262,R12262,57,89,12,50,75
12263,R12263,33,18,4,31,16
12264,R12264,15,33,9,4,11
12265,R12265,54,78,94,43,99
12266,R12266,94,88,37,72,59
12267,R12267,15,10,90,26,57
12268,R12268,33,65,2,32,72
12269,R12269,9,92,36,1,82
12270,R12270,30,76,78,6,23
12271,R12271,52,91,19,2,1
12272,R12272,51,25,21,96,15
12273,R12273,95,57,79,74,43
12274,R12274,76,96,39,94,56
12275,R12275,70,8,63,14,68
12276,R12276,39,89,58,15,59
12277,R12277,15,46,1,49,18
12278,R12278,25,94,24,50,43
12279,R12279,71,49,65,94,39
12280,R12280,6,4,12,9,76
12281,R12281,34,38,5,52,61
12282,R12282,88,90,83,44,74
12283,R12283,30,63,95,4,81
12284,R12284,59,96,10,32,73
12285,R12285,44,64,77,100,58
12286,R12286,35,48,22,60,40
12287,R12287,85,69,41,21,76
12288,R12288,36,50,53,41,71
12289,R12289,91,94,32,79,64
12290,R12290,40,94,98,22,94
12291,R12291,39,37,93,13,10
12292,R12292,26,59,22,60,60
12293,R12293,23,62,72,6,34
12294,R12294,57,83,1,44,52
12295,R12295,49,95,18,54,69
12296,R12296,29,24,87,78,29
12297,R12297,35,81,26,36,56
12298,R12298,23,22,31,37,88
12299,R12299,84,59,62,72,28
12300,R12300,96,14,84,79,9
12301,R12301,77,2,42,4,59
12302,R12302,77,45,76,75,77
12303,R12303,48,25,58,43,9
12304,R12304,29,22,38,92,40
12305,R12305,89,87,77,42,74
12306,R12306,65,66,76,10,63
12307,R12307,39,23,47,14,84
12308,R12308,93,28,15,59,86
12309,R12309,10,26,84,10,61
12310,R12310,19,25,8,17,20
12311,R12311,8,17,28,24,11
12312,R12312,65,60,33,46,79
12313,R12313,98,87,43,78,84
12314,R12314,41,22,80,60,94
12315,R12315,49,94,67,46,78
12316,R12316,98,23,82,52,46
12317,R12317,68,49,57,100,19
12318,R12318,78,2,23,50,14
12319,R12319,71,32,61,50,41
12320,R12320,62,10,67,63,70
12321,R12321,37,8,31,36,92
12322,R12322,99,73,57,28,15
12323,R12323,26,82,3,44,69
12324,R12324,85,86,97,81,22
12325,R12325,20,4,79,54,44
12326,R12326,98,32,52,11,18
12327,R12327,22,66,6,95,68
12328,R12328,86,38,84,37,61
12329,R12329,5,63,80,20,31
12330,R12330,86,96,50,97,3
12331,R12331,35,86,76,84,2
12332,R12332,79,41,79,40,54
12333,R12333,34,72,21,22,36
12334,R12334,74,20,37,67,87
12335,R12335,43,83,76,87,48
12336,R12336,29,20,80,96,38
12337,R12337,73,23,34,22,32
12338,R12338,34,16,17,81,11
12339,R12339,53,11,51,20,60
12340,R12340,63,31,75,84,47
12341,R12341,23,65,62,81,42
12342,R12342,57,50,70,19,97
12343,R12343,73,10,8,45,65
12344,R12344,41,39,17,32,57
12345,R12345,41,87,16,6,30
12346,R12346,50,65,17,1,48
12347,R12347,52,95,38,95,67
12348,R12348,63,55,14,51,58
12349,R12349,62,37,46,32,52
12350,R12350,80,26,1,78,50
12351,R12351,44,25,1,73,19
12352,R12352,70,49,58,79,19
12353,R12353,41,50,13,5,90
12354,R12354,94,77,64,72,93
12355,R12355,2,80,78,31,19
12356,R12356,28,89,36,97,27
12357,R12357,66,29,90,52,37
12358,R12358,37,74,18,40,84
12359,R12359,79,25,86,2,4
12360,R12360,27,77,26,43,74
12361,R12361,70,73,97,46,19
12362,R12362,69,78,3,54,78
12363,R12363,41,62,84,58,95
12364,R12364,16,5,30,65,24
12365,R12365,57,77,88,12,98
12366,R12366,4,77,69,75,11
12367,R12367,67,93,81,73,85
12368,R12368,47,67,67,97,78
12369,R12369,3,50,37,27,59
12370,R12370,79,51,54,85,96
12371,R12371,7,61,59,16,7
12372,R12372,27,81,73,55,17
12373,R12373,57,68,13,67,89
12374,R12374,87,6,25,17,33
12375,R12375,29,1,43,11,97
12376,R12376,43,12,66,7,73
12377,R12377,69,44,92,21,11
12378,R12378,86,28,83,78,77
12379,R12379,99,16,88,8,53
12380,R12380,64,83,47,85,48
12381,R12381,20,9,26,6,84
12382,R12382,87,36,80,52,1
12383,R12383,9,23,70,73,83
12384,R12384,38,14,11,34,79
12385,R12385,67,60,78,16,47
12386,R12386,22,50,41,52,65
12387,R12387,7,86,79,70,98
12388,R12388,16,81,70,23,70
12389,R12389,46,36,80,37,85
12390,R12390,89,24,50,38,21
12391,R12391,46,41,90,48,10
12392,R12392,10,80,63,97,89
12393,R12393,93,53,59,72,81
12394,R12394,60,43,35,80,3
12395,R12395,24,18,24,55,56
12396,R12396,66,54,91,67,72
12397,R12397,43,20,30,80,24
12398,R12398,91,15,61,26,86
12399,R12399,39,70,22,67,30
12400,R12400,75,28,91,68,28
12401,R12401,61,49,19,76,20
12402,R12402,71,29,69,99,66
12403,R12403,80,55,8,9,32
12404,R12404,23,60,56,62,92
12405,R12405,58,32,55,10,88
12406,R12406,95,2,7,10,25
12407,R12407,64,64,59,40,37
12408,R12408,7,98,33,78,95
12409,R12409,79,94,3,39,56
12410,R12410,73,29,3,89,48
12411,R12411,65,63,19,27,33
12412,R12412,99,55,66,97,16
12413,R12413,15,62,11,99,35
12414,R12414,66,63,33,92,35
12415,R12415,61,72,19,37,44
12416,R12416,39,79,61,50,54
12417,R12417,10,97,74,32,16
12418,R12418,26,87,75,56,17
12419,R12419,20,47,41,48,61
12420,R12420,51,78,20,32,62
12421,R12421,86,80,66,44,27
12422,R12422,53,68,52,18,13
12423,R12423,26,81,57,32,60
12424,R12424,51,35,90,37,79
12425,R12425,23,18,8,64,69
12426,R12426,74,64,61,73,100
12427,R12427,63,88,19,53,43
12428,R12428,40,80,90,38,60
12429,R12429,41,43,97,34,63
12430,R12430,20,3,84,79,18
12431,R12431,43,50,2,5,99
12432,R12432,44,67,99,25,29
12433,R12433,83,42,39,75,79
12434,R12434,10,62,43,87,2
12435,R12435,66,80,16,22,19
12436,R12436,3,75,36,92,64
12437,R12437,81,92,53,84,97
12438,R12438,90,11,47,34,68
12439,R12439,89,48,89,72,72
12440,R12440,28,64,84,19,55
12441,R12441,24,26,70,44,91
12442,R12442,22,71,39,81,66
12443,R12443,71,11,5,96,50
12444,R12444,47,49,72,30,88
12445,R12445,94,88,21,5,14
12446,R12446,95,26,95,72,64
12447,R12447,24,56,80,74,20
12448,R12448,11,84,50,26,84
12449,R12449,18,46,18,59,99
12450,R12450,79,34,81,59,63
12451,R12451,21,43,5,67,91
12452,R12452,41,94,38,46,68
12453,R12453,60,4,23,89,1
12454,R12454,9,71,34,71,93
12455,R12455,93,80,88,17,96
12456,R12456,55,52,24,61,30
12457,R12457,46,74,90,14,89
12458,R12458,67,15,9,17,15
12459,R12459,83,21,84,54,65
12460,R12460,68,50,74,57,45
12461,R12461,22,89,23,19,92
12462,R12462,97,9,87,85,35
12463,R12463,9,20,85,23,85
12464,R12464,33,55,12,55,21
12465,R12465,88,27,17,28,75
12466,R12466,88,45,19,95,31
12467,R12467,100,28,97,52,10
12468,R12468,99,49,21,76,36
12469,R12469,69,58,4,69,94
12470,R12470,98,94,47,20,79
12471,R12471,97,32,38,44,98
12472,R12472,45,60,60,57,14
12473,R12473,91,18,15,85,37
12474,R12474,76,83,69,51,52
12475,R12475,36,86,33,73,77
12476,R12476,96,95,58,87,22
12477,R12477,37,27,50,88,24
12478,R12478,74,31,75,95,49
12479,R12479,47,13,64,100,59
12480,R12480,59,85,65,65,29
12481,R12481,49,39,28,91,40
12482,R12482,54,82,76,65,60
12483,R12483,3,2,9,37,20
12484,R12484,82,85,23,87,32
12485,R12485,10,62,63,71,77
12486,R12486,19,41,67,72,52
12487,R12487,91,95,11,6,44
12488,R12488,28,96,81,45,37
12489,R12489,73,47,70,64,49
12490,R12490,65,99,51,62,88
12491,R12491,90,87,93,68,42
12492,R12492,63,97,92,94,91
12493,R12493,33,49,46,93,16
12494,R12494,77,57,10,30,48
12495,R12495,2,1,70,12,98
12496,R12496,13,73,13,26,56
12497,R12497,38,57,69,73,8
12498,R12498,70,69,13,87,24
12499,R12499,20,17,31,39,63
12500,R12500,33,27,46,96,15
12501,R12501,59,9,3,22,29
12502,R12502,69,52,41,68,82
12503,R12503,75,80,97,59,38
12504,R12504,43,33,91,96,50
